都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1282862,3964610,18292,10,717238,4243,543089
青森県,266670,415661,4519,3,151129,574,110448
岩手県,218111,640368,3359,1,103563,506,110683
宮城県,501729,1188393,22051,18,204624,826,274228
秋田県,188569,81563,8762,3,89825,518,89464
山形県,212419,351058,6890,0,90443,334,114752
福島県,372832,1156057,3568,5,180682,519,188063
茨城県,589986,1985898,21025,20,301424,1098,266439
栃木県,387968,1165504,5859,11,215803,894,165412
群馬県,409252,1148662,8340,12,225131,917,174864
埼玉県,1709754,4858010,19380,42,1160893,3243,526238
千葉県,1379321,3484227,18877,37,904076,3238,453130
東京都,4183038,11199022,52884,45,3093983,7214,1028957
神奈川県,2107812,6268869,56237,50,1450734,3792,597049
新潟県,425007,1212164,6672,6,223993,321,194021
富山県,218992,455950,3398,5,123822,280,91492
石川県,259872,763788,4174,2,155716,436,99546
福井県,185711,549642,2171,0,110918,167,72455
山梨県,174031,728368,1513,1,93672,307,78539
長野県,417915,1346846,14040,3,403752,751,628
岐阜県,498178,1658878,840,6,284881,944,211513
静岡県,786536,2286523,9292,13,478956,1064,297224
愛知県,1981856,5123874,64427,40,1903451,3769,10209
三重県,417710,1035452,10436,5,226621,820,179833
滋賀県,346623,1207737,5671,8,225722,548,114682
京都府,640923,1459758,13520,67,459222,1405,166776
大阪府,2696483,11690742,85676,88,2032077,7581,571149
兵庫県,1377070,2465506,14107,25,986750,3405,372808
奈良県,323755,911881,30157,14,195268,709,97621
和歌山県,218870,319456,276,11,129448,434,88712
鳥取県,127687,1034445,9318,0,44778,208,73383
島根県,152599,485658,4762,0,147292,237,308
岡山県,452833,1113228,26705,14,412307,690,13131
広島県,740318,3307341,16723,16,409656,1124,312815
山口県,283982,1086364,3216,5,158495,628,121643
徳島県,149367,407171,1557,3,90741,330,56739
香川県,230776,512044,3159,6,138120,509,88988
愛媛県,287588,885375,4076,2,156705,539,126268
高知県,152931,494109,5169,6,94023,499,53240
福岡県,1496353,3918607,31332,21,1029285,2661,433075
佐賀県,245540,377021,13097,3,125171,407,106865
長崎県,313724,1006381,24046,3,177499,490,111689
熊本県,502276,540288,8007,31,320699,1059,172511
大分県,280991,1009928,2477,2,172076,547,105891
宮崎県,299726,238860,4094,5,189320,632,105680
鹿児島県,410738,893157,10939,9,286186,699,112914
沖縄県,563578,1342967,8747,10,494076,847,59908
