都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1324718,3964610,17636,6,717238,4481,585363
青森県,276410,415661,4180,0,151129,638,120463
岩手県,230854,678304,3203,0,103563,597,123491
宮城県,528403,1257439,21384,5,204624,920,301475
秋田県,197341,81563,8425,2,89825,578,98513
山形県,222425,364863,6466,1,90443,353,125163
福島県,396328,1156057,3568,0,180682,801,211277
茨城県,630118,1985898,19848,9,301424,1261,307585
栃木県,415578,1230611,5427,5,215803,1032,193316
群馬県,434261,1221230,7864,3,225131,1051,200215
埼玉県,1781535,5099109,17867,17,1160893,3779,598996
千葉県,1449185,3698650,16589,10,904076,3770,524750
東京都,4307249,11774438,48040,16,3093983,7877,1157349
神奈川県,2196907,6797436,8238,9,1450734,4178,733757
新潟県,447272,1275633,6372,1,223993,420,216487
富山県,233135,484023,3193,1,123822,305,105815
石川県,274717,763788,3889,3,155716,485,114627
福井県,197134,585429,1882,0,110918,194,84140
山梨県,187063,788940,1195,0,93672,384,91812
長野県,448988,1435847,3295,1,445290,838,435
岐阜県,533140,1781336,264,2,284881,1080,246915
静岡県,854655,2456954,8500,3,478956,1338,365861
愛知県,2087832,5586064,10051,15,2071442,4200,2139
三重県,453160,1127045,10121,6,226621,1020,215398
滋賀県,369239,1334457,5329,1,225722,647,137541
京都府,670548,1535932,12948,22,459222,1609,196769
大阪府,2805377,12400500,23373,37,2032077,8290,741637
兵庫県,1452125,2465506,13078,8,986750,3757,448540
奈良県,342100,983830,29905,5,195268,829,116098
和歌山県,235349,319456,113,3,129448,506,105282
鳥取県,138662,1114246,9187,0,44778,252,84445
島根県,164406,522108,1212,0,162695,288,211
岡山県,485129,1172792,3419,9,479753,816,1141
広島県,789208,3320871,15962,3,409656,1312,362278
山口県,308152,1172735,3035,0,158495,721,145901
徳島県,163151,444633,1369,1,90741,399,70642
香川県,249067,549369,2735,2,138120,594,107618
愛媛県,310603,953588,3807,5,156705,666,149425
高知県,166723,494109,5062,3,94023,574,67064
福岡県,1570713,3918607,27106,4,1029285,3111,511211
佐賀県,258506,377021,12788,0,125171,472,120075
長崎県,332730,1110087,22044,0,177499,620,132567
熊本県,529311,540288,6921,2,320699,1264,200427
大分県,299385,1009928,2197,0,172076,741,124371
宮崎県,317034,238860,3802,1,189320,761,123151
鹿児島県,436025,931149,1494,0,286186,859,147486
沖縄県,574593,1398787,1066,0,494076,911,78540
