都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1152476,3890990,18704,17,717238,3658,412876
青森県,227632,415661,4785,5,151129,455,71263
岩手県,175743,579014,3403,1,103563,321,68456
宮城県,410113,1093578,22375,16,204624,595,182519
秋田県,162004,80243,8915,1,89825,388,62876
山形県,182862,334855,6889,1,90443,276,85254
福島県,302425,1156057,3568,2,180682,385,117790
茨城県,476800,1985898,20771,12,301424,858,153747
栃木県,314610,1082543,5773,7,215803,640,92394
群馬県,331897,1053306,8469,5,225131,670,97627
埼玉県,1465104,4487998,19536,19,1160893,2726,281949
千葉県,1163719,3228518,17439,8,904076,2811,239393
東京都,3709993,10505632,53188,22,3093983,6414,556408
神奈川県,1816172,5682454,54868,49,1450734,3303,307267
新潟県,352799,1130761,6736,6,223993,236,121834
富山県,183902,422290,3533,1,123822,215,56332
石川県,218028,763788,4133,3,155716,342,57837
福井県,152033,515161,2088,0,110918,132,38895
山梨県,137984,658915,1456,1,93672,214,42642
長野県,344287,1252542,16758,8,323802,547,3180
岐阜県,396806,1513625,787,4,284881,749,110389
静岡県,617619,2104638,8604,2,478956,846,129213
愛知県,1674323,4724803,53024,20,1592849,3216,25234
三重県,324477,958097,10316,5,226621,609,86931
滋賀県,292105,1112141,5613,6,225722,418,60352
京都府,554542,1346507,13370,85,459222,1208,80742
大阪府,2380481,10899322,69162,42,2032077,6866,272376
兵庫県,1167436,2465506,13747,20,986750,3057,163882
奈良県,273412,843440,30050,8,195268,621,47473
和歌山県,170357,319456,265,6,129448,316,40328
鳥取県,92881,897539,9324,0,44778,128,38651
島根県,117049,429825,5433,1,110138,139,1339
岡山県,357477,996914,11798,7,330078,501,15100
広島県,578441,3096847,16534,10,409656,915,151336
山口県,210789,964156,3128,2,158495,450,48716
徳島県,116441,383064,1493,2,90741,233,23974
香川県,181476,469217,2945,4,138120,358,40053
愛媛県,213696,759358,3955,5,156705,354,52682
高知県,122402,494109,5144,2,94023,348,22887
福岡県,1234619,3918607,28415,6,1029285,2141,174778
佐賀県,191807,377021,12998,1,125171,280,53358
長崎県,250804,908641,21975,2,177499,370,50960
熊本県,394740,540288,7642,13,320699,736,65663
大分県,215137,1009928,2293,2,172076,425,40343
宮崎県,228946,238860,3966,4,189320,423,35237
鹿児島県,332590,795778,3411,1,286186,568,42425
沖縄県,528175,1281235,4698,4,494076,826,28575
