都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,780360,3226488,17813,0,717238,2642,42667
青森県,161261,415661,4261,2,151129,310,5561
岩手県,112628,473833,3214,0,103563,198,5653
宮城県,269287,934541,21371,0,204624,404,42888
秋田県,106147,75723,8514,2,89825,238,7570
山形県,113157,293819,6582,0,90443,197,15935
福島県,195552,1156057,3568,0,180682,286,11016
茨城県,374153,1815549,19816,0,301424,702,52211
栃木県,230952,974416,5319,0,215803,512,9318
群馬県,244472,918790,7956,1,225131,485,10900
埼玉県,1213211,4025055,17794,5,1160893,2449,32075
千葉県,966018,2941588,16138,3,904076,2607,43197
東京都,3216571,9557267,48254,9,3093983,5932,68402
神奈川県,1516371,4883248,11719,17,1450734,3019,50899
新潟県,242234,980811,6409,0,223993,170,11662
富山県,134289,373338,3195,1,123822,181,7091
石川県,167527,763788,3902,1,155716,286,7623
福井県,117454,464610,1867,1,110918,101,4568
山梨県,98800,553533,1248,1,93672,160,3720
長野県,219411,1060195,5367,0,213079,356,609
岐阜県,302286,1326232,4981,0,284881,602,11822
静岡県,505098,1871944,8229,7,478956,757,17156
愛知県,1385032,4220847,9345,6,1371236,2908,1543
三重県,260969,855649,10138,3,226621,542,23668
滋賀県,239495,984879,5292,1,225722,340,8141
京都府,484358,1227047,12869,14,459222,1104,11163
大阪府,2129690,9918919,27915,16,2032077,6534,63164
兵庫県,1021912,2465506,12956,3,986750,2899,19307
奈良県,231752,755445,29864,0,195268,546,6074
和歌山県,137095,319456,87,0,129448,254,7306
鳥取県,65517,739533,9194,0,44778,81,11464
島根県,85686,373118,1356,0,83951,98,281
岡山県,283395,879946,3440,4,277139,414,2402
広島県,442077,2780898,15962,2,409656,769,15690
山口県,168806,850137,2957,1,158495,395,6959
徳島県,95488,339648,1329,0,90741,177,3241
香川県,145481,414560,2591,2,138120,299,4471
愛媛県,166444,650043,3749,2,156705,289,5701
高知県,102333,494109,5038,1,94023,301,2971
福岡県,1093536,3918607,26764,2,1029285,1995,35492
佐賀県,160181,377021,12761,0,125171,229,22020
長崎県,216240,780331,21362,3,177499,332,17047
熊本県,336631,540288,6909,1,320699,652,8371
大分県,179615,919938,2149,1,172076,388,5002
宮崎県,199151,238860,3822,2,189320,376,5633
鹿児島県,304248,752287,1371,0,286186,547,16144
沖縄県,505413,1204550,2923,4,494076,760,7654
