都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,863507,3407709,18250,7,717238,2763,125256
青森県,170559,415661,4337,0,151129,332,14761
岩手県,122902,500874,3273,1,103563,205,15861
宮城県,289345,972356,21634,5,204624,426,62661
秋田県,116572,76794,8643,1,89825,260,17844
山形県,128632,304595,6682,0,90443,212,31295
福島県,212156,1156057,3568,0,180682,304,27602
茨城県,389974,1815549,20081,3,301424,725,67744
栃木県,243201,1000261,5418,5,215803,526,21454
群馬県,258280,954630,8153,2,225131,519,24477
埼玉県,1250362,4136529,18111,10,1160893,2499,68859
千葉県,994880,3035555,16324,3,904076,2652,71828
東京都,3292393,9790304,49186,19,3093983,6018,143206
神奈川県,1561981,5077849,18386,18,1450734,3074,89787
新潟県,258943,1018786,6494,0,223993,182,28274
富山県,143169,383012,3205,0,123822,184,15958
石川県,176627,763788,3938,3,155716,298,16675
福井県,122546,476717,1929,0,110918,104,9595
山梨県,104893,575851,1350,0,93672,171,9700
長野県,243406,1108053,11071,0,230568,373,1394
岐阜県,317208,1371621,364,0,284881,626,31337
静岡県,525253,1939064,8299,0,478956,773,37225
愛知県,1427076,4324920,17195,8,1401615,2978,5288
三重県,271717,877089,10111,0,226621,551,34434
滋賀県,248705,1010716,5357,3,225722,368,17258
京都府,495265,1256610,13001,18,459222,1123,21919
大阪府,2180095,10209968,34071,22,2032077,6630,107317
兵庫県,1049904,2465506,13130,5,986750,2921,47103
奈良県,239141,778042,29905,2,195268,561,13407
和歌山県,144413,319456,211,2,129448,267,14487
鳥取県,70116,777747,9207,0,44778,85,16046
島根県,91052,382811,2287,1,88487,99,179
岡山県,296193,909239,4261,2,285479,421,6032
広島県,466796,2862669,16082,1,409656,788,40270
山口県,177859,873058,3009,2,158495,398,15957
徳島県,98493,351241,1352,2,90741,188,6212
香川県,153311,429690,2716,1,138120,308,12167
愛媛県,174514,672956,3796,3,156705,290,13723
高知県,105136,494109,5020,1,94023,309,5784
福岡県,1115024,3918607,26747,2,1029285,2032,56960
佐賀県,164441,377021,12792,0,125171,238,26240
長崎県,222389,816344,21419,0,177499,339,23132
熊本県,346197,540288,6989,2,320699,660,17849
大分県,185361,955427,2167,1,172076,396,10722
宮崎県,204334,238860,3835,1,189320,388,10791
鹿児島県,309538,762393,1237,0,286186,551,21564
沖縄県,510369,1233759,2108,5,494076,794,13391
