"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",61550,212,59864,1475,0,1,1280380,"JP-01"
"Aomori","青森県",5906,5,5863,38,0,0,104962,"JP-02"
"Iwate","岩手県",3495,8,3434,53,0,0,136707,"JP-03"
"Miyagi","宮城県",16294,3,16171,118,0,2,264222,"JP-04"
"Akita","秋田県",1934,0,1907,27,0,0,27668,"JP-05"
"Yamagata","山形県",3608,2,3550,56,0,0,115666,"JP-06"
"Fukushima","福島県",9533,30,9327,176,0,0,472020,"JP-07"
"Ibaraki","茨城県",24495,14,24261,220,0,0,40590,"JP-08"
"Tochigi","栃木県",15655,112,15426,117,0,0,530707,"JP-09"
"Gunma","群馬県",17316,136,17102,177,2,99,355311,"JP-10"
"Saitama","埼玉県",116137,130,114948,1059,1,0,1657350,"JP-11"
"Chiba","千葉県",100745,91,99602,1028,1,24,1243478,"JP-12"
"Tokyo","東京都",383344,696,379473,3175,1,0,4200967,"JP-13"
"Kanagawa","神奈川県",169905,214,168372,1319,2,0,1839374,"JP-14"
"Niigata","新潟県",8261,85,8114,62,0,0,329768,"JP-15"
"Toyama","富山県",4869,0,4817,52,0,0,132342,"JP-16"
"Ishikawa","石川県",8056,65,7833,136,0,22,215180,"JP-17"
"Fukui","福井県",3118,3,3077,38,0,0,127226,"JP-18"
"Yamanashi","山梨県",5161,0,5132,29,0,0,135182,"JP-19"
"Nagano","長野県",8985,51,8893,97,0,56,368727,"JP-20"
"Gifu","岐阜県",19292,7,19057,219,0,9,474843,"JP-21"
"Shizuoka","静岡県",26908,19,26663,209,0,17,733273,"JP-22"
"Aichi","愛知県",106825,115,105549,1161,0,0,1516048,"JP-23"
"Mie","三重県",14825,6,14983,163,0,327,273776,"JP-24"
"Shiga","滋賀県",12536,66,12366,104,0,0,298142,"JP-25"
"Kyoto","京都府",36249,174,35761,292,15,22,475712,"JP-26"
"Osaka","大阪府",203996,540,200392,3064,19,0,4273548,"JP-27"
"Hyogo","兵庫県",78915,103,77414,1398,2,0,870997,"JP-28"
"Nara","奈良県",15984,43,15792,149,0,0,283091,"JP-29"
"Wakayama","和歌山県",5304,0,5136,62,0,106,68602,"JP-30"
"Tottori","鳥取県",1669,0,1639,5,0,25,170621,"JP-31"
"Shimane","島根県",1768,35,1728,5,0,0,64047,"JP-32"
"Okayama","岡山県",15566,2,15417,136,0,11,310392,"JP-33"
"Hiroshima","広島県",22300,118,21980,202,1,0,990011,"JP-34"
"Yamaguchi","山口県",5941,133,5715,93,0,0,215836,"JP-35"
"Tokushima","徳島県",3292,2,3225,66,0,1,117352,"JP-36"
"Kagawa","香川県",4712,7,4666,38,0,1,146139,"JP-37"
"Ehime","愛媛県",5412,0,5330,82,0,0,175092,"JP-38"
"Kochi","高知県",4168,1,4134,33,0,0,112478,"JP-39"
"Fukuoka","福岡県",74823,87,74099,627,3,10,1444144,"JP-40"
"Saga","佐賀県",5881,7,5893,30,0,49,121817,"JP-41"
"Nagasaki","長崎県",6127,8,6047,73,0,1,204816,"JP-42"
"Kumamoto","熊本県",14397,0,14261,136,0,0,124944,"JP-43"
"Oita","大分県",8188,1,8103,84,0,0,307843,"JP-44"
"Miyazaki","宮崎県",6153,0,6096,41,0,16,73154,"JP-45"
"Kagoshima","鹿児島県",9128,4,9053,66,0,5,177332,"JP-46"
"Okinawa","沖縄県",50895,457,50046,398,7,6,441752,"JP-47"
