都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1188520,3964610,18672,8,717238,3813,448797
青森県,238386,415661,4868,5,151129,488,81901
岩手県,187912,592937,3414,1,103563,356,80579
宮城県,433876,1115539,22300,15,204624,642,206310
秋田県,169830,80766,8893,2,89825,417,70695
山形県,191122,338870,6884,0,90443,287,93508
福島県,320720,1156057,3568,5,180682,412,136058
茨城県,502114,1985898,20903,18,301424,904,178883
栃木県,332604,1103689,5776,8,215803,686,110339
群馬県,350309,1076054,8462,6,225131,715,116001
埼玉県,1524214,4572464,19585,25,1160893,2809,340927
千葉県,1214143,3279837,18072,16,904076,2866,289129
東京都,3824262,10663870,53760,44,3093983,6541,669978
神奈川県,1884764,5811138,67917,50,1450734,3380,362733
新潟県,372654,1153544,6774,5,223993,256,141631
富山県,192978,429234,3522,6,123822,229,65405
石川県,227469,763788,4121,4,155716,353,67279
福井県,159604,524388,2104,1,110918,135,46447
山梨県,145254,672973,1463,0,93672,225,49894
長野県,361415,1268606,17263,9,340560,588,3004
岐阜県,418355,1544752,838,6,284881,790,131846
静岡県,646492,2146200,8845,5,478956,869,157822
愛知県,1741417,4821405,64775,28,1645768,3321,27553
三重県,342056,974646,10365,4,226621,637,104433
滋賀県,304250,1134246,5650,4,225722,443,72435
京都府,573098,1370021,13462,89,459222,1230,99184
大阪府,2443633,11062902,83339,51,2032077,6958,321259
兵庫県,1208322,2465506,13959,22,986750,3104,204509
奈良県,284538,859239,30090,15,195268,636,58544
和歌山県,178980,319456,266,8,129448,338,48928
鳥取県,100352,934253,9326,0,44778,138,46110
島根県,125444,440927,6730,3,116894,157,1663
岡山県,375995,1025328,15110,6,341859,529,18497
広島県,609571,3144422,16585,8,409656,958,182372
山口県,222800,981359,3198,3,158495,477,60630
徳島県,122599,388139,1533,3,90741,252,30073
香川県,190357,478458,3060,4,138120,380,48797
愛媛県,228596,783931,4004,4,156705,377,67510
高知県,128371,494109,5174,3,94023,361,28813
福岡県,1287156,3918607,29505,6,1029285,2197,226169
佐賀県,202869,377021,13034,2,125171,302,64362
長崎県,261984,930496,22358,4,177499,388,61739
熊本県,417683,540288,7851,13,320699,786,88347
大分県,227764,1009928,2337,4,172076,447,52904
宮崎県,239832,238860,4001,1,189320,445,46066
鹿児島県,343576,809430,5335,2,286186,570,51485
沖縄県,533018,1295633,4794,4,494076,834,33314
