都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,859679,3395049,18199,7,717238,2758,121484
青森県,170254,415661,4353,1,151129,331,14441
岩手県,122589,500874,3273,1,103563,205,15548
宮城県,288198,970929,21572,2,204624,422,61580
秋田県,116367,76794,8636,1,89825,260,17646
山形県,128148,303718,6660,0,90443,212,30833
福島県,211474,1156057,3568,0,180682,304,26920
茨城県,388707,1815549,20019,4,301424,724,66540
栃木県,242773,998725,5409,4,215803,524,21037
群馬県,257735,949372,8115,2,225131,518,23971
埼玉県,1249117,4132695,18052,8,1160893,2497,67675
千葉県,993800,3035555,16313,3,904076,2650,70761
東京都,3289303,9790304,49228,18,3093983,6015,140077
神奈川県,1559567,5077849,17617,18,1450734,3070,88146
新潟県,258296,1018638,6471,0,223993,182,27650
富山県,142982,383012,3206,0,123822,184,15770
石川県,176380,763788,3947,2,155716,297,16420
福井県,122318,476717,1916,0,110918,104,9380
山梨県,104571,575851,1326,0,93672,170,9403
長野県,241752,1108053,10112,0,229274,373,1993
岐阜県,316755,1368529,332,0,284881,624,30918
静岡県,524008,1939064,8267,1,478956,769,36016
愛知県,1425837,4324920,15736,9,1399091,2973,8037
三重県,270888,877089,10111,0,226621,551,33605
滋賀県,248430,1009591,5358,2,225722,367,16983
京都府,494861,1254749,12980,16,459222,1123,21536
大阪府,2178559,10192150,33378,17,2032077,6624,106480
兵庫県,1048587,2465506,13108,5,986750,2920,45809
奈良県,238837,778042,29893,2,195268,561,13115
和歌山県,144021,319456,196,2,129448,266,14111
鳥取県,69939,775567,9207,0,44778,85,15869
島根県,90877,382811,2075,1,88311,99,392
岡山県,295641,909239,4261,2,285479,421,5480
広島県,464712,2862669,16064,1,409656,787,38205
山口県,177532,873058,2993,1,158495,397,15647
徳島県,98386,350938,1341,2,90741,185,6119
香川県,153028,429690,2707,0,138120,306,11895
愛媛県,174334,672314,3797,3,156705,290,13542
高知県,105059,494109,5016,0,94023,309,5711
福岡県,1114400,3918607,26736,2,1029285,2028,56351
佐賀県,164329,377021,12785,0,125171,238,26135
長崎県,222264,816344,21382,0,177499,339,23044
熊本県,345936,540288,6989,2,320699,659,17589
大分県,185120,953116,2165,1,172076,396,10483
宮崎県,204230,238860,3828,1,189320,388,10694
鹿児島県,309356,761831,1185,0,286186,551,21434
沖縄県,510228,1232711,2116,5,494076,794,13242
