都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1235994,3964610,18507,10,717238,4058,496191
青森県,252691,415661,4584,3,151129,541,96437
岩手県,203130,617224,3370,1,103563,424,95773
宮城県,468209,1151019,22221,19,204624,738,240626
秋田県,179153,81161,8796,3,89825,471,80061
山形県,201617,343532,6952,0,90443,311,103911
福島県,345198,1156057,3568,2,180682,453,160495
茨城県,544208,1985898,20948,22,301424,987,220849
栃木県,358241,1134894,5869,10,215803,768,135801
群馬県,378055,1111426,8387,14,225131,803,143734
埼玉県,1615256,4705207,19549,37,1160893,2955,431859
千葉県,1292613,3392797,18512,18,904076,3007,367018
東京都,4006090,10919695,53890,45,3093983,6804,851413
神奈川県,1994852,5974666,66248,46,1450734,3573,474297
新潟県,399097,1181010,6770,5,223993,285,168049
富山県,205151,427812,3411,6,123822,253,77665
石川県,241121,763788,4098,3,155716,395,80912
福井県,172333,534033,2130,1,110918,147,59138
山梨県,157528,689858,1526,0,93672,261,62069
長野県,386911,1301510,14511,2,371717,671,12
岐阜県,454689,1590207,862,3,284881,862,168084
静岡県,702220,2193960,9136,4,478956,943,213185
愛知県,1851783,4924051,66981,22,1772384,3501,8917
三重県,375008,993801,10385,3,226621,710,137292
滋賀県,322989,1163634,5667,7,225722,488,91112
京都府,603499,1413912,13528,85,459222,1310,129439
大阪府,2556578,11361487,86646,69,2032077,7181,430674
兵庫県,1282836,2465506,14092,31,986750,3240,278754
奈良県,302379,878644,30133,12,195268,670,76308
和歌山県,196237,319456,262,5,129448,382,66145
鳥取県,112833,969262,9315,0,44778,159,58581
島根県,138444,466454,6417,2,131232,191,604
岡山県,409787,1045577,18510,11,356939,592,33746
広島県,668803,3256361,16612,10,409656,1024,241511
山口県,249098,1031617,3226,4,158495,538,86839
徳島県,133805,397566,1569,3,90741,284,41211
香川県,208385,491631,3232,6,138120,436,66597
愛媛県,255241,831952,4093,7,156705,442,94001
高知県,139007,494109,5160,8,94023,413,39411
福岡県,1382114,3918607,31008,14,1029285,2341,319480
佐賀県,221609,377021,13112,3,125171,347,82979
長崎県,283240,958393,23471,3,177499,427,81843
熊本県,456308,540288,8159,17,320699,885,126565
大分県,251816,1009928,2437,2,172076,498,76805
宮崎県,264552,238860,4032,4,189320,507,70693
鹿児島県,370115,843152,8964,8,286186,608,74357
沖縄県,544751,1314327,7585,5,494076,837,42253
