"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",375907,7466,366598,2090,2,247,2344346,"JP-01"
"Aomori","青森県",60160,1516,58536,108,0,0,258917,"JP-02"
"Iwate","岩手県",37315,1084,36135,96,0,0,294020,"JP-03"
"Miyagi","宮城県",91868,2062,89529,198,0,79,613406,"JP-04"
"Akita","秋田県",31748,680,30998,70,0,0,63556,"JP-05"
"Yamagata","山形県",29803,636,29071,96,0,0,199126,"JP-06"
"Fukushima","福島県",65791,1023,64545,223,0,0,860510,"JP-07"
"Ibaraki","茨城県",162998,1320,161235,443,1,0,1380150,"JP-08"
"Tochigi","栃木県",93135,1002,91857,276,0,0,767571,"JP-09"
"Gunma","群馬県",97168,1094,95753,321,0,0,668271,"JP-10"
"Saitama","埼玉県",562449,4891,555903,1655,1,0,2918222,"JP-11"
"Chiba","千葉県",458505,3039,450981,1788,1,2697,2161502,"JP-12"
"Tokyo","東京都",1574417,15944,1553912,4561,0,0,7096426,"JP-13"
"Kanagawa","神奈川県",770182,6016,761946,2220,4,0,3040697,"JP-14"
"Niigata","新潟県",74593,934,73568,91,0,0,677607,"JP-15"
"Toyama","富山県",39213,1163,37955,95,0,0,258488,"JP-16"
"Ishikawa","石川県",58991,1264,57507,197,0,23,491851,"JP-17"
"Fukui","福井県",37965,922,36998,45,0,0,337820,"JP-18"
"Yamanashi","山梨県",33956,436,33457,68,0,5,353833,"JP-19"
"Nagano","長野県",76551,920,75424,203,0,4,756632,"JP-20"
"Gifu","岐阜県",106849,1795,104614,344,0,96,924514,"JP-21"
"Shizuoka","静岡県",176437,1984,173929,420,0,104,1295190,"JP-22"
"Aichi","愛知県",558876,8043,548743,2090,2,0,2860531,"JP-23"
"Mie","三重県",85394,1162,85952,306,1,2026,545809,"JP-24"
"Shiga","滋賀県",93806,1258,92327,221,0,0,667589,"JP-25"
"Kyoto","京都府",209191,2614,205724,735,0,118,858283,"JP-26"
"Osaka","大阪府",998752,11528,982121,5103,7,0,7341921,"JP-27"
"Hyogo","兵庫県",437010,4911,429853,2246,4,0,1615019,"JP-28"
"Nara","奈良県",95099,1233,93476,390,2,0,533686,"JP-29"
"Wakayama","和歌山県",43572,442,42802,118,0,210,177615,"JP-30"
"Tottori","鳥取県",15850,284,15344,20,0,202,416233,"JP-31"
"Shimane","島根県",17731,353,17362,16,0,0,224574,"JP-32"
"Okayama","岡山県",102943,1702,99972,250,1,1019,597565,"JP-33"
"Hiroshima","広島県",165426,3297,161635,494,0,0,1968529,"JP-34"
"Yamaguchi","山口県",47777,1090,46509,178,0,0,596201,"JP-35"
"Tokushima","徳島県",23762,645,23033,85,0,1,223945,"JP-36"
"Kagawa","香川県",50080,612,49340,128,0,0,286859,"JP-37"
"Ehime","愛媛県",42548,1095,41313,140,2,0,378830,"JP-38"
"Kochi","高知県",29524,960,28450,114,0,0,310136,"JP-39"
"Fukuoka","福岡県",440456,6150,427182,1265,0,5859,2777777,"JP-40"
"Saga","佐賀県",54916,1209,51156,107,0,2444,289215,"JP-41"
"Nagasaki","長崎県",63314,1992,61200,124,0,2,416266,"JP-42"
"Kumamoto","熊本県",105447,3136,102011,300,1,0,292399,"JP-43"
"Oita","大分県",56774,787,55823,164,0,0,611190,"JP-44"
"Miyazaki","宮崎県",56589,1279,55089,145,1,76,193918,"JP-45"
"Kagoshima","鹿児島県",90006,2672,86952,208,1,174,434782,"JP-46"
"Okinawa","沖縄県",239291,9461,229259,482,3,89,901716,"JP-47"
