都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,923787,3495221,18607,4,717238,2867,185075
青森県,177332,415661,4372,1,151129,342,21489
岩手県,131344,515943,3307,1,103563,217,24257
宮城県,306879,992571,21904,5,204624,445,79906
秋田県,123761,77052,8723,2,89825,287,24926
山形県,138840,305862,6815,2,90443,232,41350
福島県,225691,1156057,3568,2,180682,315,41126
茨城県,401264,1985898,20250,1,301424,737,78853
栃木県,252766,1011499,5450,5,215803,540,30973
群馬県,268035,971212,8292,2,225131,532,34080
埼玉県,1279838,4193375,18450,15,1160893,2514,97981
千葉県,1015302,3068485,16544,5,904076,2683,91999
東京都,3351712,9921829,50416,20,3093983,6052,201261
神奈川県,1597924,5194316,28507,29,1450734,3095,115588
新潟県,272233,1040715,6564,4,223993,186,41490
富山県,148831,392914,3252,1,123822,189,21568
石川県,182726,763788,3972,2,155716,300,22738
福井県,126752,480936,1997,0,110918,104,13733
山梨県,110064,599588,1452,0,93672,175,14765
長野県,261578,1135227,15913,3,243293,383,1989
岐阜県,328442,1391520,514,1,284881,642,42405
静岡県,538224,1969423,8433,2,478956,789,50046
愛知県,1460408,4385701,26048,12,1422821,3004,8535
三重県,278468,887867,10139,1,226621,557,41151
滋賀県,254882,1026582,5403,5,225722,370,23387
京都府,503139,1270883,13076,28,459222,1138,29703
大阪府,2209133,10335660,37905,25,2032077,6657,132494
兵庫県,1065570,2465506,13213,11,986750,2943,62664
奈良県,243174,789067,29927,3,195268,564,17415
和歌山県,148412,319456,236,3,129448,275,18453
鳥取県,73017,795496,9220,0,44778,89,18930
島根県,95116,395495,3083,1,91345,100,588
岡山県,304699,937285,6421,2,294248,429,3601
広島県,483355,2864497,16211,4,409656,794,56694
山口県,183526,881730,3052,1,158495,406,21573
徳島県,101353,357969,1412,1,90741,189,9011
香川県,157878,438076,2736,3,138120,313,16709
愛媛県,179857,694193,3842,2,156705,297,19013
高知県,107066,494109,5037,1,94023,312,7694
福岡県,1129688,3918607,26955,4,1029285,2049,71399
佐賀県,167598,377021,12845,0,125171,243,29339
長崎県,226511,833716,21558,0,177499,339,27115
熊本県,352160,540288,7033,3,320699,665,23763
大分県,188785,969857,2177,0,172076,399,14133
宮崎県,207350,238860,3830,1,189320,393,13807
鹿児島県,312358,766993,1392,2,286186,553,24227
沖縄県,512839,1241995,2391,4,494076,808,15564
