"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1359440,17424,717238,4602,4,620176,3964610,"JP-01"
"Aomori","青森県",283024,4166,151129,667,0,127062,415661,"JP-02"
"Iwate","岩手県",237438,3167,103563,623,1,130085,739971,"JP-03"
"Miyagi","宮城県",543093,21160,204624,969,1,316340,1357172,"JP-04"
"Akita","秋田県",203264,8362,89825,603,0,104474,81563,"JP-05"
"Yamagata","山形県",230672,6483,90443,368,0,133378,380063,"JP-06"
"Fukushima","福島県",409606,3568,180682,854,0,224502,1156057,"JP-07"
"Ibaraki","茨城県",641614,19585,301424,1298,2,319307,2491785,"JP-08"
"Tochigi","栃木県",427061,5272,215803,1086,1,204900,1313677,"JP-09"
"Gunma","群馬県",444121,7773,225131,1106,0,210111,1303336,"JP-10"
"Saitama","埼玉県",1812221,17410,1160893,4004,5,629914,5393038,"JP-11"
"Chiba","千葉県",1475889,15819,904076,3943,0,552051,3961871,"JP-12"
"Tokyo","東京都",4379543,47605,3093983,8107,7,1229848,12554423,"JP-13"
"Kanagawa","神奈川県",2235927,5165,1450734,4330,7,775698,7477013,"JP-14"
"Niigata","新潟県",464753,6376,223993,455,1,233929,1387793,"JP-15"
"Toyama","富山県",240102,3097,123822,323,1,112860,518895,"JP-16"
"Ishikawa","石川県",282357,3858,155716,522,0,122261,763788,"JP-17"
"Fukui","福井県",202395,1823,110918,200,0,89454,622609,"JP-18"
"Yamanashi","山梨県",193346,1142,93672,419,0,98113,833099,"JP-19"
"Nagano","長野県",466193,1628,464275,895,0,605,1542091,"JP-20"
"Gifu","岐阜県",547158,114,284881,1123,1,261040,1913575,"JP-21"
"Shizuoka","静岡県",871826,8043,478956,1406,2,383421,2649706,"JP-22"
"Aichi","愛知県",2122142,3159,2113447,4355,2,1181,6035007,"JP-23"
"Mie","三重県",463492,10044,226621,1066,1,225761,1214729,"JP-24"
"Shiga","滋賀県",376165,5211,225722,678,0,144554,1415535,"JP-25"
"Kyoto","京都府",683587,12805,459222,1671,10,209889,1620487,"JP-26"
"Osaka","大阪府",2847847,16985,2032077,8550,5,790235,13312936,"JP-27"
"Hyogo","兵庫県",1476282,12846,986750,3907,3,472779,2465506,"JP-28"
"Nara","奈良県",349029,29842,195268,880,1,123039,1055890,"JP-29"
"Wakayama","和歌山県",241121,16,129448,529,0,111128,319456,"JP-30"
"Tottori","鳥取県",143816,9153,44778,267,0,89618,1191161,"JP-31"
"Shimane","島根県",169702,283,169021,303,0,95,560152,"JP-32"
"Okayama","岡山県",493602,621,491600,856,2,525,1279100,"JP-33"
"Hiroshima","広島県",810190,15838,409656,1372,1,383324,3365237,"JP-34"
"Yamaguchi","山口県",316613,2875,158495,756,0,154487,1247910,"JP-35"
"Tokushima","徳島県",168016,1286,90741,421,0,75568,477386,"JP-36"
"Kagawa","香川県",255053,2560,138120,626,1,113747,588831,"JP-37"
"Ehime","愛媛県",318847,3740,156705,697,2,157705,1029672,"JP-38"
"Kochi","高知県",170061,4971,94023,602,0,70465,494109,"JP-39"
"Fukuoka","福岡県",1594651,26457,1029285,3204,1,535705,3918607,"JP-40"
"Saga","佐賀県",262175,12711,125171,496,0,123797,377021,"JP-41"
"Nagasaki","長崎県",338341,21246,177499,647,0,138949,1208577,"JP-42"
"Kumamoto","熊本県",537213,6763,320699,1316,1,208435,540288,"JP-43"
"Oita","大分県",305384,2105,172076,780,0,130423,1009928,"JP-44"
"Miyazaki","宮崎県",321539,3751,189320,778,0,127690,238860,"JP-45"
"Kagoshima","鹿児島県",444448,276,286186,893,0,157093,950990,"JP-46"
"Okinawa","沖縄県",582475,1651,494076,1016,1,85732,1460299,"JP-47"
