"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1347847,17387,717238,4575,2,608647,3964610,"JP-01"
"Aomori","青森県",280974,4160,151129,651,1,125034,415661,"JP-02"
"Iwate","岩手県",235833,3166,103563,618,2,128486,727733,"JP-03"
"Miyagi","宮城県",539923,21147,204624,961,1,313191,1336516,"JP-04"
"Akita","秋田県",201424,8349,89825,602,0,102648,81563,"JP-05"
"Yamagata","山形県",228677,6458,90443,363,0,131413,377422,"JP-06"
"Fukushima","福島県",407054,3568,180682,851,0,221953,1156057,"JP-07"
"Ibaraki","茨城県",639084,19623,301424,1297,1,316740,2491785,"JP-08"
"Tochigi","栃木県",424539,5253,215803,1079,0,202404,1296753,"JP-09"
"Gunma","群馬県",441971,7741,225131,1100,0,207999,1288062,"JP-10"
"Saitama","埼玉県",1803424,17424,1160893,3987,2,621120,5333150,"JP-11"
"Chiba","千葉県",1468193,15802,904076,3928,3,544387,3917683,"JP-12"
"Tokyo","東京都",4355620,47342,3093983,8079,4,1206216,12383390,"JP-13"
"Kanagawa","神奈川県",2224165,4017,1450734,4317,6,765097,7349246,"JP-14"
"Niigata","新潟県",460426,6359,223993,447,1,229627,1360188,"JP-15"
"Toyama","富山県",237797,3092,123822,319,1,110564,512704,"JP-16"
"Ishikawa","石川県",280059,3859,155716,514,0,119970,763788,"JP-17"
"Fukui","福井県",201162,1826,110918,199,0,88219,616392,"JP-18"
"Yamanashi","山梨県",191926,1167,93672,416,0,96671,828906,"JP-19"
"Nagano","長野県",462210,1261,460737,879,0,667,1520931,"JP-20"
"Gifu","岐阜県",543881,69,284881,1119,0,257812,1886637,"JP-21"
"Shizuoka","静岡県",868677,8056,478956,1406,0,380259,2610188,"JP-22"
"Aichi","愛知県",2114564,2788,2106426,4326,3,1024,5951072,"JP-23"
"Mie","三重県",461639,10044,226621,1051,0,223923,1201545,"JP-24"
"Shiga","滋賀県",374637,5229,225722,678,0,143008,1400375,"JP-25"
"Kyoto","京都府",679578,12827,459222,1661,7,205868,1603257,"JP-26"
"Osaka","大阪府",2835498,15740,2032077,8523,7,779158,13116659,"JP-27"
"Hyogo","兵庫県",1470879,12827,986750,3898,0,467404,2465506,"JP-28"
"Nara","奈良県",347094,29825,195268,873,0,121128,1042258,"JP-29"
"Wakayama","和歌山県",240169,39,129448,526,3,110156,319456,"JP-30"
"Tottori","鳥取県",143005,9152,44778,267,0,88808,1177486,"JP-31"
"Shimane","島根県",169188,342,168473,301,0,72,551292,"JP-32"
"Okayama","岡山県",492097,525,490459,856,1,257,1266338,"JP-33"
"Hiroshima","広島県",805651,15832,409656,1367,2,378796,3360582,"JP-34"
"Yamaguchi","山口県",315354,2885,158495,753,0,153221,1235584,"JP-35"
"Tokushima","徳島県",167420,1285,90741,421,0,74973,471750,"JP-36"
"Kagawa","香川県",253707,2572,138120,620,1,112395,581230,"JP-37"
"Ehime","愛媛県",317282,3698,156705,696,1,156183,1015773,"JP-38"
"Kochi","高知県",169634,4977,94023,600,0,70034,494109,"JP-39"
"Fukuoka","福岡県",1589237,26412,1029285,3192,2,530348,3918607,"JP-40"
"Saga","佐賀県",261524,12730,125171,493,0,123130,377021,"JP-41"
"Nagasaki","長崎県",337344,21241,177499,646,0,137958,1192235,"JP-42"
"Kumamoto","熊本県",535758,6749,320699,1311,2,206999,540288,"JP-43"
"Oita","大分県",304214,2092,172076,774,0,129272,1009928,"JP-44"
"Miyazaki","宮崎県",320704,3760,189320,777,0,126847,238860,"JP-45"
"Kagoshima","鹿児島県",443264,291,286186,890,0,155897,948125,"JP-46"
"Okinawa","沖縄県",579239,1017,494076,1013,0,83133,1447622,"JP-47"
