"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",261275,21255,238539,1970,5,489,1968716,"JP-01"
"Aomori","青森県",43324,4513,38718,93,0,0,210542,"JP-02"
"Iwate","岩手県",23836,3468,20285,83,1,0,236528,"JP-03"
"Miyagi","宮城県",67845,6070,61376,181,5,218,493303,"JP-04"
"Akita","秋田県",21610,2850,18708,52,2,0,55163,"JP-05"
"Yamagata","山形県",20900,1936,18880,84,1,0,179992,"JP-06"
"Fukushima","福島県",45771,5193,40377,201,1,0,724623,"JP-07"
"Ibaraki","茨城県",134937,6716,127813,408,4,0,45068,"JP-08"
"Tochigi","栃木県",73422,6202,66960,260,1,0,697810,"JP-09"
"Gunma","群馬県",78780,4177,74299,304,1,0,576105,"JP-10"
"Saitama","埼玉県",485716,21826,462469,1421,13,0,2579863,"JP-11"
"Chiba","千葉県",401609,21124,365830,1713,8,12942,1882057,"JP-12"
"Tokyo","東京都",1377465,98162,1275028,4275,15,0,6256562,"JP-13"
"Kanagawa","神奈川県",669840,26005,641728,2107,20,0,2180686,"JP-14"
"Niigata","新潟県",54977,5193,49693,91,0,0,562478,"JP-15"
"Toyama","富山県",30609,2003,28516,90,0,0,220860,"JP-16"
"Ishikawa","石川県",39724,3395,36120,186,5,23,373145,"JP-17"
"Fukui","福井県",24777,1242,23490,45,1,0,280054,"JP-18"
"Yamanashi","山梨県",26973,1619,25298,65,0,9,262958,"JP-19"
"Nagano","長野県",55791,5497,48956,169,0,1169,623448,"JP-20"
"Gifu","岐阜県",78947,5064,73232,320,1,331,772250,"JP-21"
"Shizuoka","静岡県",137783,6861,130513,389,1,20,1117845,"JP-22"
"Aichi","愛知県",456360,25298,429064,1998,15,0,2432032,"JP-23"
"Mie","三重県",65982,5101,62258,280,1,1657,451498,"JP-24"
"Shiga","滋賀県",76774,4445,72125,204,0,0,550820,"JP-25"
"Kyoto","京都府",171183,8135,161922,688,8,438,753734,"JP-26"
"Osaka","大阪府",859741,39249,815612,4868,38,12,6480070,"JP-27"
"Hyogo","兵庫県",366384,14377,349847,2161,13,1,1422780,"JP-28"
"Nara","奈良県",81681,10299,71025,357,4,0,468657,"JP-29"
"Wakayama","和歌山県",33183,1744,31145,111,1,183,148840,"JP-30"
"Tottori","鳥取県",10867,872,9844,14,0,137,326990,"JP-31"
"Shimane","島根県",11787,1318,10457,12,1,0,156561,"JP-32"
"Okayama","岡山県",73271,4493,64966,230,5,3582,509607,"JP-33"
"Hiroshima","広島県",114975,10914,103604,457,7,0,1643169,"JP-34"
"Yamaguchi","山口県",34176,2166,31839,171,1,0,507518,"JP-35"
"Tokushima","徳島県",17871,822,16977,79,1,7,188054,"JP-36"
"Kagawa","香川県",35360,2873,32371,116,0,0,240751,"JP-37"
"Ehime","愛媛県",29976,2500,27342,134,4,0,313092,"JP-38"
"Kochi","高知県",19594,1407,18084,103,1,0,237348,"JP-39"
"Fukuoka","福岡県",343909,38685,297933,1177,12,6114,2368045,"JP-40"
"Saga","佐賀県",39363,3925,32825,95,0,2518,235045,"JP-41"
"Nagasaki","長崎県",38989,3944,36737,118,1,1810,325313,"JP-42"
"Kumamoto","熊本県",75300,6170,68854,276,3,0,246988,"JP-43"
"Oita","大分県",39284,2911,36225,148,0,0,511762,"JP-44"
"Miyazaki","宮崎県",34983,4946,29991,122,1,76,168591,"JP-45"
"Kagoshima","鹿児島県",55542,5922,49108,172,2,340,339046,"JP-46"
"Okinawa","沖縄県",144220,10785,132990,443,9,2,709324,"JP-47"
