"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1332010,17443,717238,4525,2,592804,3964610,"JP-01"
"Aomori","青森県",277563,4158,151129,640,0,121636,415661,"JP-02"
"Iwate","岩手県",233165,3169,103563,608,0,125825,697758,"JP-03"
"Miyagi","宮城県",533096,21255,204624,937,6,306280,1281716,"JP-04"
"Akita","秋田県",198774,8418,89825,587,1,99944,81563,"JP-05"
"Yamagata","山形県",224327,6454,90443,355,0,127075,368532,"JP-06"
"Fukushima","福島県",400262,3568,180682,821,0,215191,1156057,"JP-07"
"Ibaraki","茨城県",633667,19673,301424,1274,2,311296,1985898,"JP-08"
"Tochigi","栃木県",419052,5311,215803,1055,3,196883,1250609,"JP-09"
"Gunma","群馬県",437092,7825,225131,1071,1,203065,1239861,"JP-10"
"Saitama","埼玉県",1788938,17536,1160893,3868,8,606641,5171004,"JP-11"
"Chiba","千葉県",1455233,16056,904076,3864,7,531237,3767529,"JP-12"
"Tokyo","東京都",4320664,47364,3093983,7986,9,1171331,11952883,"JP-13"
"Kanagawa","神奈川県",2205594,3958,1450734,4239,8,746663,6945115,"JP-14"
"Niigata","新潟県",451453,6384,223993,431,0,220645,1296913,"JP-15"
"Toyama","富山県",235231,3104,123822,309,1,107996,493288,"JP-16"
"Ishikawa","石川県",276768,3866,155716,496,0,116690,763788,"JP-17"
"Fukui","福井県",198649,1825,110918,196,0,85710,597801,"JP-18"
"Yamanashi","山梨県",188871,1175,93672,397,0,93627,808357,"JP-19"
"Nagano","長野県",453690,2030,451358,856,1,554,1460527,"JP-20"
"Gifu","岐阜県",537599,140,284881,1097,1,251481,1814905,"JP-21"
"Shizuoka","静岡県",861058,8239,478956,1368,2,372495,2501918,"JP-22"
"Aichi","愛知県",2098070,4888,2087702,4273,9,1207,5693669,"JP-23"
"Mie","三重県",456978,10070,226621,1035,1,219252,1150732,"JP-24"
"Shiga","滋賀県",371621,5283,225722,668,1,139948,1357444,"JP-25"
"Kyoto","京都府",673793,12813,459222,1640,11,200118,1558660,"JP-26"
"Osaka","大阪府",2816731,17126,2032077,8384,23,759144,12632639,"JP-27"
"Hyogo","兵庫県",1460115,12850,986750,3789,5,456726,2465506,"JP-28"
"Nara","奈良県",344079,29852,195268,850,0,118109,1002936,"JP-29"
"Wakayama","和歌山県",237250,49,129448,515,1,107238,319456,"JP-30"
"Tottori","鳥取県",140331,9166,44778,256,0,86131,1134085,"JP-31"
"Shimane","島根県",166442,763,165257,295,0,127,532009,"JP-32"
"Okayama","岡山県",488251,1420,485425,833,7,573,1214527,"JP-33"
"Hiroshima","広島県",795029,15841,409656,1344,3,368188,3335390,"JP-34"
"Yamaguchi","山口県",311325,2920,158495,740,1,149170,1194691,"JP-35"
"Tokushima","徳島県",165141,1344,90741,409,0,72647,453081,"JP-36"
"Kagawa","香川県",250941,2596,138120,612,2,109613,559439,"JP-37"
"Ehime","愛媛県",313664,3773,156705,683,3,152503,972806,"JP-38"
"Kochi","高知県",168045,5008,94023,582,4,68432,494109,"JP-39"
"Fukuoka","福岡県",1578300,26618,1029285,3157,2,519240,3918607,"JP-40"
"Saga","佐賀県",259803,12738,125171,487,0,121407,377021,"JP-41"
"Nagasaki","長崎県",334747,21409,177499,630,0,135209,1136444,"JP-42"
"Kumamoto","熊本県",531942,6900,320699,1288,4,203055,540288,"JP-43"
"Oita","大分県",301444,2141,172076,759,2,126468,1009928,"JP-44"
"Miyazaki","宮崎県",318544,3758,189320,770,0,124696,238860,"JP-45"
"Kagoshima","鹿児島県",438988,798,286186,869,0,151135,937026,"JP-46"
"Okinawa","沖縄県",575749,729,494076,923,1,80021,1414391,"JP-47"
