都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,751450,3125436,17773,3,717238,2592,13847
青森県,157432,415661,4276,0,151129,299,1728
岩手県,109027,460421,3233,1,103563,194,2037
宮城県,261023,912396,21422,3,204624,395,34582
秋田県,101184,74932,8555,3,89825,226,2578
山形県,106970,286977,6613,0,90443,195,9719
福島県,188087,1156057,3568,0,180682,260,3577
茨城県,365553,1815549,20058,4,301424,687,43384
栃木県,225202,960065,5435,1,215803,493,3471
群馬県,237572,897609,8103,3,225131,470,3868
埼玉県,1193976,3961055,18042,6,1160893,2392,12649
千葉県,950086,2877602,16508,4,904076,2577,26925
東京都,3176348,9405346,49126,13,3093983,5845,27394
神奈川県,1491790,4743763,20743,21,1450734,2974,17339
新潟県,234701,957190,6447,1,223993,163,4098
富山県,129744,365428,3204,0,123822,177,2541
石川県,162457,763788,3937,1,155716,283,2521
福井県,114691,455127,1905,0,110918,98,1770
山梨県,96284,532573,1234,0,93672,153,1225
長野県,209598,1030766,5633,2,203097,347,521
岐阜県,294880,1302965,4981,0,284881,589,4429
静岡県,494454,1826246,8301,3,478956,748,6449
愛知県,1365588,4122007,16299,7,1344129,2870,2290
三重県,254853,834194,10169,2,226621,531,17532
滋賀県,234441,968151,5349,0,225722,324,3046
京都府,478377,1210377,12911,14,459222,1065,5179
大阪府,2100796,9748428,35721,27,2032077,6447,26551
兵庫県,1009117,2465506,13122,7,986750,2858,6387
奈良県,227931,740156,29903,0,195268,528,2232
和歌山県,133775,319456,93,1,129448,252,3982
鳥取県,63341,717658,9220,0,44778,75,9268
島根県,82922,363782,1769,0,80885,94,174
岡山県,275939,851339,6642,5,266592,410,2295
広島県,430426,2731202,16034,4,409656,758,3978
山口県,164607,834465,2956,1,158495,389,2767
徳島県,93354,328771,1344,0,90741,174,1095
香川県,142937,406950,2673,4,138120,292,1852
愛媛県,162712,633368,3763,1,156705,288,1956
高知県,100482,494109,5039,0,94023,294,1126
福岡県,1081166,3918607,27257,5,1029285,1962,22662
佐賀県,157795,377021,12818,1,125171,225,19581
長崎県,212896,756863,21534,2,177499,329,13534
熊本県,331316,540288,7009,3,320699,641,2967
大分県,176406,888535,2172,1,172076,372,1786
宮崎県,196046,238860,3858,2,189320,361,2507
鹿児島県,299905,744808,2423,0,286186,542,10754
沖縄県,500986,1189782,3019,6,494076,727,3164
