都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1335533,3964610,17359,3,717238,4542,596394
青森県,278458,415661,4182,0,151129,640,122507
岩手県,233914,707044,3159,0,103563,611,126581
宮城県,535234,1295913,21192,7,204624,943,308475
秋田県,199532,81563,8407,2,89825,590,100710
山形県,225695,371816,6492,0,90443,357,128403
福島県,402281,1156057,3568,3,180682,835,217196
茨城県,635141,1985898,19609,0,301424,1281,312827
栃木県,420730,1264770,5280,3,215803,1063,198584
群馬県,438602,1252788,7779,0,225131,1086,204606
埼玉県,1792965,5216123,17525,6,1160893,3922,610625
千葉県,1458328,3796186,15975,6,904076,3888,534389
東京都,4328015,12071509,47209,7,3093983,8012,1178811
神奈川県,2209844,7053066,2976,9,1450734,4261,751873
新潟県,454025,1313779,6372,1,223993,437,223223
富山県,235953,496581,3092,0,123822,313,108726
石川県,277535,763788,3854,0,155716,503,117462
福井県,199165,606129,1808,0,110918,196,86243
山梨県,189642,818639,1151,0,93672,404,94415
長野県,456072,1481160,1716,0,454055,862,561
岐阜県,539495,1832347,98,2,284881,1104,253412
静岡県,863834,2531513,8113,0,478956,1381,375384
愛知県,2102819,5769893,3407,5,2093768,4295,1349
三重県,458563,1169270,10055,0,226621,1041,220846
滋賀県,372531,1369418,5243,1,225722,671,140895
京都府,675172,1570253,12806,26,459222,1651,201493
大阪府,2821519,12766659,15492,15,2032077,8428,765522
兵庫県,1463204,2465506,12848,6,986750,3820,459786
奈良県,344838,1015299,29824,0,195268,858,118888
和歌山県,237976,319456,43,0,129448,516,107969
鳥取県,141183,1146782,9161,0,44778,260,86984
島根県,167409,536252,501,1,166490,296,122
岡山県,489493,1230729,986,4,486837,844,826
広島県,797616,3343118,15825,2,409656,1350,370785
山口県,312707,1203138,2916,1,158495,746,150550
徳島県,165978,458238,1323,0,90741,416,73498
香川県,251698,565979,2589,1,138120,614,110375
愛媛県,315260,981581,3743,1,156705,688,154124
高知県,168710,494109,4993,1,94023,590,69104
福岡県,1581677,3918607,26587,1,1029285,3170,522635
佐賀県,260440,377021,12747,1,125171,491,122031
長崎県,335696,1155052,21347,1,177499,639,136211
熊本県,533216,540288,6845,1,320699,1297,204375
大分県,302376,1009928,2146,1,172076,765,127389
宮崎県,319359,238860,3764,0,189320,774,125501
鹿児島県,440352,940624,591,0,286186,882,152693
沖縄県,576595,1423466,812,1,494076,1001,80706
