都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,782449,3236728,17830,0,717238,2650,44731
青森県,161523,415661,4268,2,151129,310,5816
岩手県,112889,474992,3218,0,103563,198,5910
宮城県,269920,935941,21383,0,204624,404,43509
秋田県,106442,75723,8527,2,89825,238,7852
山形県,113636,293819,6589,0,90443,198,16406
福島県,196110,1156057,3568,0,180682,286,11574
茨城県,374827,1815549,19842,0,301424,702,52859
栃木県,231399,976629,5319,0,215803,512,9765
群馬県,245009,919928,7998,2,225131,487,11393
埼玉県,1214502,4033752,17814,7,1160893,2451,33344
千葉県,967012,2941588,16135,3,904076,2611,44190
東京都,3219285,9566943,48321,9,3093983,5936,71045
神奈川県,1518061,4883248,11732,17,1450734,3025,52570
新潟県,242812,980910,6418,0,223993,170,12231
富山県,134622,373338,3204,1,123822,181,7415
石川県,167880,763788,3914,1,155716,287,7963
福井県,117687,464610,1872,1,110918,101,4796
山梨県,98994,553533,1254,1,93672,160,3908
長野県,220338,1060195,5492,0,213795,356,695
岐阜県,302796,1328308,4981,0,284881,603,12331
静岡県,505930,1871944,8215,7,478956,757,18002
愛知県,1386340,4220847,9463,5,1372553,2910,1414
三重県,261504,855649,10136,1,226621,544,24203
滋賀県,239831,985682,5283,0,225722,341,8485
京都府,484879,1228642,12878,14,459222,1106,11673
大阪府,2132009,9937200,28573,18,2032077,6538,64821
兵庫県,1023084,2465506,12957,5,986750,2899,20478
奈良県,232144,755445,29859,0,195268,546,6471
和歌山県,137399,319456,95,0,129448,254,7602
鳥取県,65716,740142,9198,0,44778,82,11658
島根県,85882,373118,1436,0,84146,98,202
岡山県,283976,879946,3440,4,277139,414,2983
広島県,443281,2780898,15971,0,409656,769,16885
山口県,169117,850137,2960,1,158495,395,7267
徳島県,95639,340267,1323,0,90741,177,3398
香川県,145723,414560,2590,2,138120,299,4714
愛媛県,166700,650337,3748,2,156705,289,5958
高知県,102427,494109,5038,2,94023,301,3065
福岡県,1094529,3918607,26741,3,1029285,1999,36504
佐賀県,160370,377021,12770,0,125171,229,22200
長崎県,216475,780331,21378,3,177499,332,17266
熊本県,337011,540288,6909,1,320699,653,8750
大分県,179860,922972,2157,1,172076,388,5239
宮崎県,199359,238860,3817,2,189320,377,5845
鹿児島県,304491,752287,1371,0,286186,547,16387
沖縄県,505577,1205855,2934,4,494076,760,7807
