都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1014501,3621375,18785,11,717238,3088,275390
青森県,189795,415661,4503,2,151129,372,33791
岩手県,144579,536008,3373,1,103563,245,37398
宮城県,338361,1026555,22297,13,204624,483,110957
秋田県,135643,78366,8821,3,89825,305,36692
山形県,154263,318889,6874,1,90443,239,56707
福島県,249358,1156057,3568,1,180682,335,64773
茨城県,421588,1985898,20442,9,301424,752,98970
栃木県,270280,1032986,5601,4,215803,566,48310
群馬県,286175,994964,8319,3,225131,572,52153
埼玉県,1330186,4280531,18888,20,1160893,2570,147835
千葉県,1052413,3103835,16752,6,904076,2714,128871
東京都,3449428,10082839,51314,17,3093983,6123,298008
神奈川県,1659181,5344759,38743,25,1450734,3128,166576
新潟県,295681,1068417,6670,6,223993,198,64820
富山県,159071,402208,3382,2,123822,197,31670
石川県,193383,763788,4042,1,155716,310,33315
福井県,133926,493162,2023,0,110918,110,20875
山梨県,119382,614030,1571,0,93672,180,23959
長野県,290938,1179615,18663,1,267815,427,4033
岐阜県,348076,1426306,622,0,284881,671,61902
静岡県,559353,2010960,8362,1,478956,798,71237
愛知県,1520982,4485533,37029,18,1462696,3036,18221
三重県,290746,911828,10259,3,226621,569,53297
滋賀県,264438,1050034,5464,2,225722,377,32875
京都府,515825,1292971,13301,33,459222,1147,42155
大阪府,2254540,10516020,45377,26,2032077,6704,170382
兵庫県,1090431,2465506,13365,9,986750,2972,87344
奈良県,250738,805243,29947,8,195268,575,24948
和歌山県,154432,319456,197,2,129448,283,24504
鳥取県,77764,821834,9261,0,44778,101,23624
島根県,101391,403929,3512,2,96885,112,882
岡山県,319361,951038,8253,5,300660,447,10001
広島県,511305,2951776,16333,4,409656,839,84477
山口県,190623,891635,3029,0,158495,413,28686
徳島県,105133,365242,1415,0,90741,197,12780
香川県,164296,447690,2813,1,138120,319,23044
愛媛県,187951,710019,3895,2,156705,316,27035
高知県,110565,494109,5044,1,94023,321,11177
福岡県,1153890,3918607,27260,5,1029285,2075,95270
佐賀県,173265,377021,12894,1,125171,256,34944
長崎県,232481,856092,21652,1,177499,348,32982
熊本県,361785,540288,7145,5,320699,680,33261
大分県,195186,989916,2213,1,172076,402,20495
宮崎県,212169,238860,3846,2,189320,399,18604
鹿児島県,317372,774525,1829,2,286186,558,28799
沖縄県,516427,1254878,2505,6,494076,813,19033
