都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,844539,3367923,18156,5,717238,2734,106411
青森県,168665,415661,4328,0,151129,329,12879
岩手県,120787,498230,3258,0,103563,204,13762
宮城県,284127,963813,21580,1,204624,417,57506
秋田県,114643,76794,8643,2,89825,256,15919
山形県,125728,300434,6603,0,90443,209,28473
福島県,208463,1156057,3568,1,180682,304,23909
茨城県,385915,1815549,20045,6,301424,721,63725
栃木県,240526,996541,5395,2,215803,520,18808
群馬県,255268,943745,8063,2,225131,510,21564
埼玉県,1242508,4116815,17965,8,1160893,2490,61160
千葉県,989152,3002063,16217,2,904076,2648,66211
東京都,3276255,9752873,49055,18,3093983,6010,127207
神奈川県,1551974,5033384,15706,17,1450734,3068,82466
新潟県,255180,1011410,6438,1,223993,182,24567
富山県,141559,384232,3210,0,123822,183,14344
石川県,174893,763788,3914,2,155716,295,14968
福井県,121400,473082,1893,1,110918,104,8485
山梨県,103582,575851,1287,0,93672,170,8453
長野県,236851,1097294,8414,0,226798,373,1266
岐阜県,314319,1360432,341,0,284881,622,28475
静岡県,520336,1927549,8220,1,478956,767,32393
愛知県,1416504,4311294,14075,7,1395797,2967,3665
三重県,268998,877089,10115,0,226621,551,31711
滋賀県,246869,1006629,5334,3,225722,364,15449
京都府,492915,1250440,12918,12,459222,1120,19655
大阪府,2170861,10163911,29833,12,2032077,6611,102340
兵庫県,1043954,2465506,13101,8,986750,2915,41188
奈良県,237597,774121,29894,3,195268,556,11879
和歌山県,142811,319456,184,1,129448,263,12916
鳥取県,69146,767634,9204,0,44778,85,15079
島根県,90034,382811,1619,0,87790,99,526
岡山県,293751,909239,4261,2,285479,420,3591
広島県,460694,2838737,16065,0,409656,783,34190
山口県,176164,865151,2973,2,158495,397,14299
徳島県,97868,348904,1336,1,90741,184,5607
香川県,151844,427660,2675,1,138120,304,10745
愛媛県,173106,670819,3776,2,156705,289,12336
高知県,104707,494109,5015,0,94023,309,5360
福岡県,1110873,3918607,26700,3,1029285,2025,52863
佐賀県,163612,377021,12790,0,125171,237,25414
長崎県,221211,811306,21373,0,177499,338,22001
熊本県,344559,540288,6985,2,320699,658,16217
大分県,184297,947142,2171,1,172076,394,9656
宮崎県,203422,238860,3824,1,189320,387,9891
鹿児島県,308679,760534,1058,0,286186,550,20885
沖縄県,509577,1230415,1961,6,494076,789,12751
