"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",1067690,18829,717238,3282,15,328341,3700304,"JP-01"
"Aomori","青森県",207410,4596,151129,394,5,51291,415661,"JP-02"
"Iwate","岩手県",154965,3371,103563,267,1,47764,551022,"JP-03"
"Miyagi","宮城県",362004,22334,204624,518,16,134528,1053027,"JP-04"
"Akita","秋田県",143912,8819,89825,327,1,44941,78993,"JP-05"
"Yamagata","山形県",164090,6911,90443,256,0,66480,323180,"JP-06"
"Fukushima","福島県",266124,3568,180682,351,3,81523,1156057,"JP-07"
"Ibaraki","茨城県",437545,20559,301424,785,10,114777,1985898,"JP-08"
"Tochigi","栃木県",283584,5658,215803,585,5,61538,1046613,"JP-09"
"Gunma","群馬県",299750,8323,225131,602,7,65694,1012580,"JP-10"
"Saitama","埼玉県",1368090,19109,1160893,2602,19,185486,4340584,"JP-11"
"Chiba","千葉県",1083892,16900,904076,2739,12,160177,3146212,"JP-12"
"Tokyo","東京都",3526767,51986,3093983,6180,18,374618,10211301,"JP-13"
"Kanagawa","神奈川県",1705884,45106,1450734,3158,24,206886,5449296,"JP-14"
"Niigata","新潟県",313355,6713,223993,204,4,82445,1088091,"JP-15"
"Toyama","富山県",166665,3394,123822,203,2,39246,408125,"JP-16"
"Ishikawa","石川県",200847,4102,155716,320,1,40709,763788,"JP-17"
"Fukui","福井県",139544,2053,110918,120,0,26453,499868,"JP-18"
"Yamanashi","山梨県",125500,1433,93672,190,0,30205,625587,"JP-19"
"Nagano","長野県",310237,19809,286478,480,2,3470,1204573,"JP-20"
"Gifu","岐阜県",362530,710,284881,695,0,76244,1453845,"JP-21"
"Shizuoka","静岡県",575876,8399,478956,807,2,87714,2036498,"JP-22"
"Aichi","愛知県",1567853,45929,1499682,3079,23,19163,4572735,"JP-23"
"Mie","三重県",300529,10273,226621,579,3,63056,925795,"JP-24"
"Shiga","滋賀県",272757,5580,225722,380,4,41075,1081444,"JP-25"
"Kyoto","京都府",526250,13298,459222,1166,62,52564,1309309,"JP-26"
"Osaka","大阪府",2288853,51821,2032077,6747,32,198208,10635488,"JP-27"
"Hyogo","兵庫県",1110362,13471,986750,2990,15,107151,2465506,"JP-28"
"Nara","奈良県",256898,29979,195268,587,4,31064,817202,"JP-29"
"Wakayama","和歌山県",158610,196,129448,295,1,28671,319456,"JP-30"
"Tottori","鳥取県",81712,9305,44778,111,0,27518,837274,"JP-31"
"Shimane","島根県",105962,4082,100878,124,1,878,412406,"JP-32"
"Okayama","岡山県",330575,9986,308906,460,7,11223,964408,"JP-33"
"Hiroshima","広島県",531182,16363,409656,863,10,104300,2976836,"JP-34"
"Yamaguchi","山口県",195968,3072,158495,425,0,33976,901613,"JP-35"
"Tokushima","徳島県",107911,1408,90741,211,1,15551,369202,"JP-36"
"Kagawa","香川県",169033,2875,138120,324,2,27714,454382,"JP-37"
"Ehime","愛媛県",194233,3921,156705,322,0,33285,723830,"JP-38"
"Kochi","高知県",113650,5065,94023,327,3,14235,494109,"JP-39"
"Fukuoka","福岡県",1173227,27560,1029285,2095,5,114287,3918607,"JP-40"
"Saga","佐賀県",177784,12902,125171,265,1,39446,377021,"JP-41"
"Nagasaki","長崎県",237035,21695,177499,352,1,37489,871864,"JP-42"
"Kumamoto","熊本県",369314,7161,320699,693,5,40761,540288,"JP-43"
"Oita","大分県",200458,2253,172076,404,3,25725,1005874,"JP-44"
"Miyazaki","宮崎県",215880,3860,189320,404,1,22296,238860,"JP-45"
"Kagoshima","鹿児島県",321106,2071,286186,561,1,32288,780222,"JP-46"
"Okinawa","沖縄県",519614,3252,494076,815,10,21471,1262423,"JP-47"
