"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60694,167,59049,1470,1,8,1147447,"JP-01"
"Aomori","青森県",5887,44,5805,38,1,0,92940,"JP-02"
"Iwate","岩手県",3486,0,3433,53,0,0,124658,"JP-03"
"Miyagi","宮城県",16255,9,16128,118,1,0,245968,"JP-04"
"Akita","秋田県",1899,3,1869,27,0,0,26800,"JP-05"
"Yamagata","山形県",3544,20,3468,56,0,0,101409,"JP-06"
"Fukushima","福島県",9482,8,9299,175,2,0,422500,"JP-07"
"Ibaraki","茨城県",24384,46,24120,218,4,0,40462,"JP-08"
"Tochigi","栃木県",15437,32,15289,116,1,0,492783,"JP-09"
"Gunma","群馬県",16741,48,16517,176,2,0,306497,"JP-10"
"Saitama","埼玉県",115533,210,114287,1036,22,0,1497236,"JP-11"
"Chiba","千葉県",100256,112,99120,1022,5,2,1107278,"JP-12"
"Tokyo","東京都",377418,572,373729,3117,22,0,3763468,"JP-13"
"Kanagawa","神奈川県",168823,221,167296,1306,8,0,1646760,"JP-14"
"Niigata","新潟県",7979,18,7900,61,0,0,294785,"JP-15"
"Toyama","富山県",4857,13,4793,51,1,0,118233,"JP-16"
"Ishikawa","石川県",7955,26,7778,129,1,22,199321,"JP-17"
"Fukui","福井県",3104,6,3061,37,0,0,119044,"JP-18"
"Yamanashi","山梨県",5150,6,5115,29,0,0,118971,"JP-19"
"Nagano","長野県",8853,26,8786,96,0,55,327089,"JP-20"
"Gifu","岐阜県",19072,74,18776,217,3,5,422215,"JP-21"
"Shizuoka","静岡県",26737,28,26488,209,0,12,640189,"JP-22"
"Aichi","愛知県",106213,270,104788,1155,5,0,1349159,"JP-23"
"Mie","三重県",14765,34,14891,163,1,323,241279,"JP-24"
"Shiga","滋賀県",12386,50,12233,103,0,0,263368,"JP-25"
"Kyoto","京都府",35845,57,35484,290,1,14,432888,"JP-26"
"Osaka","大阪府",202117,676,196905,3040,86,1496,3645784,"JP-27"
"Hyogo","兵庫県",78297,239,76664,1394,11,0,771656,"JP-28"
"Nara","奈良県",15845,58,15643,149,2,5,256528,"JP-29"
"Wakayama","和歌山県",5288,4,5117,62,1,105,66166,"JP-30"
"Tottori","鳥取県",1662,6,1626,5,0,25,151880,"JP-31"
"Shimane","島根県",1674,35,1634,5,0,0,56768,"JP-32"
"Okayama","岡山県",15253,58,15049,136,2,10,268198,"JP-33"
"Hiroshima","広島県",22002,108,21694,200,2,0,920484,"JP-34"
"Yamaguchi","山口県",5710,37,5580,93,0,0,192183,"JP-35"
"Tokushima","徳島県",3284,6,3213,65,0,0,106730,"JP-36"
"Kagawa","香川県",4702,9,4655,38,0,0,132683,"JP-37"
"Ehime","愛媛県",5343,50,5211,82,1,0,157406,"JP-38"
"Kochi","高知県",4156,24,4100,32,1,0,100635,"JP-39"
"Fukuoka","福岡県",74370,186,73559,621,7,4,1289023,"JP-40"
"Saga","佐賀県",5845,30,5830,30,0,45,107335,"JP-41"
"Nagasaki","長崎県",6097,41,5983,73,0,0,184815,"JP-42"
"Kumamoto","熊本県",14384,40,14208,136,1,0,123942,"JP-43"
"Oita","大分県",8186,10,8092,84,0,0,273441,"JP-44"
"Miyazaki","宮崎県",6151,6,6088,41,0,16,73027,"JP-45"
"Kagoshima","鹿児島県",9097,11,9021,65,0,0,170271,"JP-46"
"Okinawa","沖縄県",50162,183,49582,372,7,25,404871,"JP-47"
