都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1290809,3964610,18208,9,717238,4285,551078
青森県,268925,415661,4504,2,151129,590,112702
岩手県,220672,644562,3336,2,103563,525,113248
宮城県,506831,1197060,21926,16,204624,838,279443
秋田県,190222,81563,8687,4,89825,528,91182
山形県,214364,353479,6777,0,90443,335,116809
福島県,377820,1156057,3568,3,180682,536,193034
茨城県,597217,1985898,20934,22,301424,1119,273740
栃木県,393363,1171358,5815,13,215803,913,170832
群馬県,414797,1157051,8305,7,225131,939,180422
埼玉県,1725993,4894956,19318,34,1160893,3318,542464
千葉県,1395077,3538123,18513,35,904076,3301,469187
東京都,4211041,11285055,52232,44,3093983,7303,1057523
神奈川県,2126781,6345746,51235,61,1450734,3844,620968
新潟県,429309,1222128,6609,1,223993,333,198374
富山県,221701,460997,3327,4,123822,286,94266
石川県,263023,763788,4144,2,155716,445,102718
福井県,188178,557007,2142,0,110918,172,74946
山梨県,176822,728368,1458,1,93672,316,81376
長野県,423859,1365176,14104,2,408633,770,352
岐阜県,505701,1675133,775,5,284881,971,219074
静岡県,801621,2319127,9232,18,478956,1100,312333
愛知県,2006517,5205890,65404,37,1922177,3807,15129
三重県,425071,1058026,10412,7,226621,862,187176
滋賀県,351634,1215538,5678,8,225722,571,119663
京都府,647889,1469360,13466,74,459222,1433,173768
大阪府,2720404,11767795,82504,91,2032077,7664,598159
兵庫県,1393026,2465506,13959,24,986750,3459,388858
奈良県,327865,929300,30132,14,195268,728,101737
和歌山県,222409,319456,270,13,129448,443,92248
鳥取県,129990,1041686,9310,0,44778,217,75685
島根県,154800,485658,4086,1,149894,247,573
岡山県,459889,1113228,26705,14,412307,726,20151
広島県,750020,3307341,16608,15,409656,1151,322605
山口県,289049,1114017,3228,2,158495,644,126682
徳島県,152373,414835,1533,3,90741,343,59756
香川県,234639,518790,3067,3,138120,522,92930
愛媛県,292672,889770,4033,1,156705,563,131371
高知県,155100,494109,5168,8,94023,512,55397
福岡県,1513564,3918607,30776,21,1029285,2733,450770
佐賀県,248793,377021,13082,3,125171,415,110125
長崎県,318174,1014956,23759,4,177499,510,116406
熊本県,509040,540288,7818,31,320699,1097,179426
大分県,285156,1009928,2417,2,172076,573,110090
宮崎県,304437,238860,4070,3,189320,656,110391
鹿児島県,416626,900368,9364,8,286186,726,120350
沖縄県,565898,1348426,7297,9,494076,851,63674
