"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",870970,18297,717238,2771,6,132664,3413150,"JP-01"
"Aomori","青森県",171596,4340,151129,334,1,15793,415661,"JP-02"
"Iwate","岩手県",124079,3273,103563,207,1,17036,503340,"JP-03"
"Miyagi","宮城県",291568,21697,204624,427,6,64820,974004,"JP-04"
"Akita","秋田県",117796,8642,89825,262,1,19067,76794,"JP-05"
"Yamagata","山形県",130170,6703,90443,215,0,32809,305862,"JP-06"
"Fukushima","福島県",213953,3568,180682,308,1,29395,1156057,"JP-07"
"Ibaraki","茨城県",390437,20109,301424,728,2,68176,1815549,"JP-08"
"Tochigi","栃木県",244575,5415,215803,527,5,22830,1002100,"JP-09"
"Gunma","群馬県",259676,8178,225131,523,1,25844,954630,"JP-10"
"Saitama","埼玉県",1254656,18186,1160893,2499,10,73078,4142418,"JP-11"
"Chiba","千葉県",997739,16328,904076,2658,3,74677,3035555,"JP-12"
"Tokyo","東京都",3300360,49435,3093983,6020,18,150922,9812701,"JP-13"
"Kanagawa","神奈川県",1566625,19947,1450734,3076,19,92868,5089975,"JP-14"
"Niigata","新潟県",260691,6505,223993,183,1,30010,1021808,"JP-15"
"Toyama","富山県",144111,3212,123822,185,0,16892,383725,"JP-16"
"Ishikawa","石川県",177621,3949,155716,298,4,17658,763788,"JP-17"
"Fukui","福井県",123019,1938,110918,104,0,10059,476717,"JP-18"
"Yamanashi","山梨県",105485,1382,93672,171,0,10260,585964,"JP-19"
"Nagano","長野県",245072,11556,231737,373,0,1406,1110999,"JP-20"
"Gifu","岐阜県",319006,382,284881,630,0,33113,1371782,"JP-21"
"Shizuoka","静岡県",526387,8338,478956,775,0,38318,1943340,"JP-22"
"Aichi","愛知県",1432177,19273,1403569,2983,8,6352,4338675,"JP-23"
"Mie","三重県",271991,10133,226621,552,0,34685,887867,"JP-24"
"Shiga","滋賀県",249676,5363,225722,368,3,18223,1011700,"JP-25"
"Kyoto","京都府",496283,13021,459222,1125,17,22915,1257461,"JP-26"
"Osaka","大阪府",2184254,33112,2032077,6630,22,112435,10223341,"JP-27"
"Hyogo","兵庫県",1051629,13154,986750,2924,5,48801,2465506,"JP-28"
"Nara","奈良県",239586,29903,195268,561,2,13854,779849,"JP-29"
"Wakayama","和歌山県",144810,212,129448,267,2,14883,319456,"JP-30"
"Tottori","鳥取県",70504,9212,44778,86,0,16428,779223,"JP-31"
"Shimane","島根県",91625,2204,88745,99,1,577,388970,"JP-32"
"Okayama","岡山県",297140,4511,289740,422,4,2467,919348,"JP-33"
"Hiroshima","広島県",467799,16110,409656,788,1,41245,2862669,"JP-34"
"Yamaguchi","山口県",178717,3014,158495,399,1,16809,873058,"JP-35"
"Tokushima","徳島県",98881,1359,90741,188,2,6593,351895,"JP-36"
"Kagawa","香川県",154100,2708,138120,308,1,12964,431819,"JP-37"
"Ehime","愛媛県",175347,3801,156705,290,2,14551,680613,"JP-38"
"Kochi","高知県",105411,5020,94023,309,1,6059,494109,"JP-39"
"Fukuoka","福岡県",1116692,26777,1029285,2034,3,58596,3918607,"JP-40"
"Saga","佐賀県",164817,12794,125171,239,0,26613,377021,"JP-41"
"Nagasaki","長崎県",223050,21452,177499,339,0,23760,819049,"JP-42"
"Kumamoto","熊本県",347132,7009,320699,661,1,18763,540288,"JP-43"
"Oita","大分県",185751,2164,172076,396,1,11115,955446,"JP-44"
"Miyazaki","宮崎県",204795,3838,189320,389,2,11248,238860,"JP-45"
"Kagoshima","鹿児島県",309920,1174,286186,552,0,22008,762735,"JP-46"
"Okinawa","沖縄県",510719,1984,494076,798,4,13861,1234796,"JP-47"
