都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,783624,3243188,17848,0,717238,2652,45886
青森県,161646,415661,4272,1,151129,310,5935
岩手県,113020,475829,3222,0,103563,198,6037
宮城県,270302,936452,21411,0,204624,404,43863
秋田県,106576,75723,8547,1,89825,239,7965
山形県,113885,293819,6591,0,90443,198,16653
福島県,196435,1156057,3568,0,180682,286,11899
茨城県,375390,1815549,19853,0,301424,702,53411
栃木県,231581,978015,5326,0,215803,512,9940
群馬県,245273,919928,8013,2,225131,488,11641
埼玉県,1215177,4034644,17836,8,1160893,2451,33997
千葉県,967515,2941588,16144,3,904076,2611,44684
東京都,3220873,9566943,48355,9,3093983,5941,72594
神奈川県,1519083,4883248,12087,17,1450734,3026,53236
新潟県,243048,980988,6424,0,223993,170,12461
富山県,134712,373338,3213,1,123822,181,7496
石川県,168017,763788,3910,1,155716,287,8104
福井県,117800,464610,1882,0,110918,101,4899
山梨県,99102,553533,1245,1,93672,160,4025
長野県,220757,1060195,5789,0,214425,356,187
岐阜県,303076,1328308,4981,0,284881,603,12611
静岡県,506504,1871944,8225,6,478956,757,18566
愛知県,1386796,4220847,9815,5,1373857,2913,211
三重県,261868,855649,10130,1,226621,544,24573
滋賀県,239990,986284,5287,1,225722,341,8640
京都府,484993,1229778,12882,15,459222,1106,11783
大阪府,2133010,9950065,29042,18,2032077,6539,65352
兵庫県,1023571,2465506,12979,5,986750,2900,20942
奈良県,232238,755445,29860,0,195268,546,6564
和歌山県,137694,319456,99,0,129448,254,7893
鳥取県,65783,740862,9203,0,44778,82,11720
島根県,85991,373118,1476,0,84302,98,115
岡山県,284303,879946,3440,4,277139,414,3310
広島県,444228,2780898,15983,0,409656,772,17817
山口県,169304,850137,2965,1,158495,395,7449
徳島県,95691,340317,1324,0,90741,177,3449
香川県,145803,414560,2594,2,138120,299,4790
愛媛県,166813,650637,3758,2,156705,289,6061
高知県,102489,494109,5038,2,94023,301,3127
福岡県,1094906,3918607,26763,3,1029285,1999,36859
佐賀県,160435,377021,12766,0,125171,229,22269
長崎県,216574,780331,21376,3,177499,333,17366
熊本県,337166,540288,6909,1,320699,653,8905
大分県,180049,922998,2156,1,172076,388,5429
宮崎県,199443,238860,3809,1,189320,378,5936
鹿児島県,304629,753479,1320,0,286186,547,16576
沖縄県,505655,1206115,2942,3,494076,760,7877
