都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,933606,3513590,18714,5,717238,2886,194768
青森県,178444,415661,4376,1,151129,345,22594
岩手県,132471,519311,3315,1,103563,219,25374
宮城県,310542,997028,21972,5,204624,449,83497
秋田県,124696,77052,8780,3,89825,288,25803
山形県,140450,305862,6801,2,90443,233,42973
福島県,228281,1156057,3568,2,180682,315,43716
茨城県,404371,1985898,20354,5,301424,737,81856
栃木県,254551,1018082,5520,6,215803,545,32683
群馬県,269900,972888,8273,2,225131,535,35961
埼玉県,1285213,4203882,18545,15,1160893,2521,103254
千葉県,1019223,3068485,16545,5,904076,2685,95917
東京都,3362659,9936525,50674,17,3093983,6059,211943
神奈川県,1605360,5194316,31118,29,1450734,3100,120408
新潟県,274585,1041118,6616,4,223993,186,43790
富山県,149671,392914,3293,1,123822,189,22367
石川県,183769,763788,3991,2,155716,302,23760
福井県,127595,480936,2013,0,110918,104,14560
山梨県,111065,599588,1497,0,93672,175,15721
長野県,265452,1135227,16315,2,247847,383,907
岐阜県,330538,1394737,534,0,284881,649,44474
静岡県,541004,1969423,8435,2,478956,792,52821
愛知県,1465794,4385701,28251,15,1429081,3014,5448
三重県,280332,887867,10152,1,226621,558,43001
滋賀県,255776,1029198,5424,3,225722,370,24260
京都府,504299,1274130,13111,32,459222,1138,30828
大阪府,2213949,10369335,39423,26,2032077,6661,135788
兵庫県,1068843,2465506,13247,11,986750,2945,65901
奈良県,243928,789067,29932,8,195268,564,18164
和歌山県,149232,319456,241,2,129448,277,19266
鳥取県,73480,799009,9230,0,44778,91,19381
島根県,95840,395495,3257,1,92171,100,312
岡山県,306281,937285,6421,2,294248,431,5181
広島県,488086,2892201,16221,3,409656,801,61408
山口県,184363,881730,3042,1,158495,407,22419
徳島県,101824,358146,1430,1,90741,191,9462
香川県,158436,438076,2740,2,138120,313,17263
愛媛県,180765,695819,3872,3,156705,302,19886
高知県,107366,494109,5043,0,94023,312,7988
福岡県,1132249,3918607,27033,5,1029285,2052,73879
佐賀県,168074,377021,12844,0,125171,244,29815
長崎県,227224,833716,21631,0,177499,339,27755
熊本県,353072,540288,7033,3,320699,667,24673
大分県,189537,971664,2194,0,172076,399,14868
宮崎県,207782,238860,3823,1,189320,393,14246
鹿児島県,312960,768367,1478,2,286186,553,24743
沖縄県,513178,1242195,2268,4,494076,808,16026
