都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1314500,3964610,17758,5,717238,4430,575074
青森県,274672,415661,4289,0,151129,629,118625
岩手県,227762,665762,3208,0,103563,587,120404
宮城県,522287,1233085,21417,9,204624,902,295344
秋田県,195282,81563,8569,3,89825,570,96318
山形県,219806,359194,6525,0,90443,349,122489
福島県,391388,1156057,3568,0,180682,723,206415
茨城県,623458,1985898,20169,18,301424,1229,300636
栃木県,409817,1208291,5570,8,215803,989,187455
群馬県,429427,1198403,8000,7,225131,1019,195277
埼玉県,1768549,5024542,18383,21,1160893,3651,585622
千葉県,1437286,3630110,17414,20,904076,3629,512167
東京都,4286097,11582236,49320,39,3093983,7732,1135062
神奈川県,2180026,6609059,17125,26,1450734,4065,708102
新潟県,442097,1252304,6445,2,223993,383,211276
富山県,229508,474450,3220,4,123822,302,102164
石川県,271456,763788,3944,1,155716,477,111319
福井県,194888,570926,1984,1,110918,188,81798
山梨県,184723,766831,1282,1,93672,369,89400
長野県,441725,1405113,5708,1,436402,824,1209
岐阜県,525508,1741029,385,4,284881,1044,239198
静岡県,841980,2402362,8728,7,478956,1280,353016
愛知県,2067801,5404852,19584,24,2041370,4090,2757
三重県,446335,1100973,10187,5,226621,985,208542
滋賀県,364754,1260204,5423,1,225722,626,132983
京都府,664673,1511979,13131,32,459222,1564,190756
大阪府,2784226,12164687,34102,63,2032077,8152,709895
兵庫県,1437460,2465506,13384,25,986750,3655,433671
奈良県,338587,960982,29960,8,195268,791,112568
和歌山県,231704,319456,170,4,129448,492,101594
鳥取県,136303,1092760,9226,0,44778,246,82053
島根県,161485,510211,1432,1,159646,274,133
岡山県,478937,1160228,6738,6,467704,799,3696
広島県,780438,3306235,16139,5,409656,1267,353376
山口県,302662,1147876,3090,0,158495,700,140377
徳島県,159892,431060,1397,1,90741,389,67365
香川県,245420,536687,2814,5,138120,574,103912
愛媛県,305528,934433,3878,4,156705,640,144305
高知県,161576,494109,5087,5,94023,550,61916
福岡県,1556565,3918607,28018,11,1029285,3010,496252
佐賀県,256104,377021,12869,1,125171,457,117607
長崎県,329072,1078788,22332,2,177499,593,128648
熊本県,524795,540288,7208,17,320699,1223,195665
大分県,295471,1009928,2247,0,172076,706,120442
宮崎県,314321,238860,3883,2,189320,739,120379
鹿児島県,431197,923393,2789,5,286186,827,141395
沖縄県,572620,1380195,2362,2,494076,881,75301
