都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1332702,3964610,17429,2,717238,4529,593506
青森県,277708,415661,4176,0,151129,640,121763
岩手県,233336,699060,3165,0,103563,609,125999
宮城県,533555,1283041,21246,4,204624,938,306747
秋田県,198958,81563,8406,1,89825,588,100139
山形県,224579,368532,6458,0,90443,355,127323
福島県,400694,1156057,3568,0,180682,822,215622
茨城県,633855,1985898,19663,2,301424,1275,311493
栃木県,419393,1252794,5304,3,215803,1056,197230
群馬県,437388,1243186,7799,1,225131,1072,203386
埼玉県,1789762,5176882,17551,8,1160893,3876,607442
千葉県,1455786,3767529,16053,7,904076,3868,531789
東京都,4321988,11968247,47341,8,3093983,7987,1172677
神奈川県,2206475,6953633,3627,8,1450734,4239,747875
新潟県,451887,1299667,6376,2,223993,431,221087
富山県,235397,489411,3108,1,123822,310,108157
石川県,276944,763788,3865,0,155716,499,116864
福井県,198736,597801,1830,0,110918,196,85792
山梨県,189042,808357,1169,0,93672,399,93802
長野県,454054,1463105,1921,1,451889,856,612
岐阜県,538059,1814905,126,1,284881,1099,251953
静岡県,861507,2505925,8175,1,478956,1368,373008
愛知県,2098969,5714879,4323,8,2089318,4275,1053
三重県,457215,1150732,10075,1,226621,1037,219482
滋賀県,371808,1359395,5276,1,225722,669,140141
京都府,674060,1560046,12795,10,459222,1641,200402
大阪府,2817680,12650908,16200,23,2032077,8388,761015
兵庫県,1460598,2465506,12853,4,986750,3790,457205
奈良県,344205,1005417,29851,0,195268,853,118233
和歌山県,237364,319456,54,1,129448,515,107347
鳥取県,140513,1135023,9175,0,44778,259,86301
島根県,166693,532009,670,0,165489,296,238
岡山県,488468,1214527,1420,7,485425,835,788
広島県,795354,3336171,15835,2,409656,1344,368519
山口県,311626,1194691,2923,1,158495,740,149468
徳島県,165320,453687,1345,0,90741,410,72824
香川県,251093,561086,2591,2,138120,612,109770
愛媛県,314044,973055,3769,3,156705,683,152887
高知県,168201,494109,5005,3,94023,584,68589
福岡県,1578917,3918607,26610,2,1029285,3158,519864
佐賀県,259956,377021,12731,0,125171,487,121567
長崎県,334944,1140232,21345,1,177499,631,135469
熊本県,532197,540288,6900,2,320699,1290,203308
大分県,301604,1009928,2152,2,172076,759,126617
宮崎県,318725,238860,3762,0,189320,772,124871
鹿児島県,439259,937856,761,1,286186,874,151438
沖縄県,575890,1415613,708,0,494076,926,80180
