都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1038866,3661061,18837,14,717238,3149,299642
青森県,193907,415661,4539,4,151129,382,37857
岩手県,149276,543006,3381,1,103563,255,42077
宮城県,348449,1038636,22356,15,204624,501,120968
秋田県,139128,78366,8785,1,89825,310,40208
山形県,158586,320332,6892,1,90443,251,61000
福島県,256556,1156057,3568,1,180682,340,71966
茨城県,428306,1985898,20516,10,301424,763,105603
栃木県,275715,1038578,5636,3,215803,575,53701
群馬県,292031,1005576,8321,4,225131,583,57996
埼玉県,1345466,4305612,18951,18,1160893,2588,163034
千葉県,1066701,3146212,16894,12,904076,2725,143006
東京都,3481574,10125884,51713,18,3093983,6150,329728
神奈川県,1678397,5392417,39694,34,1450734,3145,184824
新潟県,303385,1077878,6663,2,223993,199,72530
富山県,162235,404171,3418,2,123822,198,34797
石川県,196533,763788,4070,0,155716,314,36433
福井県,136282,493162,2040,0,110918,115,23209
山梨県,122049,625587,1525,0,93672,182,26670
長野県,299615,1186889,18491,2,277414,450,3260
岐阜県,353904,1440605,664,0,284881,679,67680
静岡県,566348,2021666,8417,1,478956,800,78175
愛知県,1540621,4531998,37972,25,1482484,3055,17110
三重県,294806,911828,10278,2,226621,573,57334
滋賀県,268160,1069320,5521,3,225722,378,36539
京都府,520119,1300676,13291,40,459222,1154,46452
大阪府,2268975,10570405,46436,22,2032077,6719,183743
兵庫県,1098574,2465506,13447,13,986750,2979,95398
奈良県,253153,810242,29964,8,195268,584,27337
和歌山県,156286,319456,204,4,129448,286,26348
鳥取県,79366,828989,9288,0,44778,103,25197
島根県,103311,412406,3853,2,98573,113,772
岡山県,324160,964408,9986,7,308906,453,4815
広島県,519871,2951776,16334,8,409656,851,93030
山口県,192816,901613,3044,2,158495,416,30861
徳島県,106221,367086,1400,0,90741,199,13881
香川県,166232,450877,2835,2,138120,321,24956
愛媛県,190466,719907,3916,1,156705,318,29527
高知県,111838,494109,5044,0,94023,322,12449
福岡県,1161746,3918607,27438,2,1029285,2082,102941
佐賀県,175095,377021,12901,1,125171,260,36763
長崎県,234351,862032,21688,2,177499,348,34816
熊本県,364772,540288,7145,3,320699,687,36241
大分県,197379,997735,2232,2,172076,404,22667
宮崎県,213746,238860,3858,1,189320,401,20167
鹿児島県,318869,777132,1921,2,286186,561,30201
沖縄県,517690,1219100,2820,8,494076,815,19979
