"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",377856,6774,369103,2094,4,115,2358478,"JP-01"
"Aomori","青森県",60872,1576,59187,109,0,0,261427,"JP-02"
"Iwate","岩手県",37565,904,36565,96,0,0,296619,"JP-03"
"Miyagi","宮城県",92619,1803,90402,199,1,215,619097,"JP-04"
"Akita","秋田県",31866,528,31267,71,0,0,63637,"JP-05"
"Yamagata","山形県",30026,642,29288,96,0,0,199984,"JP-06"
"Fukushima","福島県",66161,1086,64850,225,0,0,866094,"JP-07"
"Ibaraki","茨城県",163638,1394,161800,444,0,0,1380150,"JP-08"
"Tochigi","栃木県",93461,941,92244,276,0,0,770804,"JP-09"
"Gunma","群馬県",97566,1108,96137,321,0,0,672799,"JP-10"
"Saitama","埼玉県",564477,5522,557297,1658,0,0,2934553,"JP-11"
"Chiba","千葉県",460018,3210,453924,1789,1,1095,2186275,"JP-12"
"Tokyo","東京都",1581122,18425,1558134,4563,1,0,7139883,"JP-13"
"Kanagawa","神奈川県",772724,6646,763856,2222,3,0,3088462,"JP-14"
"Niigata","新潟県",74993,997,73905,91,0,0,682315,"JP-15"
"Toyama","富山県",39562,1309,38158,95,0,0,260348,"JP-16"
"Ishikawa","石川県",59373,1227,57926,197,0,23,494080,"JP-17"
"Fukui","福井県",38254,873,37336,45,0,0,339945,"JP-18"
"Yamanashi","山梨県",34086,387,33636,68,0,5,353833,"JP-19"
"Nagano","長野県",76927,853,75877,204,0,7,763554,"JP-20"
"Gifu","岐阜県",107456,1600,105287,344,0,225,933029,"JP-21"
"Shizuoka","静岡県",177277,2022,176421,420,0,1586,1303937,"JP-22"
"Aichi","愛知県",561237,8090,551052,2095,2,0,2878002,"JP-23"
"Mie","三重県",85916,1254,86385,307,1,2030,545809,"JP-24"
"Shiga","滋賀県",94330,1367,92742,221,0,0,669629,"JP-25"
"Kyoto","京都府",210147,2738,206360,738,0,311,863156,"JP-26"
"Osaka","大阪府",1002921,11747,986065,5109,6,0,7375887,"JP-27"
"Hyogo","兵庫県",438601,4821,431531,2249,4,0,1621921,"JP-28"
"Nara","奈良県",95409,1176,93842,391,2,0,537090,"JP-29"
"Wakayama","和歌山県",43838,467,43043,118,0,210,178430,"JP-30"
"Tottori","鳥取県",16003,316,15465,20,0,202,419338,"JP-31"
"Shimane","島根県",18046,609,17421,16,0,0,227920,"JP-32"
"Okayama","岡山県",103509,1702,99972,250,1,1585,597565,"JP-33"
"Hiroshima","広島県",166324,3047,162783,494,0,0,1972180,"JP-34"
"Yamaguchi","山口県",48170,1121,46869,180,0,0,603857,"JP-35"
"Tokushima","徳島県",24034,686,23266,85,0,3,226118,"JP-36"
"Kagawa","香川県",50336,640,49568,128,0,0,288667,"JP-37"
"Ehime","愛媛県",43111,1258,41713,140,1,0,379540,"JP-38"
"Kochi","高知県",29871,1015,28741,115,1,0,310136,"JP-39"
"Fukuoka","福岡県",442645,5808,429355,1267,0,6215,2794802,"JP-40"
"Saga","佐賀県",55492,1321,51578,108,0,2485,291713,"JP-41"
"Nagasaki","長崎県",64098,2209,61769,124,0,4,424387,"JP-42"
"Kumamoto","熊本県",106876,3445,103131,300,1,0,294452,"JP-43"
"Oita","大分県",57077,754,56158,165,0,0,617180,"JP-44"
"Miyazaki","宮崎県",57144,1349,55568,145,0,82,194095,"JP-45"
"Kagoshima","鹿児島県",91171,2679,87922,209,0,361,437584,"JP-46"
"Okinawa","沖縄県",243834,10514,232753,482,7,85,909625,"JP-47"
