"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",661849,49417,609861,2440,5,131,2891432,"JP-01"
"Aomori","青森県",139469,17438,121800,231,0,0,368041,"JP-02"
"Iwate","岩手県",93235,9298,83770,167,2,0,416623,"JP-03"
"Miyagi","宮城県",229984,22974,204624,311,10,2075,819883,"JP-04"
"Akita","秋田県",83618,20477,62999,142,3,0,72420,"JP-05"
"Yamagata","山形県",85382,15004,70231,157,0,10,234539,"JP-06"
"Fukushima","福島県",156957,21314,135399,244,4,0,1088146,"JP-07"
"Ibaraki","茨城県",322887,20866,301424,597,5,0,1654084,"JP-08"
"Tochigi","栃木県",198030,19983,177611,436,7,0,911253,"JP-09"
"Gunma","群馬県",207556,24075,183057,424,8,0,845391,"JP-10"
"Saitama","埼玉県",1078104,60742,1015233,2129,30,0,3741433,"JP-11"
"Chiba","千葉県",857900,50497,787542,2278,15,17583,2716215,"JP-12"
"Tokyo","東京都",2952483,156278,2790824,5381,34,0,8942501,"JP-13"
"Kanagawa","神奈川県",1369035,73166,1293072,2797,42,0,4389675,"JP-14"
"Niigata","新潟県",200454,19173,181155,126,6,0,893432,"JP-15"
"Toyama","富山県",110571,18587,91842,142,3,0,337469,"JP-16"
"Ishikawa","石川県",140971,17246,123459,243,2,23,712716,"JP-17"
"Fukui","福井県",98417,9610,88720,87,4,0,431452,"JP-18"
"Yamanashi","山梨県",86060,7048,78900,127,1,15,486368,"JP-19"
"Nagano","長野県",177931,17668,157363,303,2,2597,965291,"JP-20"
"Gifu","岐阜県",257885,26529,228808,493,2,2055,1210839,"JP-21"
"Shizuoka","静岡県",432885,41992,385992,674,5,4227,1702623,"JP-22"
"Aichi","愛知県",1218507,120230,1095637,2640,23,0,3808576,"JP-23"
"Mie","三重県",220406,27811,196230,461,4,4096,757712,"JP-24"
"Shiga","滋賀県",205865,19194,186382,289,5,0,881964,"JP-25"
"Kyoto","京都府",433848,51463,378579,924,62,2882,1144988,"JP-26"
"Osaka","大阪府",1938351,160039,1772240,6072,65,0,9215774,"JP-27"
"Hyogo","兵庫県",912546,70249,839645,2661,32,9,2315165,"JP-28"
"Nara","奈良県",203658,52209,150966,483,5,0,699276,"JP-29"
"Wakayama","和歌山県",118101,8260,109316,216,6,309,293936,"JP-30"
"Tottori","鳥取県",54684,9418,44778,57,3,431,656607,"JP-31"
"Shimane","島根県",71625,7865,63679,81,2,0,335792,"JP-32"
"Okayama","岡山県",237383,23510,207028,367,10,6478,785625,"JP-33"
"Hiroshima","広島県",369549,75326,293572,651,6,0,2543993,"JP-34"
"Yamaguchi","山口県",142909,16198,126369,342,5,0,780526,"JP-35"
"Tokushima","徳島県",81168,12496,68604,133,3,65,275963,"JP-36"
"Kagawa","香川県",124741,14661,109825,255,1,0,378975,"JP-37"
"Ehime","愛媛県",142115,20188,121660,267,1,0,581220,"JP-38"
"Kochi","高知県",87062,15278,71536,248,5,0,445490,"JP-39"
"Fukuoka","福岡県",998083,94429,882458,1772,9,19424,3744915,"JP-40"
"Saga","佐賀県",142702,13110,125171,199,2,4222,377021,"JP-41"
"Nagasaki","長崎県",190357,34328,155862,277,3,110,685835,"JP-42"
"Kumamoto","熊本県",298727,28354,269820,553,15,0,507964,"JP-43"
"Oita","大分県",156807,11946,144570,291,5,0,838081,"JP-44"
"Miyazaki","宮崎県",172479,18109,153454,298,8,618,233043,"JP-45"
"Kagoshima","鹿児島県",264329,29919,231636,442,13,2332,696057,"JP-46"
"Okinawa","沖縄県",478631,23168,454370,629,23,464,1145905,"JP-47"
