都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1334589,3964610,17365,2,717238,4538,595448
青森県,278225,415661,4198,0,151129,640,122258
岩手県,233729,705861,3167,0,103563,609,126390
宮城県,534755,1292838,21178,4,204624,941,308012
秋田県,199343,81563,8405,2,89825,588,100525
山形県,225373,370315,6479,0,90443,355,128096
福島県,401745,1156057,3568,0,180682,830,216665
茨城県,634863,1985898,19636,1,301424,1281,312522
栃木県,420365,1263295,5283,2,215803,1059,198220
群馬県,438267,1250464,7783,1,225131,1082,204271
埼玉県,1792052,5205284,17520,7,1160893,3912,609727
千葉県,1457582,3796186,15971,6,904076,3885,533650
東京都,4326210,12039157,47226,7,3093983,8008,1176993
神奈川県,2208916,7015846,3108,7,1450734,4259,750815
新潟県,453356,1308485,6393,2,223993,433,222537
富山県,235782,497201,3097,1,123822,313,108550
石川県,277347,763788,3853,0,155716,501,117277
福井県,199044,602544,1814,0,110918,196,86116
山梨県,189511,818639,1158,0,93672,404,94277
長野県,455600,1472617,1786,1,453691,862,739
岐阜県,539090,1828288,108,2,284881,1104,252997
静岡県,863306,2521699,8144,0,478956,1379,374827
愛知県,2101624,5747846,3461,5,2093167,4294,702
三重県,458293,1160021,10064,1,226621,1039,220569
滋賀県,372286,1366719,5249,1,225722,669,140646
京都府,674819,1568416,12815,19,459222,1650,201132
大阪府,2820421,12744251,15404,14,2032077,8418,764522
兵庫県,1462543,2465506,12870,6,986750,3808,459115
奈良県,344647,1011642,29832,0,195268,858,118689
和歌山県,237812,319456,50,1,129448,516,107798
鳥取県,140992,1143925,9165,0,44778,260,86789
島根県,167180,536252,603,1,166233,296,48
岡山県,489261,1214527,986,4,486837,843,595
広島県,797113,3341756,15828,2,409656,1348,370281
山口県,312410,1203138,2911,1,158495,741,150263
徳島県,165795,457266,1340,0,90741,414,73300
香川県,251521,564142,2593,1,138120,613,110195
愛媛県,314938,981314,3747,1,156705,687,153799
高知県,168577,494109,5004,1,94023,587,68963
福岡県,1580933,3918607,26594,2,1029285,3165,521889
佐賀県,260337,377021,12744,1,125171,489,121933
長崎県,335501,1149310,21345,1,177499,638,136019
熊本県,532895,540288,6874,0,320699,1295,204027
大分県,302175,1009928,2144,1,172076,764,127191
宮崎県,319193,238860,3765,0,189320,774,125334
鹿児島県,440061,939985,711,1,286186,880,152284
沖縄県,576364,1421422,790,2,494076,1001,80497
