都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,797996,3277357,17888,1,717238,2677,60193
青森県,163318,415661,4300,1,151129,312,7577
岩手県,115025,481090,3226,0,103563,200,8036
宮城県,273474,945983,21450,1,204624,405,46995
秋田県,108850,76055,8588,2,89825,244,10193
山形県,117089,296059,6537,0,90443,201,19908
福島県,199491,1156057,3568,0,180682,289,14952
茨城県,378098,1815549,19923,1,301424,708,56043
栃木県,233863,982080,5345,2,215803,513,12202
群馬県,247834,929772,8021,1,225131,496,14186
埼玉県,1222174,4060470,17888,7,1160893,2467,40926
千葉県,973254,2972674,16143,1,904076,2625,50410
東京都,3235630,9627191,48471,9,3093983,5962,87214
神奈川県,1527123,4941965,13468,17,1450734,3038,59883
新潟県,246158,991847,6371,0,223993,170,15624
富山県,136585,378359,3217,0,123822,181,9365
石川県,169664,763788,3918,1,155716,294,9736
福井県,118824,468725,1884,0,110918,102,5920
山梨県,100245,553533,1249,1,93672,165,5159
長野県,224752,1075016,6303,1,217495,362,592
岐阜県,306008,1339524,280,0,284881,609,20238
静岡県,510642,1892887,8224,3,478956,761,22701
愛知県,1394223,4250168,11400,7,1378455,2922,1446
三重県,263790,855649,10122,1,226621,545,26502
滋賀県,241871,991905,5293,0,225722,347,10509
京都府,487004,1236370,12873,8,459222,1115,13794
大阪府,2143478,10009997,32034,16,2032077,6561,72806
兵庫県,1029272,2465506,13017,3,986750,2906,26599
奈良県,233707,762631,29860,2,195268,552,8027
和歌山県,139092,319456,126,1,129448,257,9261
鳥取県,66661,749521,9202,0,44778,84,12597
島根県,87079,377993,1525,0,85245,98,211
岡山県,287109,879946,3440,4,277139,416,6114
広島県,448448,2788928,15968,0,409656,775,22049
山口県,171150,857064,2977,2,158495,395,9283
徳島県,96234,343039,1319,0,90741,179,3995
香川県,147231,418837,2598,0,138120,302,6211
愛媛県,168294,651936,3736,1,156705,289,7564
高知県,103088,494109,5021,1,94023,305,3739
福岡県,1099491,3918607,26687,4,1029285,2008,41511
佐賀県,161385,377021,12791,1,125171,232,23191
長崎県,217692,791919,21334,0,177499,334,18525
熊本県,339132,540288,6947,1,320699,656,10830
大分県,181292,930837,2155,1,172076,388,6673
宮崎県,200606,238860,3804,1,189320,382,7100
鹿児島県,305781,755482,1276,0,286186,548,17771
沖縄県,506875,1218999,2948,3,494076,775,9076
