都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,805550,3299440,17939,2,717238,2692,67681
青森県,164181,415661,4316,0,151129,315,8421
岩手県,115950,485841,3237,0,103563,200,8950
宮城県,275487,949606,21440,0,204624,406,49017
秋田県,109756,76055,8639,2,89825,247,11045
山形県,118648,296847,6534,0,90443,205,21466
福島県,201032,1156057,3568,0,180682,292,16490
茨城県,379966,1815549,19951,1,301424,711,57880
栃木県,235034,986819,5352,3,215803,513,13366
群馬県,249300,932112,7997,1,225131,500,15672
埼玉県,1225742,4073634,17877,9,1160893,2470,44502
千葉県,976250,2972674,16135,1,904076,2631,53408
東京都,3243401,9650136,48587,11,3093983,5977,94854
神奈川県,1531945,4953188,12612,18,1450734,3047,65552
新潟県,247561,995485,6383,0,223993,174,17011
富山県,137391,379156,3232,0,123822,181,10156
石川県,170635,763788,3916,0,155716,294,10709
福井県,119372,468725,1892,0,110918,103,6459
山梨県,100788,565403,1263,0,93672,168,5685
長野県,226905,1076590,6132,0,220214,362,197
岐阜県,307478,1343455,278,0,284881,611,21708
静岡県,512653,1896535,8231,4,478956,762,24704
愛知県,1397748,4257008,10833,10,1383633,2952,330
三重県,265104,864875,10117,1,226621,547,27819
滋賀県,242692,996181,5311,0,225722,355,11304
京都府,488077,1240070,12850,7,459222,1118,14887
大阪府,2149474,10054661,30193,19,2032077,6577,80627
兵庫県,1032384,2465506,13024,3,986750,2907,29703
奈良県,234485,763564,29880,2,195268,552,8785
和歌山県,140002,319456,155,0,129448,260,10139
鳥取県,67137,753379,9201,0,44778,85,13073
島根県,87624,377993,1423,0,85985,98,118
岡山県,288571,899165,4904,3,280578,416,2673
広島県,451300,2788928,15958,0,409656,779,24907
山口県,172179,857064,2973,3,158495,395,10316
徳島県,96490,344655,1319,0,90741,179,4251
香川県,148100,419655,2620,1,138120,302,7058
愛媛県,169219,659790,3730,1,156705,289,8495
高知県,103412,494109,5018,0,94023,307,4064
福岡県,1101728,3918607,26712,5,1029285,2010,43721
佐賀県,161810,377021,12794,0,125171,234,23611
長崎県,218236,793605,21334,0,177499,335,19068
熊本県,340156,540288,6965,1,320699,656,11836
大分県,181965,935488,2161,1,172076,390,7338
宮崎県,201195,238860,3801,1,189320,382,7692
鹿児島県,306398,756943,1124,0,286186,548,18540
沖縄県,507469,1221211,2952,5,494076,775,9666
