"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",362262,14891,345908,2068,3,605,2269005,"JP-01"
"Aomori","青森県",57188,1718,55366,104,0,0,248697,"JP-02"
"Iwate","岩手県",35254,2166,32997,91,0,0,281974,"JP-03"
"Miyagi","宮城県",87765,2570,84702,198,0,295,589109,"JP-04"
"Akita","秋田県",30656,1029,29559,68,0,0,62430,"JP-05"
"Yamagata","山形県",28761,1174,27493,94,0,0,195471,"JP-06"
"Fukushima","福島県",63874,1710,61942,222,0,0,833109,"JP-07"
"Ibaraki","茨城県",159523,1747,157337,439,0,0,1343469,"JP-08"
"Tochigi","栃木県",91386,1622,89491,273,1,0,752724,"JP-09"
"Gunma","群馬県",94865,1920,92625,320,0,0,649686,"JP-10"
"Saitama","埼玉県",552774,7109,544048,1617,0,0,2849423,"JP-11"
"Chiba","千葉県",451329,5217,442606,1779,1,1727,2102896,"JP-12"
"Tokyo","東京都",1547169,28001,1514652,4516,2,0,6901939,"JP-13"
"Kanagawa","神奈川県",756897,8888,745805,2204,11,0,2180686,"JP-14"
"Niigata","新潟県",72570,2180,70299,91,1,0,655738,"JP-15"
"Toyama","富山県",37628,1882,35653,93,1,0,250727,"JP-16"
"Ishikawa","石川県",56413,2363,53831,196,1,23,463741,"JP-17"
"Fukui","福井県",35697,1047,34605,45,0,0,327773,"JP-18"
"Yamanashi","山梨県",32882,971,31846,68,0,3,336886,"JP-19"
"Nagano","長野県",74114,1861,72016,200,1,37,731727,"JP-20"
"Gifu","岐阜県",102528,3822,97938,339,0,429,895805,"JP-21"
"Shizuoka","静岡県",171590,4916,165976,413,1,285,1257019,"JP-22"
"Aichi","愛知県",543765,14105,527589,2071,7,0,2741632,"JP-23"
"Mie","三重県",82897,2120,82447,301,1,1971,528933,"JP-24"
"Shiga","滋賀県",91322,2183,88920,219,0,0,647443,"JP-25"
"Kyoto","京都府",204258,4751,198396,718,10,393,837202,"JP-26"
"Osaka","大阪府",978858,20317,953479,5062,16,0,7131233,"JP-27"
"Hyogo","兵庫県",426481,8367,415880,2234,4,0,1569060,"JP-28"
"Nara","奈良県",93090,1869,90834,387,0,0,519455,"JP-29"
"Wakayama","和歌山県",42427,679,41422,117,1,209,173737,"JP-30"
"Tottori","鳥取県",15258,683,14358,20,0,197,402077,"JP-31"
"Shimane","島根県",17099,587,16497,15,0,0,216324,"JP-32"
"Okayama","岡山県",99241,3285,94797,248,2,911,588609,"JP-33"
"Hiroshima","広島県",158349,7544,150319,486,2,0,1897602,"JP-34"
"Yamaguchi","山口県",45375,2078,43120,177,0,0,578248,"JP-35"
"Tokushima","徳島県",22438,702,21653,85,0,2,215848,"JP-36"
"Kagawa","香川県",48589,1402,47060,127,0,0,277829,"JP-37"
"Ehime","愛媛県",40189,1595,38455,139,1,0,365712,"JP-38"
"Kochi","高知県",27899,1083,26703,113,1,0,290944,"JP-39"
"Fukuoka","福岡県",428601,10814,410045,1260,2,6482,2698981,"JP-40"
"Saga","佐賀県",52752,1448,48791,105,0,2408,279356,"JP-41"
"Nagasaki","長崎県",59687,3192,56378,124,0,7,389166,"JP-42"
"Kumamoto","熊本県",99535,3813,95429,293,2,0,284122,"JP-43"
"Oita","大分県",54792,1815,52816,161,0,0,591774,"JP-44"
"Miyazaki","宮崎県",53838,2571,51199,142,0,74,191434,"JP-45"
"Kagoshima","鹿児島県",84168,3458,80086,200,2,424,418340,"JP-46"
"Okinawa","沖縄県",219420,11365,207539,462,10,54,856310,"JP-47"
