都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,757752,3140709,17789,4,717238,2598,20127
青森県,158303,415661,4294,0,151129,303,2577
岩手県,109915,462414,3243,1,103563,195,2914
宮城県,262906,917260,21414,4,204624,398,36470
秋田県,102339,75365,8509,1,89825,229,3776
山形県,108250,289626,6591,0,90443,195,11021
福島県,189642,1156057,3568,0,180682,260,5132
茨城県,367456,1815549,20013,3,301424,690,45329
栃木県,226581,962405,5405,1,215803,500,4873
群馬県,239276,901319,8053,1,225131,472,5620
埼玉県,1198955,3976070,17976,2,1160893,2413,17673
千葉県,954039,2877602,16489,4,904076,2582,30892
東京都,3186398,9442443,48929,10,3093983,5875,37611
神奈川県,1498203,4778301,16951,20,1450734,2980,27538
新潟県,236516,963225,6456,1,223993,163,5904
富山県,130914,368128,3205,1,123822,177,3710
石川県,163595,763788,3929,1,155716,284,3666
福井県,115350,460154,1902,0,110918,98,2432
山梨県,96746,532573,1218,0,93672,154,1702
長野県,211724,1040929,5163,2,205289,349,923
岐阜県,296553,1306944,4981,1,284881,593,6098
静岡県,496914,1838513,8257,3,478956,749,8952
愛知県,1370885,4147397,14295,7,1350585,2872,3133
三重県,256328,834194,10166,2,226621,534,19007
滋賀県,235687,971865,5325,0,225722,325,4315
京都府,479860,1212915,12902,19,459222,1071,6665
大阪府,2108086,9777832,32969,24,2032077,6470,36570
兵庫県,1012148,2465506,13054,4,986750,2868,9476
奈良県,228794,744660,29891,1,195268,532,3103
和歌山県,134392,319456,85,1,129448,252,4607
鳥取県,63872,719310,9202,0,44778,78,9814
島根県,83577,363782,1347,1,81881,94,255
岡山県,277553,861681,6642,5,266592,410,3909
広島県,433196,2749321,16009,4,409656,759,6772
山口県,165795,834465,2959,1,158495,389,3952
徳島県,93900,330184,1350,0,90741,175,1634
香川県,143615,407982,2661,5,138120,295,2539
愛媛県,163609,634183,3771,1,156705,289,2844
高知県,100961,494109,5043,1,94023,297,1598
福岡県,1084131,3918607,27121,4,1029285,1968,25757
佐賀県,158421,377021,12819,1,125171,226,20205
長崎県,213759,763810,21492,3,177499,330,14438
熊本県,332629,540288,6991,2,320699,644,4295
大分県,177160,904522,2173,2,172076,377,2534
宮崎県,196886,238860,3831,4,189320,366,3369
鹿児島県,301029,746588,1915,0,286186,545,12383
沖縄県,502106,1193098,2998,8,494076,734,4298
