都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1019396,3640422,18776,14,717238,3105,280277
青森県,190468,415661,4515,2,151129,375,34449
岩手県,145259,539409,3378,1,103563,249,38069
宮城県,341087,1028424,22238,15,204624,489,113736
秋田県,135942,78366,8781,3,89825,309,37027
山形県,154924,318920,6897,1,90443,242,57342
福島県,250713,1156057,3568,1,180682,335,66128
茨城県,422782,1985898,20466,10,301424,755,100137
栃木県,271136,1035826,5644,4,215803,572,49117
群馬県,287210,1002206,8281,3,225131,575,53223
埼玉県,1332531,4286059,18878,19,1160893,2577,150183
千葉県,1054652,3146212,16843,12,904076,2718,131015
東京都,3455067,10082839,51203,15,3093983,6130,303751
神奈川県,1663889,5344759,39673,26,1450734,3142,170340
新潟県,297244,1068709,6647,6,223993,198,66406
富山県,159597,402208,3385,2,123822,197,32193
石川県,193941,763788,4053,0,155716,310,33862
福井県,134436,493162,2042,0,110918,112,21364
山梨県,119957,614030,1551,0,93672,180,24554
長野県,293493,1179615,19170,2,271636,432,2255
岐阜県,348835,1434186,628,0,284881,672,62654
静岡県,561403,2010960,8386,1,478956,798,73263
愛知県,1523574,4485533,38846,25,1470143,3044,11541
三重県,292491,911828,10276,2,226621,569,55025
滋賀県,265035,1054639,5485,2,225722,377,33451
京都府,516611,1297271,13270,35,459222,1148,42971
大阪府,2257184,10538845,46804,21,2032077,6712,171591
兵庫県,1092637,2465506,13370,9,986750,2973,89544
奈良県,251288,805243,29955,7,195268,576,25489
和歌山県,154790,319456,213,3,129448,285,24844
鳥取県,78115,825250,9267,0,44778,101,23969
島根県,101691,403929,3704,2,97567,112,308
岡山県,320461,951038,8253,5,300660,450,11098
広島県,514969,2951776,16328,5,409656,845,88140
山口県,190964,901613,3028,0,158495,415,29026
徳島県,105248,366100,1420,0,90741,198,12889
香川県,164497,447690,2822,1,138120,319,23236
愛媛県,188267,711026,3897,1,156705,317,27348
高知県,110739,494109,5042,1,94023,321,11353
福岡県,1155229,3918607,27307,5,1029285,2077,96560
佐賀県,173476,377021,12899,1,125171,257,35149
長崎県,232824,856092,21686,1,177499,348,33291
熊本県,362203,540288,7145,5,320699,682,33677
大分県,195729,993560,2214,1,172076,403,21036
宮崎県,212448,238860,3853,2,189320,400,18875
鹿児島県,317656,775494,1898,3,286186,558,29014
沖縄県,516677,1256267,2706,7,494076,813,19082
