都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1309720,3964610,17859,6,717238,4406,570217
青森県,273802,415661,4371,4,151129,620,117682
岩手県,226386,659562,3224,0,103563,577,119022
宮城県,519407,1224454,21506,11,204624,891,292386
秋田県,194411,81563,8600,1,89825,561,95425
山形県,218755,358183,6534,0,90443,343,121435
福島県,388886,1156057,3568,1,180682,574,204062
茨城県,618428,1985898,20330,18,301424,1202,295472
栃木県,406700,1197708,5581,8,215803,976,184340
群馬県,426876,1188747,8047,10,225131,998,192700
埼玉県,1761083,4992329,18557,27,1160893,3590,578043
千葉県,1430222,3586421,18043,29,904076,3557,504546
東京都,4273270,11506569,49846,34,3093983,7645,1121796
神奈川県,2170392,6544209,22983,31,1450734,3995,692680
新潟県,439520,1247168,6499,3,223993,375,208653
富山県,228057,471537,3268,3,123822,301,100666
石川県,269953,763788,3973,1,155716,474,109790
福井県,193786,570926,1989,2,110918,184,80695
山梨県,183359,756196,1328,2,93672,356,88003
長野県,438187,1399550,7187,2,430402,815,217
岐阜県,521858,1720260,470,4,284881,1030,235477
静岡県,834068,2385740,8839,9,478956,1253,345020
愛知県,2057269,5371802,26296,39,2018683,3999,8291
三重県,442160,1100973,10259,5,226621,966,204314
滋賀県,362547,1246936,5522,1,225722,621,130682
京都府,661605,1499614,13210,43,459222,1540,187633
大阪府,2772534,12048002,42637,84,2032077,8032,689788
兵庫県,1429021,2465506,13443,17,986750,3622,425206
奈良県,336716,955073,30021,9,195268,778,110649
和歌山県,229956,319456,170,5,129448,485,99853
鳥取県,135210,1080774,9254,0,44778,240,80938
島根県,160236,503752,1899,0,157664,269,404
岡山県,475235,1147065,10641,13,457083,781,6730
広島県,774724,3298382,16209,6,409656,1246,347613
山口県,299850,1133706,3116,1,158495,684,137555
徳島県,158438,427337,1413,5,90741,383,65901
香川県,243485,532460,2855,3,138120,562,101948
愛媛県,303088,923518,3936,4,156705,630,141817
高知県,160426,494109,5102,5,94023,545,60756
福岡県,1548636,3918607,28325,13,1029285,2972,488054
佐賀県,254856,377021,12914,3,125171,452,116319
長崎県,327252,1070315,22475,0,177499,577,126701
熊本県,522005,540288,7301,16,320699,1202,192803
大分県,293566,1009928,2297,2,172076,673,118520
宮崎県,312695,238860,3890,5,189320,725,118760
鹿児島県,428383,918575,3282,8,286186,811,138104
沖縄県,571274,1372066,2914,3,494076,881,73403
