都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1331733,3964610,17470,2,717238,4523,592502
青森県,277516,415661,4159,0,151129,640,121588
岩手県,233109,696257,3169,0,103563,607,125770
宮城県,532866,1280459,21255,4,204624,937,306050
秋田県,198717,81563,8409,1,89825,587,99896
山形県,224220,368532,6453,0,90443,355,126969
福島県,400093,1156057,3568,0,180682,821,215022
茨城県,633431,1985898,19695,2,301424,1273,311039
栃木県,418876,1249680,5302,4,215803,1053,196718
群馬県,436934,1239861,7816,2,225131,1069,202918
埼玉県,1788547,5165917,17555,9,1160893,3864,606235
千葉県,1454947,3767529,16052,7,904076,3862,530957
東京都,4319959,11941141,47381,9,3093983,7984,1170611
神奈川県,2205172,6945115,3834,8,1450734,4236,746368
新潟県,451229,1296900,6380,0,223993,431,220425
富山県,235169,493288,3107,0,123822,309,107931
石川県,276711,763788,3871,1,155716,496,116628
福井県,198600,597801,1839,0,110918,196,85647
山梨県,188793,808357,1174,0,93672,395,93552
長野県,453387,1460527,2026,1,451089,856,584
岐阜県,537417,1811989,151,2,284881,1094,251291
静岡県,860781,2501918,8235,2,478956,1367,372223
愛知県,2097615,5693669,4523,5,2087493,4266,1333
三重県,456769,1150732,10071,1,226621,1035,219042
滋賀県,371542,1356707,5288,1,225722,667,139865
京都府,673632,1556971,12817,12,459222,1639,199954
大阪府,2816234,12618568,16835,22,2032077,8380,758942
兵庫県,1459741,2465506,12854,6,986750,3788,456349
奈良県,343983,1002936,29855,0,195268,850,118010
和歌山県,237173,319456,47,0,129448,515,107163
鳥取県,140230,1133136,9169,0,44778,256,86027
島根県,166339,532009,811,0,165095,294,139
岡山県,488131,1214527,1420,7,485425,833,453
広島県,794735,3333609,15849,3,409656,1343,367887
山口県,311150,1194691,2922,1,158495,739,148994
徳島県,165043,452689,1336,0,90741,409,72557
香川県,250856,559439,2604,3,138120,611,109521
愛媛県,313499,972608,3778,3,156705,682,152334
高知県,167981,494109,5010,5,94023,582,68366
福岡県,1577918,3918607,26625,2,1029285,3157,518851
佐賀県,259739,377021,12744,0,125171,487,121337
長崎県,334647,1136444,21532,0,177499,630,134986
熊本県,531799,540288,6900,4,320699,1284,202916
大分県,301348,1009928,2146,2,172076,757,126369
宮崎県,318470,238860,3757,0,189320,770,124623
鹿児島県,438864,937026,798,0,286186,869,151011
沖縄県,575703,1413313,733,0,494076,923,79971
