都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1338648,3964610,17356,3,717238,4552,599502
青森県,279197,415661,4155,0,151129,643,123270
岩手県,234432,714864,3157,0,103563,616,127096
宮城県,536865,1308828,21176,2,204624,954,310111
秋田県,200017,81563,8361,1,89825,595,101236
山形県,226656,373691,6515,0,90443,359,129339
福島県,403990,1156057,3568,2,180682,844,218896
茨城県,636312,1985898,19582,3,301424,1291,314015
栃木県,421978,1275433,5274,0,215803,1068,199833
群馬県,439752,1266635,7748,0,225131,1092,205781
埼玉県,1796121,5257297,17455,4,1160893,3950,613823
千葉県,1461075,3849699,15913,3,904076,3909,537177
東京都,4334685,12168343,47138,2,3093983,8043,1185521
神奈川県,2213607,7160287,2367,5,1450734,4289,756217
新潟県,456253,1330609,6351,0,223993,439,225470
富山県,236496,504378,3088,0,123822,313,109273
石川県,278197,763788,3844,0,155716,508,118129
福井県,199661,609074,1804,0,110918,196,86743
山梨県,190234,822767,1150,0,93672,411,95001
長野県,458197,1493765,1435,0,456545,868,651
岐阜県,540936,1850492,105,1,284881,1111,254839
静岡県,865458,2559376,8079,0,478956,1395,377028
愛知県,2106606,5835456,2422,0,2098803,4305,1076
三重県,459704,1177987,10038,0,226621,1041,222004
滋賀県,373193,1381616,5229,0,225722,674,141568
京都府,676357,1581712,12804,11,459222,1653,202678
大阪府,2825521,12883256,14504,8,2032077,8463,770477
兵庫県,1465479,2465506,12827,3,986750,3858,462044
奈良県,345651,1025328,29822,1,195268,864,119697
和歌山県,238660,319456,33,0,129448,520,108659
鳥取県,141848,1157743,9164,0,44778,262,87644
島根県,168222,544639,524,1,167297,299,102
岡山県,490427,1247165,593,2,488643,848,343
広島県,800166,3350880,15818,1,409656,1357,373335
山口県,313828,1217831,2900,0,158495,747,151686
徳島県,166523,463253,1307,0,90741,419,74056
香川県,252280,572010,2567,1,138120,618,110975
愛媛県,316088,996772,3713,2,156705,693,154977
高知県,169149,494109,4982,1,94023,595,69549
福岡県,1584074,3918607,26435,3,1029285,3181,525173
佐賀県,260766,377021,12716,0,125171,492,122387
長崎県,336323,1168952,21286,2,177499,645,136893
熊本県,533897,540288,6773,2,320699,1303,205122
大分県,303026,1009928,2097,0,172076,772,128081
宮崎県,319866,238860,3759,0,189320,776,126011
鹿児島県,441527,943394,501,1,286186,884,153956
沖縄県,577364,1433361,728,0,494076,1010,81550
