都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1311087,3964610,17821,5,717238,4412,571616
青森県,274020,415661,4336,1,151129,621,117934
岩手県,226733,661406,3222,0,103563,577,119371
宮城県,520181,1227531,21483,10,204624,893,293181
秋田県,194613,81563,8611,2,89825,564,95613
山形県,219009,358650,6529,0,90443,345,121692
福島県,389512,1156057,3568,0,180682,718,204544
茨城県,619736,1985898,20299,19,301424,1206,296807
栃木県,407603,1200325,5573,7,215803,982,185245
群馬県,427542,1191389,8045,10,225131,1003,193363
埼玉県,1763116,5000963,18505,27,1160893,3609,580109
千葉県,1432046,3630110,17428,20,904076,3579,506963
東京都,4276772,11528713,49687,35,3093983,7665,1125437
神奈川県,2172506,6567859,21409,33,1450734,4007,696356
新潟県,440191,1249349,6458,3,223993,375,209365
富山県,228431,472418,3259,4,123822,301,101049
石川県,270345,763788,3968,3,155716,475,110186
福井県,194089,570926,1989,1,110918,187,80995
山梨県,183728,756196,1327,2,93672,360,88369
長野県,439175,1401828,6647,3,432216,821,509
岐阜県,522782,1727717,454,3,284881,1033,236414
静岡県,836067,2391176,8823,7,478956,1258,347030
愛知県,2060146,5383769,24155,32,2025355,4020,6616
三重県,443263,1100973,10238,6,226621,972,205432
滋賀県,363150,1252153,5516,1,225722,622,131290
京都府,662429,1502899,13190,41,459222,1543,188474
大阪府,2775709,12077324,40198,78,2032077,8057,695377
兵庫県,1431205,2465506,13396,19,986750,3632,427427
奈良県,337199,956882,30006,10,195268,782,111143
和歌山県,230379,319456,156,5,129448,488,100287
鳥取県,135465,1087302,9238,0,44778,240,81209
島根県,160568,503752,1798,1,158144,270,356
岡山県,476214,1147065,10641,13,457083,783,7707
広島県,776209,3300134,16194,5,409656,1253,349106
山口県,300609,1147876,3120,1,158495,690,138304
徳島県,158799,428198,1413,4,90741,384,66261
香川県,244041,534238,2852,4,138120,564,102505
愛媛県,303779,924146,3888,4,156705,633,142553
高知県,160729,494109,5100,4,94023,545,61061
福岡県,1550807,3918607,28285,12,1029285,2982,490255
佐賀県,255188,377021,12900,3,125171,453,116664
長崎県,327705,1073359,22355,2,177499,577,127274
熊本県,522774,540288,7292,19,320699,1207,193576
大分県,294079,1009928,2285,1,172076,681,119037
宮崎県,313120,238860,3885,5,189320,728,119187
鹿児島県,429137,919684,3122,8,286186,818,139011
沖縄県,571605,1374661,2684,2,494076,881,73964
