"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"13","東京都","33281","1805","1793","0","３／３","5015","6919","80","26%","5%","313","313","0","１／３","1468","1468","0","21%","2751","42","３／３","4760","7966","90","35%","70","３／３","301","936","7%","15401","28","13296","156","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"14","神奈川県","12780","406","406","17","３／４","1249","2100","143","19%","3%","5","5","0","３／４","123","210","0","2%","562","0","１／１","2092","2092","0","27%","17","３／４","39","143","12%","10316","61","1496","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"15","新潟県","1709","170","170","0","３／４","555","653","0","26%","10%","0","0","0","３／４","112","112","0","0%","46","0","３／３","300","340","0","14%","0","１／３","0","10","0%","1493","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"16","富山県","243","73","73","0","２／３","230","481","0","15%","30%","0","0","0","２／３","14","36","0","0%","117","0","２／３","625","625","0","19%","0","２／３","0","0","－","34","0","19","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"17","石川県","704","84","84","0","２／３","253","306","0","27%","12%","0","0","0","２／３","33","37","0","0%","111","0","２／３","560","560","0","20%","0","１／３","0","0","－","261","0","248","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"18","福井県","435","40","40","0","２／５","132","425","100","9%","9%","0","0","0","２／５","7","24","0","0%","310","0","５／５","316","316","0","98%","0","２／５","0","100","0%","85","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"19","山梨県","713","138","138","0","３／５","221","376","0","37%","19%","0","0","0","３／５","19","24","0","0%","560","311","３／５","966","966","479","58%","311","３／５","479","479","65%","15","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"20","長野県","1783","146","146","0","２／３","356","513","0","28%","8%","1","1","0","２／３","35","43","0","2%","502","0","２／３","806","806","0","62%","0","－","0","0","－","906","0","229","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"21","岐阜県","1677","247","247","0","３／４","798","894","0","28%","15%","0","0","0","３／４","59","59","0","0%","757","0","３／３","1566","1566","4","48%","0","３／４","4","4","0%","0","0","673","10","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"22","静岡県","4088","79","79","0","２／３","446","751","0","11%","2%","1","1","0","２／３","49","64","0","2%","378","0","２／３","870","1070","0","35%","0","２／３","75","75","0%","3100","0","531","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"23","愛知県","9222","220","205","0","１／２","1141","1666","0","12%","2%","2","2","0","１／２","134","172","0","1%","856","0","１／２","1628","1628","0","53%","0","１／２","0","0","－","6000","45","2146","1","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"24","三重県","1633","115","115","0","３／３","457","457","0","25%","7%","0","0","0","３／３","50","50","0","0%","79","0","２／３","334","665","0","12%","0","３／３","0","0","－","1409","0","30","3","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"25","滋賀県","2189","224","224","0","Ⅰ／Ⅰ","446","487","30","46%","10%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","442","0","Ⅰ／Ⅰ","677","677","0","65%","0","Ⅰ／Ⅰ","0","30","0%","1444","5","79","3","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"26","京都府","4927","268","268","0","１／２","699","888","110","30%","5%","38","38","0","１／２","152","171","0","22%","449","0","１／１","1126","1126","0","40%","0","１／２","30","110","0%","4210","15","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"27","大阪府","22900","1084","1084","0","４／５","2719","3734","0","29%","5%","254","254","0","１／５","962","1365","0","19%","2401","0","５／７","8231","10242","0","23%","0","１／５","0","1041","0%","13123","0","6292","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"28","兵庫県","6627","536","536","0","４／５","1200","1417","0","38%","8%","3","3","0","４／５","120","142","0","2%","1314","0","４／５","2000","2411","0","55%","0","－","0","0","－","3742","0","1035","12","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"29","奈良県","1800","217","217","0","３／３","503","503","0","43%","12%","3","3","0","３／３","34","34","0","9%","624","0","３／３","1083","1083","0","58%","0","３／３","0","0","－","0","0","959","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"30","和歌山県","857","446","446","0","３／３","620","620","0","72%","52%","2","2","0","３／３","26","26","0","8%","73","0","３／３","151","201","0","36%","0","３／３","0","178","0%","0","0","338","338","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"31","鳥取県","310","116","116","0","１／３","234","350","5","33%","37%","0","0","0","１／３","19","47","0","0%","100","0","１／２","277","364","0","27%","0","１／１","5","5","0%","60","0","34","34","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"32","島根県","848","131","131","0","５／５","312","368","0","36%","15%","1","1","0","５／５","5","28","0","4%","36","0","５／５","133","133","0","27%","0","－","0","0","－","358","0","323","9","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"33","岡山県","1850","64","64","0","３／４","484","554","0","12%","3%","0","0","0","２／４","37","68","0","0%","170","0","２／３","359","629","0","27%","0","２／４","0","5","0%","1455","6","161","16","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"34","広島県","8977","265","246","0","３／４","517","591","0","42%","3%","7","7","0","３／４","44","46","0","15%","708","0","３／４","2334","2334","0","30%","0","３／４","0","0","－","5686","15","2318","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"35","山口県","2142","248","248","0","４／４","581","581","0","43%","12%","1","1","0","４／４","47","47","0","2%","252","0","４／４","830","830","0","30%","0","２／４","0","0","－","1114","0","528","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"36","徳島県","255","53","53","0","２／５","142","263","22","20%","21%","0","0","0","２／５","6","25","0","0%","153","0","２／５","240","450","0","34%","0","２／５","0","22","0%","49","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"37","香川県","653","78","77","0","２／３","189","264","0","29%","12%","1","1","0","２／３","21","30","0","3%","177","0","１／２","368","424","0","42%","0","２／３","0","0","－","212","11","186","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"38","愛媛県","1475","59","59","0","３／３","263","263","0","22%","4%","1","1","0","３／３","19","19","0","5%","45","0","３／３","263","263","67","17%","0","３／３","67","67","0%","1261","0","110","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"39","高知県","278","59","59","0","３／５","193","255","0","23%","21%","2","2","0","３／５","16","24","0","8%","137","0","３／５","345","385","0","36%","0","３／５","0","0","－","0","0","82","10","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"40","福岡県","7077","168","167","0","３／５","792","1558","0","11%","2%","1","1","0","３／５","106","206","0","0%","1149","0","４／４","2234","2234","19","51%","0","１／２","19","69","0%","4874","4","886","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"41","佐賀県","1004","157","157","0","３／５","429","545","50","29%","16%","0","0","0","１／５","3","48","0","0%","263","0","３／４","515","515","0","51%","0","３／５","50","50","0%","584","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"42","長崎県","1736","130","130","0","４／４","400","440","0","30%","7%","0","0","0","４／４","36","36","0","0%","352","0","４／４","758","900","0","39%","0","４／４","0","0","－","693","0","561","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"43","熊本県","2992","269","269","0","２／２","675","675","0","40%","9%","0","0","0","２／２","53","53","0","0%","647","0","２／２","1000","1000","0","65%","0","－","0","0","－","1296","0","780","27","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"44","大分県","954","158","158","0","２／４","362","508","0","31%","17%","0","0","0","２／４","34","43","0","0%","552","0","２／４","724","1349","209","41%","0","２／４","79","209","0%","236","0","8","8","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"45","宮崎県","1006","60","60","0","２／２","271","271","0","22%","6%","0","0","0","２／２","15","15","0","0%","165","0","３／３","500","500","0","33%","0","３／３","0","0","－","305","0","476","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"46","鹿児島県","1104","140","140","0","２／４","294","567","0","25%","13%","0","0","0","２／４","6","33","0","0%","490","0","３／４","889","1757","47","28%","0","１／４","0","57","0%","0","0","474","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"47","沖縄県","11362","367","367","0","５／５","643","643","0","57%","3%","40","40","0","５／５","60","60","0","67%","305","0","５／５","960","960","30","32%","0","５／５","30","30","0%","8837","0","1853","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
