"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","3964","327","327","0","２／３","1547","2065","0","16%","8%","0","0","0","２／３","102","134","0","0%","452","0","２／３","2040","2500","0","18%","0","２／３","34","56","0%","2316","21","869","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"02","青森県","764","73","72","0","３／５","389","414","0","17%","10%","0","0","0","１／５","31","31","0","0%","249","0","３／５","700","700","0","36%","0","－","0","0","－","74","0","368","368","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"03","岩手県","133","70","70","0","１／２","203","301","0","23%","53%","0","0","0","１／２","29","31","0","0%","54","0","１／２","100","280","0","19%","0","－","0","0","－","6","0","3","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"04","宮城県","569","50","50","0","Ⅰ／Ⅰ","510","510","0","10%","9%","1","1","0","Ⅰ／Ⅰ","55","55","0","2%","333","0","Ⅰ／Ⅰ","1250","1250","0","27%","0","－","0","0","－","88","0","98","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"05","秋田県","227","53","53","0","５／６","229","289","0","18%","23%","0","0","0","５／６","15","24","0","0%","87","0","５／６","395","415","0","21%","0","－","0","0","－","0","0","87","10","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"06","山形県","321","67","67","0","３／４","187","237","0","28%","21%","0","0","0","３／４","26","26","0","0%","60","0","３／４","322","322","0","19%","0","３／４","0","0","－","111","0","83","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"07","福島県","472","217","217","0","３／３","734","742","8","29%","46%","1","1","0","３／３","47","47","0","2%","110","0","３／３","480","480","0","23%","0","２／３","0","21","0%","108","0","37","4","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"08","茨城県","1648","90","90","0","４／４","600","663","77","14%","5%","2","2","0","３／４","30","72","0","3%","427","0","３／５","1020","2600","0","16%","0","４／４","77","77","0%","1131","0","0","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"09","栃木県","1492","155","155","0","２／３","448","638","100","24%","10%","0","0","0","２／３","32","46","0","0%","251","0","２／３","665","1065","0","24%","0","２／３","10","100","0%","1021","25","65","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"10","群馬県","1999","218","218","0","３／４","496","561","0","39%","11%","1","0","0","２／４","22","37","0","0%","706","0","５／６","1319","1727","0","41%","0","３／４","0","6","0%","595","0","480","480","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"11","埼玉県","8213","549","549","0","２／４","1358","1743","26","31%","7%","5","5","0","２／４","130","198","0","3%","816","0","４／４","1925","1986","8","41%","0","１／６","26","34","0%","4633","0","2215","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
"12","千葉県","6664","245","245","1","２／２","1239","1462","158","17%","4%","0","0","0","２／２","119","123","0","0%","466","0","２／２","2011","2011","3","23%","1","２／２","29","161","1%","4937","0","1016","0","2022-01-19","https://www.mhlw.go.jp/content/10900000/000886477.xlsx"
