"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"27","大阪府","226674","2811","2811","0","Ⅰ／Ⅰ","3839","4797","0","59%","1%","685","683","0","３／５","1248","1544","0","44%","4661","100","Ⅰ／Ⅰ","9434","9861","188","47%","100","Ⅰ／Ⅰ","212","226","44%","153865","0","65337","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"28","兵庫県","81653","1049","1049","0","５／５","1629","1629","0","64%","1%","31","31","0","５／５","142","142","0","22%","722","0","５／５","2411","2411","0","30%","0","－","0","0","－","70919","0","8963","57","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"29","奈良県","25424","429","325","0","３／３","537","537","0","61%","2%","8","8","0","３／３","36","36","0","22%","341","0","３／３","969","969","0","35%","0","３／３","0","0","－","0","0","24654","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"30","和歌山県","7571","404","404","0","３／３","539","539","0","75%","5%","6","6","0","３／３","26","26","0","23%","113","0","３／３","178","178","0","63%","0","３／３","178","181","0%","7054","0","0","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"31","鳥取県","5711","146","146","0","３／３","276","350","5","42%","3%","0","0","0","３／３","30","47","0","0%","139","0","２／２","448","448","0","31%","0","１／１","5","5","0%","3610","0","1816","1816","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"32","島根県","7612","164","120","0","５／５","348","371","0","32%","2%","2","2","0","５／５","5","28","0","7%","34","0","５／５","133","133","0","26%","0","－","0","0","－","5225","7","2189","1","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"33","岡山県","18889","355","298","0","４／４","525","554","0","54%","2%","9","7","0","２／４","37","68","0","10%","145","0","３／３","629","629","0","23%","0","２／４","0","5","0%","15273","245","3116","2","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"34","広島県","23017","526","328","0","Ⅰ／Ⅱ","713","713","19","46%","2%","7","7","0","Ⅰ／Ⅱ","53","53","0","13%","805","0","Ⅰ／Ⅰ","1895","1979","0","41%","0","Ⅰ／Ⅱ","19","19","0%","20939","279","747","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"35","山口県","12844","275","275","0","４／４","612","612","0","45%","2%","3","3","0","４／４","47","47","0","6%","229","0","４／４","671","671","0","34%","0","４／４","0","0","－","11248","378","1092","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"36","徳島県","5309","119","119","0","４／５","234","263","22","45%","2%","4","4","0","４／５","25","25","0","16%","205","0","５／５","500","500","0","41%","0","４／５","0","22","0%","4985","0","0","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"37","香川県","10242","204","95","0","３／３","271","271","0","35%","2%","1","1","0","３／３","30","30","0","3%","152","0","２／２","474","474","0","32%","0","３／３","0","0","－","6571","136","3315","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"38","愛媛県","14088","294","181","0","Ⅰ／Ⅰ","381","391","10","46%","2%","2","2","0","Ⅰ／Ⅰ","26","26","0","8%","99","0","３／３","263","263","67","38%","0","Ⅰ／Ⅰ","67","77","0%","11881","196","1814","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"39","高知県","7779","228","154","0","５／５","285","285","0","54%","3%","8","6","0","５／５","24","24","0","25%","78","0","５／５","271","271","0","29%","0","５／５","0","0","－","7464","240","9","8","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"40","福岡県","98211","2026","1316","0","５／５","1785","1785","0","74%","2%","22","22","0","５／５","217","217","0","10%","1150","0","４／４","2432","2432","19","47%","0","１／２","19","222","0%","88013","387","7022","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"41","佐賀県","12171","440","322","0","４／５","504","578","50","56%","4%","0","0","0","１／５","8","48","0","0%","214","0","２／４","615","615","0","35%","0","４／５","50","50","0%","11517","324","0","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"42","長崎県","20575","477","272","0","Ⅰ／Ⅱ","485","518","0","53%","2%","1","1","0","Ⅰ／Ⅱ","40","40","0","3%","348","0","Ⅰ／Ⅱ","900","920","20","38%","0","Ⅰ／Ⅱ","0","20","0%","19749","296","1","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"43","熊本県","44960","844","586","0","Ⅱ／Ⅱ","855","855","0","69%","2%","12","12","0","Ⅱ／Ⅱ","68","68","0","18%","555","0","Ⅱ／Ⅱ","1226","1226","0","45%","0","－","0","0","－","26243","54","17318","210","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"44","大分県","11859","245","245","0","３／４","427","512","0","48%","2%","1","1","0","３／４","34","43","0","2%","620","90","３／４","1370","1460","254","42%","90","３／４","175","254","35%","10812","292","182","182","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"45","宮崎県","16106","145","145","0","２／２","321","321","0","45%","1%","3","3","0","２／２","15","15","0","20%","204","0","３／３","500","500","0","41%","0","３／３","0","0","－","12644","257","3113","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"46","鹿児島県","25924","544","445","0","Ⅰ／Ⅱ","667","667","0","67%","2%","2","2","0","Ⅰ／Ⅱ","38","38","0","5%","1383","0","Ⅰ／Ⅱ","1812","1812","47","76%","0","１／４","0","57","0%","0","0","23997","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
"47","沖縄県","39503","667","667","0","Ⅰ／Ⅲ","877","877","0","76%","2%","25","25","0","Ⅰ／Ⅲ","64","64","0","39%","499","0","Ⅰ／Ⅲ","2515","2515","100","20%","0","Ⅰ／Ⅲ","100","100","0%","31922","1801","6415","0","2022-08-03","https://www.mhlw.go.jp/content/10900000/000973968.xlsx"
