"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","725","166","166","0","１／３","1255","2065","0","8%","23%","0","0","0","１／３","87","134","0","0%","85","0","１／３","1450","2500","0","3%","0","１／３","14","56","0%","392","18","82","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"02","青森県","164","64","64","0","２／５","375","414","0","15%","39%","0","0","0","１／５","31","31","0","0%","17","0","１／５","700","700","0","2%","0","－","0","0","－","1","0","82","82","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"03","岩手県","47","40","40","0","１／２","203","301","0","13%","85%","0","0","0","１／２","29","31","0","0%","7","0","１／２","100","280","0","3%","0","－","0","0","－","0","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"04","宮城県","117","20","20","0","Ⅰ／Ⅰ","510","510","0","4%","17%","0","0","0","Ⅰ／Ⅰ","55","55","0","0%","76","0","Ⅰ／Ⅰ","1250","1250","0","6%","0","－","0","0","－","17","0","4","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"05","秋田県","20","13","13","0","３／６","140","289","0","4%","65%","0","0","0","３／６","10","24","0","0%","0","0","３／６","395","395","0","0%","0","－","0","0","－","0","0","7","7","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"06","山形県","98","45","45","0","３／４","187","237","0","19%","46%","0","0","0","３／４","26","26","0","0%","0","0","３／４","322","322","0","0%","0","３／４","0","0","－","11","0","42","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"07","福島県","182","131","130","0","３／３","709","734","0","18%","72%","1","1","0","３／３","40","47","0","2%","23","0","３／３","480","480","0","5%","0","２／３","0","21","0%","17","0","11","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"08","茨城県","383","59","59","0","４／４","300","607","21","10%","15%","0","0","0","３／４","30","72","0","0%","226","0","３／５","830","2600","0","9%","0","４／４","21","21","0%","98","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"09","栃木県","382","120","120","0","１／３","360","633","100","19%","31%","0","0","0","１／３","22","46","0","0%","119","0","１／３","665","1065","0","11%","0","１／３","0","100","0%","95","13","48","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"10","群馬県","547","106","106","0","２／４","358","561","0","19%","19%","0","0","0","２／４","22","37","0","0%","307","0","４／６","1073","1727","0","18%","0","－","0","0","－","80","0","54","54","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"11","埼玉県","1778","296","296","0","２／４","995","1717","0","17%","17%","1","1","0","２／４","124","198","0","1%","417","0","４／４","1581","1986","8","21%","0","１／６","8","8","0%","697","0","368","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"12","千葉県","1372","144","144","0","２／２","1063","1462","158","10%","10%","0","0","0","２／２","95","123","0","0%","175","0","２／２","2011","2011","3","9%","0","２／２","0","161","0%","956","0","97","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"13","東京都","8376","954","950","0","３／３","4863","6919","80","14%","11%","208","208","0","１／３","1468","1468","0","14%","2110","66","３／３","4760","7966","90","26%","73","３／３","211","936","8%","2769","7","2536","66","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"14","神奈川県","2720","161","161","6","３／４","1179","2100","143","8%","6%","4","4","0","３／４","126","210","0","2%","318","0","１／１","2076","2076","0","15%","6","３／４","39","143","4%","2042","3","199","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"15","新潟県","455","120","120","0","２／４","438","653","0","18%","26%","0","0","0","２／４","99","112","0","0%","31","0","２／３","300","340","0","9%","0","２／３","0","10","0%","304","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"16","富山県","107","47","47","0","２／３","230","481","0","10%","44%","0","0","0","２／３","14","36","0","0%","44","0","２／３","625","625","0","7%","0","２／３","0","0","－","14","0","2","1","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"17","石川県","135","70","70","0","１／３","171","306","0","23%","52%","0","0","0","１／３","32","37","0","0%","24","0","１／３","560","560","0","4%","0","１／３","0","0","－","30","11","11","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
