"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"18","福井県","179","31","31","0","１／５","98","425","100","7%","17%","0","0","0","１／５","4","24","0","0%","148","0","１／５","187","316","0","47%","0","１／５","0","100","0%","0","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"19","山梨県","163","98","98","0","２／５","161","376","0","26%","60%","0","0","0","２／５","13","24","0","0%","65","33","２／５","966","966","479","7%","33","２／５","479","479","7%","0","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"20","長野県","608","122","122","0","２／３","282","513","0","24%","20%","1","1","0","２／３","32","43","0","2%","233","0","２／３","806","806","0","29%","0","－","0","0","－","150","0","103","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"21","岐阜県","349","126","126","0","３／４","718","894","0","14%","36%","0","0","0","３／４","59","59","0","0%","166","0","３／３","1014","1566","4","11%","0","３／４","0","4","0%","0","0","57","6","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"22","静岡県","760","32","32","0","２／３","433","751","0","4%","4%","1","1","0","２／３","49","64","0","2%","152","0","２／３","870","1070","0","14%","0","２／３","75","75","0%","464","0","112","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"23","愛知県","1705","127","127","0","１／２","1141","1666","0","8%","7%","1","1","0","１／２","134","172","0","1%","501","0","１／２","1628","1628","0","31%","0","１／２","0","0","－","840","26","237","1","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"24","三重県","220","47","47","0","３／３","457","457","0","10%","21%","0","0","0","３／３","50","50","0","0%","60","60","１／３","230","665","0","9%","0","３／３","0","0","－","159","0","14","5","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"25","滋賀県","667","173","173","0","Ⅰ／Ⅰ","437","487","30","36%","26%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","336","0","Ⅰ／Ⅰ","677","677","0","50%","0","Ⅰ／Ⅰ","0","30","0%","133","0","25","4","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"26","京都府","1072","240","240","0","１／２","699","888","110","27%","22%","14","14","0","１／２","152","171","0","8%","276","0","１／１","1126","1126","0","25%","0","１／２","30","110","0%","556","2","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"27","大阪府","4265","675","675","0","４／５","2348","3722","0","18%","16%","144","144","0","１／５","970","1378","0","10%","1290","0","４／７","4388","9604","0","13%","0","１／５","0","1041","0%","1969","0","331","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"28","兵庫県","1021","241","241","0","２／５","600","1417","0","17%","24%","1","1","0","２／５","60","142","0","1%","378","0","２／５","1000","2411","0","16%","0","－","0","0","－","343","0","59","5","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"29","奈良県","639","121","121","0","２／３","379","492","0","25%","19%","0","0","0","２／３","32","34","0","0%","262","0","２／３","1083","1083","0","24%","0","２／３","0","0","－","0","0","256","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"30","和歌山県","224","224","224","0","３／３","591","591","0","38%","100%","0","0","0","３／３","26","26","0","0%","0","0","３／３","151","201","0","0%","0","３／３","0","178","0%","0","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"31","鳥取県","109","102","102","0","１／３","221","350","5","29%","94%","0","0","0","１／３","19","47","0","0%","6","0","１／２","277","364","0","2%","0","１／１","0","5","0%","0","0","1","1","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"32","島根県","241","164","164","0","４／５","283","368","0","45%","68%","0","0","0","４／５","5","28","0","0%","2","0","４／５","133","133","0","2%","0","－","0","0","－","22","0","53","53","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"33","岡山県","425","72","72","0","２／４","400","554","0","13%","17%","0","0","0","２／４","37","68","0","0%","161","0","２／３","359","507","0","32%","0","２／４","0","5","0%","182","0","10","5","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"34","広島県","3380","197","184","0","３／４","483","589","0","31%","6%","2","2","0","３／４","39","46","0","4%","976","0","３／４","2136","2334","0","42%","0","３／４","0","0","－","545","0","1662","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"35","山口県","1292","242","242","0","４／４","549","549","0","44%","19%","2","2","0","４／４","47","47","0","4%","248","0","４／４","830","830","0","30%","0","２／４","0","0","－","497","0","305","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"36","徳島県","56","49","49","0","２／５","142","263","22","19%","88%","0","0","0","２／５","6","25","0","0%","9","9","２／５","240","450","0","2%","0","２／５","0","22","0%","7","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"37","香川県","165","54","52","0","２／３","189","264","0","20%","33%","0","0","0","２／３","21","30","0","0%","33","0","１／２","368","424","0","8%","0","２／３","0","0","－","20","0","58","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"38","愛媛県","332","66","66","0","３／３","263","263","0","25%","20%","0","0","0","３／３","19","19","0","0%","12","0","３／３","263","263","67","5%","0","３／３","0","67","0%","229","0","25","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"39","高知県","53","15","15","0","２／５","159","257","0","6%","28%","0","0","0","２／５","16","24","0","0%","30","0","２／５","264","385","0","8%","0","２／５","0","0","－","0","0","8","2","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"40","福岡県","1034","94","93","0","１／５","353","1558","0","6%","9%","3","3","0","１／５","77","206","0","1%","505","0","４／４","781","2234","19","23%","0","１／２","0","69","0%","390","0","45","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"41","佐賀県","279","118","118","0","３／５","339","545","50","22%","42%","0","0","0","１／５","3","48","0","0%","161","0","２／４","515","515","0","31%","0","３／５","0","50","0%","0","0","0","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"42","長崎県","313","55","55","0","３／４","232","440","0","13%","18%","0","0","0","３／４","21","36","0","0%","161","0","３／４","633","900","0","18%","0","３／４","0","0","－","47","0","50","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"43","熊本県","445","106","106","0","１／２","564","675","0","16%","24%","0","0","0","１／２","49","53","0","0%","154","0","１／２","1000","1000","0","15%","0","－","0","0","－","81","0","104","3","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"44","大分県","181","101","101","0","１／４","362","508","0","20%","56%","0","0","0","１／４","34","43","0","0%","42","0","１／４","444","1349","209","3%","0","１／４","0","209","0%","3","0","35","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"45","宮崎県","124","26","26","0","１／２","225","265","0","10%","21%","0","0","0","１／２","12","15","0","0%","52","0","２／３","150","450","0","12%","0","２／３","0","0","－","5","0","41","2","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"46","鹿児島県","673","78","78","0","２／４","286","559","0","14%","12%","0","0","0","２／４","6","33","0","0%","154","0","２／４","310","1757","47","9%","0","１／４","0","57","0%","0","0","441","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
"47","沖縄県","8178","290","290","0","５／５","635","635","0","46%","4%","27","27","0","５／５","60","60","0","45%","518","0","５／５","852","852","0","61%","0","５／５","0","0","－","4543","0","2827","0","2022-01-12","https://www.mhlw.go.jp/content/10900000/000881555.xlsx"
