"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","29813","1536","1146","0","Ⅰ／Ⅰ","2202","2202","130","52%","5%","44","44","0","Ⅰ／Ⅰ","239","239","0","18%","718","0","Ⅰ／Ⅰ","1984","2523","8","28%","0","Ⅰ／Ⅰ","174","198","0%","24972","0","2587","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"12","千葉県","25006","1063","1022","16","２／２","1730","1776","232","58%","4%","20","20","0","２／２","124","124","0","16%","523","0","２／２","2290","2290","3","23%","16","２／２","227","235","7%","22673","0","747","5","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"13","東京都","136671","3374","3244","49","３／３","6815","7229","230","45%","2%","599","598","0","３／３","1468","1468","0","41%","3169","10","３／３","8850","8850","290","36%","149","３／３","1761","2266","7%","71558","793","58480","336","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"14","神奈川県","45945","1486","1486","76","Ⅰ／Ⅰ","2437","2500","180","59%","3%","81","81","0","Ⅰ／Ⅰ","193","270","0","30%","354","0","１／１","2437","2437","0","15%","76","Ⅰ／Ⅰ","180","204","37%","43903","374","202","1","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"15","新潟県","2807","152","152","0","３／４","577","664","0","23%","5%","2","2","0","３／４","112","112","0","2%","28","0","３／３","300","357","0","8%","0","３／３","10","10","0%","2627","70","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"16","富山県","5839","133","133","0","２／３","230","481","0","28%","2%","6","6","0","２／３","14","36","0","17%","280","0","２／３","760","760","0","37%","0","２／３","0","0","－","4989","104","437","5","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"17","石川県","3538","156","156","0","Ⅱ／Ⅱ","494","494","0","32%","4%","4","4","0","Ⅱ／Ⅱ","41","41","0","10%","81","0","Ⅱ／Ⅱ","970","970","0","8%","0","Ⅱ／Ⅱ","0","0","－","2731","111","570","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"18","福井県","2246","120","120","0","５／５","292","441","100","27%","5%","3","3","0","５／５","24","24","0","13%","143","0","２／５","425","575","0","25%","0","５／５","0","100","0%","1983","0","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"19","山梨県","1661","170","170","0","５／５","389","389","0","44%","10%","1","1","0","５／５","24","24","0","4%","338","252","５／５","1135","1135","639","30%","252","５／５","639","639","39%","1079","71","74","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"20","長野県","4338","172","138","0","３／３","468","513","0","27%","4%","3","3","0","３／３","38","43","0","7%","310","0","Ⅰ／Ⅰ","932","932","0","33%","0","－","0","0","－","3640","0","216","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"21","岐阜県","4890","346","346","0","４／４","894","894","0","39%","7%","5","5","0","４／４","59","59","0","8%","335","0","３／３","1932","1932","4","17%","0","４／４","4","4","0%","3352","4","857","21","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"22","静岡県","11176","350","259","0","３／３","593","616","0","42%","3%","4","4","0","３／３","51","59","0","7%","249","0","３／３","1057","1057","0","24%","0","３／３","75","75","0%","10531","160","46","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"23","愛知県","33676","1576","1078","0","Ⅰ／Ⅱ","1888","1888","0","57%","5%","42","42","0","Ⅰ／Ⅱ","183","183","0","23%","654","0","Ⅰ／Ⅱ","2209","2209","0","30%","0","２／２","0","0","－","27104","567","4342","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"24","三重県","4588","182","182","0","Ⅱ／Ⅲ","534","551","10","33%","4%","7","7","0","Ⅱ／Ⅲ","52","56","0","13%","143","0","３／３","665","665","0","22%","0","Ⅱ／Ⅲ","10","10","0%","4235","46","28","5","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"25","滋賀県","6829","510","281","0","Ⅰ／Ⅰ","500","503","30","56%","7%","4","4","0","Ⅰ／Ⅰ","52","52","0","8%","178","0","Ⅰ／Ⅰ","677","677","0","26%","0","Ⅰ／Ⅰ","30","30","0%","6135","137","6","2","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"26","京都府","11993","521","521","0","２／２","924","924","110","56%","4%","53","53","0","２／２","171","171","0","31%","182","0","１／１","1126","1126","0","16%","0","２／２","110","110","0%","11290","0","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"27","大阪府","77265","2791","2791","0","Ⅰ／Ⅰ","3838","4057","0","69%","4%","721","720","0","４／５","1189","1408","0","51%","2417","27","６／７","9600","11446","150","21%","87","Ⅰ／Ⅰ","1003","1191","7%","48416","0","23581","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"28","兵庫県","26952","842","842","0","５／５","1529","1529","0","55%","3%","31","31","0","５／５","142","142","0","22%","372","0","５／５","2411","2411","0","15%","0","－","0","0","－","23090","0","2648","11","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"29","奈良県","13531","378","304","0","３／３","514","514","0","59%","3%","21","21","0","３／３","34","34","0","62%","338","0","３／３","1083","1083","0","31%","0","３／３","0","0","－","0","0","12815","9","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"30","和歌山県","1123","237","237","0","３／３","630","630","0","38%","21%","4","4","0","３／３","26","26","0","15%","93","0","３／３","329","329","0","28%","0","３／３","178","181","0%","793","0","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"31","鳥取県","991","84","84","1","２／３","250","350","5","24%","8%","0","0","0","２／３","30","47","0","0%","89","0","２／２","459","546","0","16%","1","１／１","5","5","20%","762","0","56","56","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"32","島根県","953","125","125","0","５／５","320","368","0","34%","13%","0","0","0","５／５","5","28","0","0%","56","0","５／５","133","133","0","42%","0","－","0","0","－","572","0","200","9","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"33","岡山県","4347","258","228","0","４／４","537","554","0","41%","6%","5","5","0","３／４","51","68","0","7%","125","0","２／３","373","629","0","20%","0","２／４","0","5","0%","3790","38","174","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"34","広島県","7801","599","286","2","Ⅰ／Ⅱ","785","820","56","35%","8%","8","8","0","Ⅰ／Ⅱ","58","58","0","14%","405","0","Ⅰ／Ⅰ","2334","2334","0","17%","2","Ⅰ／Ⅱ","19","56","4%","5041","355","1756","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"35","山口県","2813","224","224","0","４／４","591","591","0","38%","8%","3","3","0","４／４","47","47","0","6%","209","0","４／４","830","830","0","25%","0","４／４","0","0","－","2080","240","300","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"36","徳島県","1793","82","82","0","４／５","234","263","22","31%","5%","5","5","0","４／５","25","25","0","20%","175","0","５／５","500","500","0","35%","0","４／５","0","22","0%","1536","0","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"37","香川県","3178","361","102","0","３／３","264","266","0","38%","11%","8","8","0","３／３","30","30","0","27%","185","0","２／２","474","474","0","39%","0","３／３","0","0","－","1796","11","836","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"38","愛媛県","2404","87","87","0","３／３","270","270","0","32%","4%","4","4","0","３／３","19","19","0","21%","86","0","３／３","263","263","67","33%","0","３／３","67","67","0%","2130","51","101","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"39","高知県","1958","99","93","0","５／５","255","255","0","36%","5%","4","2","0","５／５","24","24","0","8%","158","0","５／５","418","418","0","38%","4","５／５","12","12","33%","1681","80","16","5","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"40","福岡県","30742","1345","804","0","５／５","1626","1626","0","49%","4%","18","18","0","５／５","206","206","0","9%","835","0","４／４","2468","2468","19","34%","0","１／２","19","69","0%","27109","203","1453","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"41","佐賀県","2904","211","166","0","４／５","496","560","50","30%","7%","2","2","0","３／５","14","48","0","4%","286","0","３／４","615","615","0","47%","0","４／５","50","50","0%","2407","15","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"42","長崎県","3817","184","125","0","Ⅰ／Ⅱ","483","516","0","24%","5%","3","3","0","Ⅰ／Ⅱ","40","40","0","8%","219","0","Ⅰ／Ⅱ","900","920","20","24%","0","Ⅰ／Ⅱ","20","20","0%","3058","6","356","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"43","熊本県","6000","414","326","0","Ⅱ／Ⅱ","825","825","0","40%","7%","9","9","0","Ⅱ／Ⅱ","68","68","0","13%","317","0","Ⅱ／Ⅱ","1335","1335","0","24%","0","－","0","0","－","4436","25","833","82","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"44","大分県","2126","155","155","0","３／４","415","508","0","31%","7%","1","1","0","３／４","34","43","0","2%","530","0","３／４","1360","1360","209","39%","0","３／４","79","209","0%","1426","39","15","15","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"45","宮崎県","1790","115","115","0","２／２","289","289","0","40%","6%","0","0","0","１／２","15","15","0","0%","86","0","Ⅰ／Ⅰ","510","510","10","17%","0","Ⅰ／Ⅰ","10","10","0%","1249","37","340","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"46","鹿児島県","3200","369","255","0","４／４","563","563","0","45%","12%","2","2","0","４／４","33","33","0","6%","686","0","４／４","1710","1757","47","39%","0","１／４","0","57","0%","0","0","2145","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"47","沖縄県","6352","249","249","0","５／５","628","628","0","40%","4%","17","17","0","５／５","60","60","0","28%","589","0","５／５","1230","1230","50","48%","0","５／５","50","50","0%","4837","0","677","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
