"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","19734","1288","725","0","２／３","1689","2075","0","35%","7%","8","8","0","２／３","110","134","0","6%","271","0","２／３","2140","2600","0","10%","0","２／３","56","56","0%","16544","902","1631","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"02","青森県","3363","200","198","0","３／５","383","408","0","49%","6%","5","5","0","１／５","31","31","0","16%","105","0","３／５","920","920","0","11%","0","－","0","0","－","2155","110","903","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"03","岩手県","2675","156","118","0","Ⅰ／Ⅰ","402","402","0","29%","6%","1","1","0","Ⅰ／Ⅰ","33","33","0","3%","66","0","Ⅰ／Ⅰ","370","370","0","18%","0","－","0","0","－","2394","41","59","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"04","宮城県","6108","264","160","0","Ⅰ／Ⅰ","511","511","0","31%","4%","9","9","0","Ⅰ／Ⅰ","55","55","0","16%","1051","0","Ⅰ／Ⅰ","1780","1780","0","59%","0","－","0","0","－","4074","218","719","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"05","秋田県","1752","98","98","0","６／６","289","289","0","34%","6%","1","1","0","６／６","24","24","0","4%","41","0","６／６","395","415","0","10%","0","－","0","0","－","1432","56","181","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"06","山形県","2075","95","93","0","Ⅰ／Ⅱ","225","252","0","37%","5%","2","2","0","Ⅰ／Ⅱ","26","26","0","8%","62","0","Ⅰ／Ⅱ","322","322","0","19%","0","Ⅰ／Ⅱ","0","0","－","1767","0","151","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"07","福島県","3222","258","251","0","３／３","751","751","8","33%","8%","5","5","0","３／３","47","47","0","11%","358","0","３／３","1646","1646","0","22%","0","３／３","16","24","0%","2368","39","238","3","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"08","茨城県","8862","310","310","0","Ⅰ／Ⅰ","780","877","77","35%","3%","9","9","0","Ⅰ／Ⅰ","60","80","0","11%","668","0","５／５","1950","2600","0","26%","0","Ⅰ／Ⅰ","77","77","0%","7884","60","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"09","栃木県","6249","199","199","7","２／３","638","638","100","31%","3%","7","7","0","２／３","32","46","0","15%","384","0","２／３","990","1050","0","37%","7","２／３","100","100","7%","5666","323","0","0","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
"10","群馬県","5352","267","267","0","４／４","568","568","0","47%","5%","7","7","0","４／４","37","37","0","19%","544","0","６／６","1727","1727","0","31%","0","４／４","6","6","0%","4060","0","481","8","2022-03-09","https://www.mhlw.go.jp/content/10900000/000911969.xlsx"
