"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","21305","653","593","0","３／４","1074","1507","0","39%","3%","12","12","0","１／４","60","191","0","6%","470","0","４／４","1702","1986","0","24%","6","４／４","8","22","27%","19687","0","489","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"12","千葉県","14851","668","429","10","２／２","1024","1702","189","25%","4%","5","5","0","２／２","71","126","0","4%","214","0","２／２","1233","1758","3","12%","10","２／２","33","192","5%","13969","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"13","東京都","45173","2036","1946","241","１／２","4222","7496","579","26%","5%","282","282","0","１／２","716","1047","0","27%","1569","33","１／２","6280","7870","370","20%","333","１／２","1384","1736","19%","37015","391","4494","103","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"14","神奈川県","26528","640","640","0","１／４","1239","2100","0","30%","2%","22","22","0","１／４","99","210","0","10%","155","0","１／１","1610","1798","0","9%","0","－","0","0","－","25703","427","30","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"15","新潟県","10199","215","215","0","１／４","388","688","0","31%","2%","3","3","0","１／４","50","112","0","3%","52","0","３／３","357","357","0","15%","0","１／３","0","10","0%","9932","205","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"16","富山県","4335","108","107","0","２／３","273","492","0","22%","2%","1","1","0","２／３","14","36","0","3%","79","0","２／３","510","510","0","15%","0","２／３","0","0","－","4148","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"17","石川県","4667","114","114","0","３／３","314","314","0","36%","2%","2","2","0","３／３","37","37","0","5%","48","0","３／３","630","630","0","8%","0","３／３","0","0","－","4505","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"18","福井県","1952","107","107","0","１／４","157","503","100","21%","5%","0","0","0","１／４","6","24","0","0%","115","0","２／４","425","575","0","20%","0","１／４","0","100","0%","1730","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"19","山梨県","3555","97","97","0","２／５","188","438","0","22%","3%","0","0","0","２／５","13","24","0","0%","204","23","２／５","969","969","639","21%","23","２／５","639","639","4%","3252","109","2","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"20","長野県","14808","334","256","0","３／３","483","531","0","48%","2%","1","1","0","３／３","37","43","0","2%","145","0","３／３","735","735","0","20%","0","－","0","0","－","14329","475","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"21","岐阜県","8432","268","236","0","３／４","470","886","0","27%","3%","0","0","0","３／４","56","59","0","0%","218","0","３／３","1932","1932","4","11%","0","３／３","4","4","0%","7849","314","97","30","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"22","静岡県","10203","311","214","0","３／３","827","827","0","26%","3%","2","2","0","３／３","58","58","0","3%","76","0","３／３","773","773","0","10%","0","３／３","0","50","0%","9816","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"23","愛知県","24902","669","419","0","１／２","1237","1769","0","24%","3%","7","7","0","１／２","133","166","0","4%","336","0","１／２","2679","2737","0","12%","0","１／２","0","0","－","23009","0","888","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"24","三重県","5591","140","42","0","２／３","372","493","0","9%","3%","1","1","0","２／３","46","50","0","2%","34","0","３／３","468","468","0","7%","0","２／３","0","0","－","5417","83","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"25","滋賀県","4696","154","151","13","３／４","369","412","30","37%","3%","3","3","0","３／４","44","44","0","7%","73","0","３／４","631","631","0","12%","13","３／４","30","30","43%","4464","27","5","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"26","京都府","5838","263","263","0","２／２","1033","1033","110","25%","5%","19","19","0","２／２","175","175","0","11%","83","0","１／１","1126","1126","0","7%","0","２／２","110","110","0%","5492","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"27","大阪府","26404","966","893","0","２／５","2111","4713","0","19%","4%","247","247","0","１／５","1134","1544","0","16%","1044","59","５／７","7016","9505","188","11%","59","Ⅰ／Ⅰ","196","226","26%","24394","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"28","兵庫県","12600","375","375","0","３／５","1000","1712","0","22%","3%","8","8","0","３／５","100","142","0","6%","138","0","３／５","1500","2411","0","6%","0","－","0","0","－","12087","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"29","奈良県","3313","143","120","0","２／３","303","555","0","22%","4%","5","5","0","２／３","25","36","0","14%","44","0","２／３","969","969","0","5%","0","２／３","0","0","－","3126","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"30","和歌山県","3265","234","234","0","３／４","242","636","0","37%","7%","3","3","0","３／４","17","26","0","12%","57","0","３／４","178","178","0","32%","0","３／４","178","181","0%","2974","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"31","鳥取県","2346","77","77","0","３／３","136","351","5","22%","3%","0","0","0","３／３","30","47","0","0%","14","0","２／２","448","448","0","3%","0","１／１","5","5","0%","2255","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"32","島根県","2930","115","65","0","３／５","250","371","0","18%","4%","0","0","0","３／５","5","28","0","0%","13","0","３／５","133","133","0","10%","0","－","0","0","－","2658","2","144","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"33","岡山県","6425","185","136","0","３／４","177","598","0","23%","3%","2","2","0","２／４","11","67","0","3%","96","0","２／３","373","629","0","15%","0","２／４","0","5","0%","6140","182","4","1","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"34","広島県","14140","256","194","3","２／４","382","517","19","38%","2%","3","2","0","２／４","26","42","0","5%","248","0","２／４","849","1779","0","14%","3","２／４","19","19","16%","13636","37","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"35","山口県","4628","193","193","0","３／４","527","680","0","28%","4%","2","2","0","３／４","23","47","0","4%","43","0","３／４","671","671","0","6%","0","３／４","0","0","－","4390","188","2","2","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"36","徳島県","2093","63","63","0","２／５","152","286","22","22%","3%","1","1","0","２／５","6","25","0","4%","60","0","５／５","414","414","0","14%","0","２／５","0","22","0%","1970","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"37","香川県","3765","139","68","0","２／３","203","273","0","25%","4%","4","4","0","２／３","21","30","0","13%","61","0","２／２","474","474","0","13%","0","２／３","0","0","－","3561","56","4","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"38","愛媛県","3956","134","129","0","２／３","306","391","0","33%","3%","3","3","0","２／３","9","19","0","16%","36","0","３／３","263","263","67","14%","0","２／３","67","67","0%","3786","89","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"39","高知県","1378","52","52","0","３／５","218","365","0","14%","4%","0","0","0","３／５","16","24","0","0%","14","0","３／５","190","190","0","7%","0","３／５","0","0","－","1312","43","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"40","福岡県","10193","487","388","0","３／５","875","2024","0","19%","5%","4","4","0","３／５","119","217","0","2%","160","0","４／４","2432","2432","19","7%","0","１／２","19","222","0%","9546","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"41","佐賀県","2156","178","86","0","２／５","214","578","50","15%","8%","0","0","0","１／５","3","48","0","0%","38","0","１／４","490","490","0","8%","0","２／５","50","50","0%","1940","69","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"42","長崎県","3188","174","108","0","３／４","307","496","0","22%","5%","0","0","0","３／４","21","36","0","0%","52","0","３／４","758","758","0","7%","0","３／４","0","0","－","2962","109","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"43","熊本県","4453","227","216","0","１／２","697","832","0","26%","5%","1","1","0","１／２","49","53","0","2%","124","0","１／２","1226","1226","0","10%","0","－","0","0","－","4102","0","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"44","大分県","2609","99","99","0","３／４","291","552","0","18%","4%","0","0","0","３／４","42","43","0","0%","36","23","３／４","1270","1460","254","2%","23","３／４","175","254","9%","2474","41","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"45","宮崎県","2324","140","48","0","２／２","366","374","0","13%","6%","1","1","0","２／２","17","17","0","6%","26","0","３／３","500","500","0","5%","0","３／３","0","0","－","2158","81","0","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"46","鹿児島県","2214","125","92","0","２／４","291","531","0","17%","6%","0","0","0","２／４","6","25","0","0%","164","0","２／４","310","1653","47","10%","0","１／４","0","59","0%","1893","0","32","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
"47","沖縄県","1934","83","83","0","４／５","453","619","25","13%","4%","4","4","0","４／５","34","42","0","10%","133","6","４／５","1241","1255","75","11%","6","４／５","100","100","6%","1687","57","31","0","2022-11-09","https://www.mhlw.go.jp/content/10900000/001012031.xlsx"
