"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","3390","244","168","0","１／３","1808","2410","0","7%","7%","2","2","0","１／３","91","122","0","2%","24","0","１／３","1085","2215","0","1%","0","１／３","64","64","0%","2981","0","141","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"02","青森県","724","41","41","0","２／５","426","480","0","9%","6%","0","0","0","１／５","31","31","0","0%","5","0","２／５","180","180","0","3%","0","－","0","0","－","678","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"03","岩手県","617","38","35","0","１／２","229","368","0","10%","6%","1","1","0","１／２","32","34","0","3%","3","0","１／２","100","280","0","1%","0","－","0","0","－","576","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"04","宮城県","1042","43","40","0","Ⅰ／Ⅰ","622","622","0","6%","4%","1","1","0","Ⅰ／Ⅰ","55","55","0","2%","33","0","Ⅰ／Ⅰ","1490","1490","0","2%","0","－","0","0","－","903","0","63","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"05","秋田県","565","20","15","0","３／６","100","272","0","6%","4%","0","0","0","３／６","10","16","0","0%","6","0","３／６","216","216","0","3%","0","－","0","0","－","539","28","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"06","山形県","765","50","18","0","Ⅰ／Ⅱ","294","294","0","6%","7%","0","0","0","Ⅰ／Ⅱ","28","28","0","0%","5","0","Ⅰ／Ⅱ","348","348","0","1%","0","Ⅰ／Ⅱ","0","0","－","710","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"07","福島県","1047","74","53","0","２／３","669","774","8","7%","7%","0","0","0","２／３","39","46","0","0%","33","0","２／３","699","699","0","5%","0","２／３","19","27","0%","940","58","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"08","茨城県","1016","55","55","0","２／７","200","949","200","6%","5%","0","0","0","２／７","26","63","0","0%","44","0","１／５","225","2689","0","2%","0","２／７","0","200","0%","917","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"09","栃木県","892","33","33","0","１／３","319","615","0","5%","4%","1","1","0","１／３","21","42","0","2%","9","0","１／３","427","910","0","1%","0","１／３","0","0","－","850","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"10","群馬県","797","61","44","0","２／４","387","710","0","6%","8%","1","1","0","１／４","10","37","0","3%","11","0","１／１","183","183","0","6%","0","２／４","0","6","0%","517","57","208","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"11","埼玉県","2894","135","129","0","２／４","936","1730","0","7%","5%","1","1","0","１／４","62","146","0","1%","80","0","１／４","405","1986","0","4%","3","４／４","23","38","8%","2589","0","87","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"12","千葉県","2889","194","89","3","１／２","1113","1626","75","5%","7%","0","0","0","１／２","73","115","0","0%","32","0","１／２","699","699","0","5%","3","１／２","30","75","4%","2663","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"13","東京都","8168","570","530","75","１／２","3256","7391","777","7%","7%","64","64","0","１／２","642","1116","0","6%","322","80","２／２","3064","3064","264","11%","155","１／２","956","1041","15%","6893","27","383","10","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"14","神奈川県","4034","272","272","0","３／４","1206","2200","0","12%","7%","5","5","0","１／４","89","210","0","2%","19","0","１／１","587","587","0","3%","0","－","0","0","－","3742","55","1","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"15","新潟県","1454","57","57","0","３／４","440","706","0","8%","4%","1","1","0","３／４","112","112","0","1%","10","0","３／３","357","357","0","3%","0","１／３","0","10","0%","1387","115","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"16","富山県","641","31","31","0","１／３","181","500","0","6%","5%","0","0","0","１／３","12","36","0","0%","7","0","１／３","250","250","0","3%","0","１／３","0","0","－","603","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"17","石川県","861","80","73","0","３／３","309","309","0","24%","9%","0","0","0","３／３","37","37","0","0%","12","0","３／３","410","410","0","3%","0","３／３","0","0","－","769","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"18","福井県","362","21","21","0","１／５","66","505","100","4%","6%","0","0","0","１／５","3","24","0","0%","21","0","２／４","425","575","0","4%","0","１／５","0","100","0%","320","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"19","山梨県","529","26","26","0","１／５","137","451","0","6%","5%","0","0","0","１／５","7","24","0","0%","8","0","１／５","627","627","297","1%","0","１／５","297","297","0%","495","9","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"20","長野県","1466","65","62","0","２／３","359","557","0","11%","4%","0","0","0","２／３","32","43","0","0%","17","0","２／３","375","735","0","2%","0","－","0","0","－","1384","82","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"21","岐阜県","1045","40","40","0","１／６","277","854","0","5%","4%","0","0","0","１／６","38","59","0","0%","28","0","１／３","904","904","4","3%","0","１／３","4","4","0%","974","22","3","1","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"22","静岡県","1153","38","23","0","１／３","445","911","0","3%","3%","1","1","0","１／３","38","55","0","2%","1","0","１／３","135","135","0","1%","0","－","0","0","－","1114","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"23","愛知県","2783","130","117","0","１／２","1106","1590","0","7%","5%","3","3","0","１／２","114","146","0","2%","53","0","１／２","934","934","0","6%","0","１／２","0","0","－","2449","0","151","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"24","三重県","646","36","29","0","２／３","407","529","0","5%","6%","0","0","0","２／３","46","50","0","0%","1","0","２／２","352","352","0","0%","0","１／２","0","10","0%","609","56","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"25","滋賀県","553","41","39","2","３／４","351","406","20","10%","7%","0","0","0","３／４","44","44","0","0%","5","0","３／４","309","309","0","2%","2","３／４","20","20","10%","507","15","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"26","京都府","1437","129","129","0","２／２","937","937","0","14%","9%","14","14","0","２／２","175","175","0","8%","8","0","１／１","270","270","0","3%","0","－","0","0","－","1300","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"27","大阪府","4881","244","236","0","１／５","1937","4818","0","5%","5%","78","78","0","１／５","1208","1588","0","5%","124","24","３／７","2174","3684","188","3%","24","１／４","188","226","11%","4513","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"28","兵庫県","1874","157","157","0","２／５","1000","1712","0","9%","8%","2","2","0","２／５","70","142","0","1%","14","0","２／５","1100","1812","0","1%","0","－","0","0","－","1703","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"29","奈良県","693","54","33","0","２／３","316","571","0","6%","8%","0","0","0","２／３","27","36","0","0%","5","0","２／３","170","170","0","3%","0","－","0","0","－","634","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"30","和歌山県","418","30","30","0","２／４","316","636","0","5%","7%","2","2","0","２／４","17","26","0","8%","2","0","２／４","40","178","0","1%","0","２／４","178","181","0%","386","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"31","鳥取県","335","16","16","0","２／３","237","351","5","5%","5%","0","0","0","２／３","30","47","0","0%","0","0","１／２","221","221","0","0%","0","１／１","5","5","0%","319","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"32","島根県","311","10","8","0","１／５","229","387","0","2%","3%","0","0","0","１／５","5","28","0","0%","0","0","１／５","133","133","0","0%","0","－","0","0","－","293","17","8","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"33","岡山県","616","54","29","0","２／４","206","624","0","5%","9%","1","1","0","１／４","12","67","0","1%","5","0","２／２","373","373","0","1%","0","２／４","0","0","－","557","39","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"34","広島県","1784","100","71","0","２／４","497","619","0","11%","6%","2","2","0","２／４","25","35","0","6%","37","0","２／４","266","797","0","5%","0","２／４","0","0","－","1647","12","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"35","山口県","507","37","20","0","２／４","280","688","0","3%","7%","0","0","0","２／４","12","47","0","0%","1","0","２／４","347","347","0","0%","0","２／４","0","0","－","469","20","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"36","徳島県","253","12","12","0","１／５","140","307","22","4%","5%","0","0","0","１／５","6","25","0","0%","9","0","５／５","454","454","0","2%","0","１／５","0","22","0%","232","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"37","香川県","556","23","22","0","２／４","227","353","0","6%","4%","1","1","0","２／４","16","29","0","3%","10","0","２／２","200","200","0","5%","0","２／４","0","0","－","523","9","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"38","愛媛県","561","47","20","0","３／３","436","436","0","5%","8%","1","1","0","３／３","19","19","0","5%","4","0","３／３","62","62","0","6%","0","－","0","0","－","510","13","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"39","高知県","168","11","11","0","２／５","176","343","0","3%","7%","0","0","0","２／５","16","24","0","0%","1","0","２／５","40","40","0","3%","0","２／５","0","0","－","156","9","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"40","福岡県","1994","148","115","0","２／５","604","2089","0","6%","7%","1","1","0","２／５","108","232","0","0%","14","0","１／３","455","1668","19","1%","0","１／２","19","222","0%","1832","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"41","佐賀県","274","18","12","0","１／５","147","577","50","2%","7%","0","0","0","１／５","3","48","0","0%","3","0","１／４","160","160","0","2%","0","１／５","50","50","0%","253","29","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"42","長崎県","341","38","16","0","２／４","201","511","0","3%","11%","0","0","0","２／４","16","30","0","0%","3","0","２／４","416","626","0","0%","0","２／４","0","0","－","300","18","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"43","熊本県","577","53","34","0","１／２","702","833","0","4%","9%","3","3","0","１／２","51","54","0","6%","7","0","１／２","316","316","0","2%","0","－","0","0","－","517","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"44","大分県","381","17","17","0","２／４","404","578","0","3%","4%","0","0","0","２／４","42","43","0","0%","1","1","２／４","175","1460","254","0%","1","２／４","175","254","0%","363","0","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"45","宮崎県","273","20","8","0","２／２","399","399","0","2%","7%","0","0","0","２／２","17","17","0","0%","6","0","２／３","187","500","0","1%","0","２／３","0","0","－","247","12","0","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"46","鹿児島県","516","46","33","0","２／５","252","521","0","6%","9%","1","1","0","２／５","9","27","0","4%","30","0","２／４","310","1477","47","2%","0","１／４","0","59","0%","437","0","3","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
"47","沖縄県","1042","49","49","0","３／５","276","645","25","8%","5%","0","0","0","３／５","26","46","0","0%","52","4","３／５","310","817","75","6%","4","３／５","100","100","4%","878","12","63","0","2023-04-19","https://www.mhlw.go.jp/content/10900000/001089841.xlsx"
