"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","20913","509","468","0","１／３","1603","2306","0","20%","2%","0","0","0","１／３","90","124","0","0%","211","0","１／３","1085","2215","0","10%","0","１／３","14","56","0%","19696","0","497","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"02","青森県","2453","150","125","0","３／５","447","459","0","27%","6%","2","2","0","１／５","31","31","0","6%","19","0","３／５","660","660","0","3%","0","－","0","0","－","2284","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"03","岩手県","2568","55","55","0","１／２","208","329","0","17%","2%","0","0","0","１／２","32","34","0","0%","35","0","１／２","100","280","0","13%","0","－","0","0","－","2478","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"04","宮城県","5307","178","118","0","Ⅰ／Ⅰ","597","597","0","20%","3%","1","1","0","Ⅰ／Ⅰ","55","55","0","2%","259","0","Ⅰ／Ⅰ","2090","2090","0","12%","0","－","0","0","－","4671","0","199","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"05","秋田県","992","202","92","0","６／６","321","321","0","29%","20%","2","2","0","６／６","24","24","0","8%","43","0","６／６","415","415","0","10%","0","－","0","0","－","716","98","31","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"06","山形県","4555","102","46","0","Ⅰ／Ⅱ","278","278","0","17%","2%","0","0","0","Ⅰ／Ⅱ","26","26","0","0%","20","0","Ⅰ／Ⅱ","348","348","0","6%","0","Ⅰ／Ⅱ","0","0","－","4433","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"07","福島県","4782","234","189","0","２／３","755","767","8","25%","5%","0","0","0","２／３","46","46","0","0%","174","0","２／３","1547","1547","0","11%","0","２／３","19","27","0%","4374","48","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"08","茨城県","4817","169","169","0","２／４","410","609","0","28%","4%","0","0","0","１／４","30","72","0","0%","195","0","４／５","1539","2689","0","7%","0","－","0","0","－","4453","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"09","栃木県","3776","86","86","1","２／３","371","680","102","13%","2%","2","2","0","２／３","26","46","0","4%","39","0","２／３","755","1050","0","4%","1","２／３","102","102","1%","3651","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"10","群馬県","4350","167","152","0","２／４","348","676","0","22%","4%","1","1","0","１／４","13","37","0","3%","160","0","３／６","692","1727","0","9%","0","２／４","0","6","0%","3678","94","345","2","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"11","埼玉県","11583","441","361","0","４／４","1571","1697","130","21%","4%","7","7","0","１／４","65","191","0","4%","204","0","４／４","1572","1986","0","10%","0","４／４","138","152","0%","10684","0","254","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"12","千葉県","9481","355","272","5","１／２","1126","1762","189","15%","4%","1","1","0","１／２","76","130","0","1%","177","0","１／２","1518","1758","3","10%","5","１／２","33","192","3%","8949","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"13","東京都","23791","1100","1037","104","１／２","4569","7496","579","14%","5%","191","191","0","１／２","806","1047","0","18%","839","22","１／２","6900","9100","550","9%","165","１／２","1828","2056","8%","17308","145","4505","33","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"14","神奈川県","13781","404","404","0","１／４","1348","2100","0","19%","3%","21","21","0","１／４","131","210","0","10%","99","0","１／１","1798","1798","0","6%","0","－","0","0","－","13274","163","4","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"15","新潟県","4954","73","73","0","３／４","601","688","0","11%","1%","0","0","0","３／４","112","112","0","0%","23","0","３／３","357","357","0","6%","0","３／３","10","10","0%","4858","132","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"16","富山県","2985","108","93","0","２／３","245","481","0","19%","4%","1","1","0","２／３","14","36","0","3%","54","0","２／３","510","510","0","11%","0","２／３","0","0","－","2823","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
"17","石川県","2990","90","90","0","３／３","314","314","0","29%","3%","1","1","0","３／３","37","37","0","3%","29","0","３／３","630","630","0","5%","0","３／３","0","0","－","2871","0","0","0","2022-10-19","https://www.mhlw.go.jp/content/10900000/001004246.xlsx"
