"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","11411","383","383","0","４／４","1827","1827","130","21%","3%","3","3","0","４／４","191","191","0","2%","440","0","４／４","1984","1992","8","22%","0","４／４","138","138","0%","9401","0","1187","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"12","千葉県","8387","187","182","7","２／２","1548","1619","262","11%","2%","3","3","0","２／２","124","124","0","2%","294","0","２／２","2252","2252","3","13%","7","２／２","217","265","3%","7693","0","213","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"13","東京都","45548","1120","1105","51","３／３","6384","7229","230","15%","2%","194","194","0","３／３","1468","1468","0","13%","2129","36","３／３","8580","8580","290","25%","151","３／３","1532","1857","8%","23344","124","18891","47","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"14","神奈川県","14094","379","379","13","２／４","1449","2100","143","18%","3%","15","15","0","２／４","130","210","0","7%","294","0","１／１","2249","2437","0","12%","13","２／４","78","143","9%","13399","237","22","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"15","新潟県","3771","88","88","0","３／４","577","664","0","13%","2%","0","0","0","３／４","112","112","0","0%","20","0","３／３","300","357","0","6%","0","３／３","10","10","0%","3663","23","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"16","富山県","2349","56","50","0","１／３","111","481","0","10%","2%","1","1","0","１／３","12","36","0","3%","210","0","１／３","760","760","0","28%","0","１／３","0","0","－","1783","20","300","1","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"17","石川県","4100","87","87","0","Ⅰ／Ⅱ","410","410","0","21%","2%","2","2","0","Ⅰ／Ⅱ","37","37","0","5%","105","0","Ⅰ／Ⅱ","630","630","0","17%","0","Ⅰ／Ⅱ","0","0","－","3136","29","772","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"18","福井県","1898","71","71","0","３／５","216","441","100","16%","4%","0","0","0","３／５","20","24","0","0%","291","0","２／５","425","575","0","51%","0","３／５","0","100","0%","1536","0","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"19","山梨県","968","74","74","0","５／５","389","389","0","19%","8%","0","0","0","５／５","24","24","0","0%","283","217","５／５","1135","1135","639","25%","217","５／５","639","639","34%","563","0","48","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"20","長野県","3168","114","112","0","３／３","450","513","0","22%","4%","0","0","0","３／３","38","43","0","0%","280","0","３／３","806","806","0","35%","0","－","0","0","－","2566","7","208","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"21","岐阜県","4758","250","250","0","３／４","679","894","0","28%","5%","1","1","0","３／４","59","59","0","2%","719","0","３／３","1932","1932","4","37%","0","３／４","4","4","0%","2944","34","845","29","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"22","静岡県","8277","85","85","0","３／３","613","644","0","13%","1%","0","0","0","３／３","55","60","0","0%","294","0","３／３","1057","1057","0","28%","0","３／３","75","75","0%","7886","27","12","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"23","愛知県","18175","408","305","0","２／２","1707","1707","0","18%","2%","3","3","0","２／２","172","172","0","2%","760","0","２／２","2224","2224","0","34%","0","２／２","0","0","－","14383","115","2624","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"24","三重県","3417","113","105","0","３／３","463","463","0","23%","3%","0","0","0","３／３","50","50","0","0%","93","0","３／３","665","665","0","14%","0","３／３","0","0","－","3188","35","23","4","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"25","滋賀県","2930","82","68","0","Ⅰ／Ⅰ","500","503","30","14%","3%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","127","0","Ⅰ／Ⅰ","630","630","0","20%","0","Ⅰ／Ⅰ","30","30","0%","2718","31","3","3","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"26","京都府","7737","143","143","0","２／２","960","960","110","15%","2%","7","7","0","２／２","171","171","0","4%","208","0","１／１","1126","1126","0","18%","0","２／２","110","110","0%","7386","0","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"27","大阪府","29925","783","783","0","２／５","3382","4005","0","20%","3%","202","202","0","２／５","1170","1463","0","14%","1625","21","５／７","8732","11216","150","14%","21","Ⅰ／Ⅰ","156","191","11%","20654","0","6863","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"28","兵庫県","12430","298","298","0","５／５","1529","1529","0","19%","2%","5","5","0","５／５","142","142","0","4%","346","0","５／５","2411","2411","0","14%","0","－","0","0","－","11027","0","759","1","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"29","奈良県","3853","122","82","0","３／３","520","520","0","16%","3%","0","0","0","３／３","36","36","0","0%","273","0","３／３","1083","1083","0","25%","0","３／３","0","0","－","0","0","3458","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"30","和歌山県","1876","181","181","0","３／３","614","614","0","29%","10%","0","0","0","３／３","26","26","0","0%","84","0","３／３","178","178","0","47%","0","３／３","178","181","0%","1611","0","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"31","鳥取県","1014","68","68","0","２／３","240","350","5","19%","7%","0","0","0","２／３","30","47","0","0%","126","0","２／２","459","459","0","27%","0","１／１","5","5","0%","696","0","124","124","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"32","島根県","1200","54","54","0","５／５","329","371","0","15%","5%","0","0","0","５／５","5","28","0","0%","54","0","５／５","133","133","0","41%","0","－","0","0","－","893","0","199","3","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"33","岡山県","5512","126","124","0","４／４","523","554","0","22%","2%","0","0","0","２／４","37","68","0","0%","151","0","２／３","373","629","0","24%","0","２／４","0","5","0%","5010","61","225","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"34","広島県","11566","365","185","1","４／４","595","598","19","31%","3%","3","3","0","４／４","44","47","0","6%","785","0","４／４","2200","2200","0","36%","1","４／４","19","19","5%","9513","120","903","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"35","山口県","2788","167","167","0","４／４","595","595","0","28%","6%","2","2","0","４／４","47","47","0","4%","167","0","４／４","830","830","0","20%","0","４／４","0","0","－","2290","0","164","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"36","徳島県","1084","38","38","0","３／５","175","263","22","14%","4%","0","0","0","３／５","16","25","0","0%","143","0","５／５","500","500","0","29%","0","３／５","0","22","0%","903","0","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"37","香川県","2929","78","70","0","３／３","266","266","0","26%","3%","0","0","0","３／３","30","30","0","0%","142","0","２／２","474","474","0","30%","0","３／３","0","0","－","1936","4","773","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"38","愛媛県","1872","69","49","0","３／３","303","303","0","16%","4%","3","3","0","３／３","19","19","0","16%","68","0","３／３","263","263","67","26%","0","３／３","67","67","0%","1715","26","20","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"39","高知県","2429","76","76","0","５／５","271","271","0","28%","3%","0","0","0","５／５","24","24","0","0%","126","0","５／５","418","418","0","30%","0","－","0","0","－","2217","80","10","2","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"40","福岡県","15913","433","340","0","４／５","1304","1650","0","21%","3%","4","4","0","４／５","185","207","0","2%","1018","0","４／４","2468","2468","19","41%","0","１／２","19","69","0%","13419","28","1043","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"41","佐賀県","2508","120","116","0","３／５","352","562","50","21%","5%","0","0","0","１／５","3","48","0","0%","205","0","２／４","615","615","0","33%","0","３／５","50","50","0%","2183","36","0","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"42","長崎県","4001","118","111","0","４／４","413","449","0","25%","3%","0","0","0","４／４","36","36","0","0%","212","0","４／４","900","900","0","24%","0","４／４","0","0","－","3254","0","417","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"43","熊本県","6059","178","170","0","２／２","698","698","0","24%","3%","5","5","0","２／２","53","53","0","9%","524","0","２／２","1226","1226","0","43%","0","－","0","0","－","4338","20","1019","55","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"44","大分県","2465","111","111","0","３／４","417","508","0","22%","5%","1","1","0","３／４","34","43","0","2%","412","52","３／４","1055","1360","254","30%","52","３／４","175","254","20%","1933","19","9","9","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"45","宮崎県","4516","69","69","0","２／２","306","306","0","23%","2%","1","1","0","２／２","15","15","0","7%","141","0","Ⅰ／Ⅰ","510","510","10","28%","0","Ⅰ／Ⅰ","10","10","0%","3530","26","776","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"46","鹿児島県","4945","210","195","0","４／４","561","561","0","35%","4%","1","1","0","４／４","33","33","0","3%","942","0","４／４","1771","1818","47","52%","0","１／４","0","57","0%","0","0","3793","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
"47","沖縄県","17291","350","350","0","５／５","643","643","0","54%","2%","15","15","0","５／５","60","60","0","25%","688","0","５／５","1280","1280","100","54%","0","５／５","100","100","0%","13884","0","2369","0","2022-05-18","https://www.mhlw.go.jp/content/10900000/000941230.xlsx"
