"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","13026","466","452","0","４／４","1827","1827","130","25%","4%","9","9","0","４／４","191","191","0","5%","387","0","４／４","1984","1992","8","19%","0","４／４","138","138","0%","11085","0","1088","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"12","千葉県","11629","299","239","7","２／２","1632","1707","262","14%","3%","4","4","0","２／２","125","125","0","3%","251","0","２／２","2252","2252","3","11%","7","２／２","217","265","3%","10837","0","242","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"13","東京都","64718","1235","1212","74","３／３","6922","7229","230","17%","2%","230","230","0","３／３","1468","1468","0","16%","1739","6","３／３","8580","8580","290","20%","106","３／３","1851","1870","6%","23769","54","37949","24","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"14","神奈川県","15027","446","446","4","２／４","1548","2100","143","21%","3%","23","23","0","２／４","134","210","0","11%","242","0","１／１","2437","2437","0","10%","4","２／４","78","143","3%","14333","186","6","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"15","新潟県","3056","104","104","0","３／４","577","664","0","16%","3%","0","0","0","３／４","112","112","0","0%","26","0","３／３","300","357","0","7%","0","３／３","10","10","0%","2926","47","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"16","富山県","1399","35","35","0","１／３","111","481","0","7%","3%","1","1","0","１／３","12","36","0","3%","106","0","１／３","760","760","0","14%","0","１／３","0","0","－","1149","1","109","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"17","石川県","3548","80","80","0","Ⅰ／Ⅱ","410","410","0","20%","2%","5","5","0","Ⅰ／Ⅱ","37","37","0","14%","57","0","Ⅰ／Ⅱ","630","630","0","9%","0","Ⅰ／Ⅱ","0","0","－","2797","10","614","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"18","福井県","1087","59","59","0","４／５","272","441","100","13%","5%","0","0","0","４／５","22","24","0","0%","292","0","２／５","425","575","0","51%","0","４／５","0","100","0%","736","0","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"19","山梨県","917","81","81","0","５／５","389","389","0","21%","9%","0","0","0","５／５","24","24","0","0%","242","169","５／５","1135","1135","639","21%","169","５／５","639","639","26%","486","1","108","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"20","長野県","3231","133","122","0","３／３","450","513","0","24%","4%","0","0","0","３／３","38","43","0","0%","240","0","３／３","806","806","0","30%","0","－","0","0","－","2592","3","266","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"21","岐阜県","3701","183","183","0","４／４","831","894","0","20%","5%","1","1","0","４／４","59","59","0","2%","410","0","３／３","1932","1932","4","21%","0","４／４","4","4","0%","2548","13","560","11","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"22","静岡県","5037","64","64","0","３／３","619","644","0","10%","1%","0","0","0","３／３","55","60","0","0%","138","0","３／３","1057","1057","0","13%","0","３／３","75","75","0%","4829","21","6","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"23","愛知県","20820","544","394","0","２／２","1707","1707","0","23%","3%","10","10","0","２／２","172","172","0","6%","488","0","２／２","2224","2224","0","22%","0","２／２","0","0","－","17858","50","1930","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"24","三重県","2642","90","82","0","Ⅱ／Ⅲ","505","550","10","15%","3%","2","2","0","Ⅱ／Ⅲ","52","56","0","4%","62","0","３／３","665","665","0","9%","0","Ⅱ／Ⅲ","0","10","0%","2485","17","5","2","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"25","滋賀県","3171","121","92","0","Ⅰ／Ⅰ","500","503","30","18%","4%","1","1","0","Ⅰ／Ⅰ","52","52","0","2%","80","0","Ⅰ／Ⅰ","630","677","0","12%","0","Ⅰ／Ⅰ","30","30","0%","2967","59","3","1","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"26","京都府","6585","166","166","0","２／２","960","960","110","17%","3%","9","9","0","２／２","171","171","0","5%","169","0","１／１","1126","1126","0","15%","0","２／２","110","110","0%","6250","0","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"27","大阪府","29835","716","716","0","Ⅰ／Ⅰ","3642","3963","0","18%","2%","200","200","0","４／５","1206","1460","0","14%","1204","18","５／７","8732","11216","150","11%","29","Ⅰ／Ⅰ","656","1191","2%","19249","0","8655","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"28","兵庫県","10852","315","315","0","５／５","1529","1529","0","21%","3%","9","9","0","５／５","142","142","0","6%","253","0","５／５","2411","2411","0","10%","0","－","0","0","－","9570","0","714","5","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"29","奈良県","7262","41","40","0","３／３","520","520","0","8%","1%","2","2","0","３／３","36","36","0","6%","149","0","３／３","1083","1083","0","14%","0","３／３","0","0","－","0","0","7072","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"30","和歌山県","1434","160","160","0","３／３","614","614","0","26%","11%","2","2","0","３／３","26","26","0","8%","72","0","３／３","178","178","0","40%","0","３／３","178","181","0%","1202","0","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"31","鳥取県","803","49","49","0","２／３","240","350","5","14%","6%","0","0","0","２／３","30","47","0","0%","156","0","２／２","459","459","0","34%","0","１／１","5","5","0%","516","0","82","82","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"32","島根県","1187","38","38","0","５／５","325","371","0","10%","3%","0","0","0","５／５","5","28","0","0%","24","0","５／５","133","133","0","18%","0","－","0","0","－","911","0","214","6","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"33","岡山県","3779","124","102","0","４／４","523","554","0","18%","3%","1","1","0","２／４","37","68","0","1%","102","0","２／３","373","629","0","16%","0","２／４","0","5","0%","3320","86","233","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"34","広島県","11663","311","152","1","４／４","577","613","19","25%","3%","6","6","0","４／４","44","46","0","13%","608","0","４／４","2200","2200","0","28%","1","４／４","19","19","5%","8855","82","1889","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"35","山口県","1661","94","94","0","４／４","595","595","0","16%","6%","1","1","0","４／４","47","47","0","2%","93","0","４／４","830","830","0","11%","0","４／４","0","0","－","1377","63","97","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"36","徳島県","480","25","25","0","３／５","175","263","22","10%","5%","0","0","0","３／５","16","25","0","0%","81","0","５／５","500","500","0","16%","0","３／５","0","22","0%","374","0","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"37","香川県","2110","50","49","0","３／３","266","266","0","18%","2%","0","0","0","３／３","30","30","0","0%","125","0","２／２","474","474","0","26%","0","３／３","0","0","－","1477","15","458","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"38","愛媛県","1982","42","39","0","３／３","287","287","0","14%","2%","3","3","0","３／３","19","19","0","16%","57","0","３／３","263","263","67","22%","0","３／３","67","67","0%","1859","25","24","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"39","高知県","1424","56","56","0","５／５","271","271","0","21%","4%","2","0","0","５／５","24","24","0","0%","87","0","５／５","418","418","0","21%","0","－","0","0","－","1274","30","7","2","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"40","福岡県","15136","490","367","0","４／５","1304","1650","0","22%","3%","7","7","0","４／５","185","207","0","3%","763","0","４／４","2468","2468","19","31%","0","１／２","19","69","0%","12475","22","1408","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"41","佐賀県","3005","166","140","0","３／５","412","562","50","25%","6%","0","0","0","１／５","3","48","0","0%","180","0","２／４","615","615","0","29%","0","３／５","50","50","0%","2659","47","0","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"42","長崎県","4437","141","108","0","４／４","413","449","0","24%","3%","2","2","0","４／４","36","36","0","6%","204","0","４／４","900","900","0","23%","0","４／４","0","0","－","3785","0","307","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"43","熊本県","4769","162","151","0","２／２","694","694","0","22%","3%","4","4","0","２／２","53","53","0","8%","389","0","２／２","1226","1226","0","32%","0","－","0","0","－","3817","38","401","29","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"44","大分県","2191","114","114","0","３／４","417","508","0","22%","5%","0","0","0","３／４","34","43","0","0%","346","59","３／４","1055","1360","254","25%","59","３／４","175","254","23%","1724","23","7","7","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"45","宮崎県","3246","57","57","0","２／２","306","306","0","19%","2%","3","3","0","２／２","15","15","0","20%","84","0","Ⅰ／Ⅰ","510","510","10","16%","0","Ⅰ／Ⅰ","10","10","0%","2656","41","449","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"46","鹿児島県","4616","192","166","0","４／４","564","564","0","29%","4%","2","2","0","４／４","33","33","0","6%","874","0","４／４","1710","1757","47","50%","0","１／４","0","57","0%","0","0","3550","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
"47","沖縄県","11183","235","235","0","５／５","631","631","0","37%","2%","10","10","0","５／５","60","60","0","17%","569","0","５／５","1280","1280","100","44%","0","５／５","100","100","0%","8897","0","1482","0","2022-05-04","https://www.mhlw.go.jp/content/10900000/000937161.xlsx"
