"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"31","鳥取県","959","67","67","0","２／３","240","350","5","19%","7%","1","0","0","２／３","30","47","0","0%","90","0","２／２","459","459","0","20%","0","１／１","5","5","0%","631","0","171","171","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"32","島根県","964","48","48","0","５／５","329","371","0","13%","5%","0","0","0","５／５","5","28","0","0%","15","0","５／５","133","133","0","11%","0","－","0","0","－","729","0","172","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"33","岡山県","4917","95","95","0","４／４","523","554","0","17%","2%","1","1","0","２／４","37","68","0","1%","107","0","２／３","373","629","0","17%","0","２／４","0","5","0%","4362","51","353","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"34","広島県","10804","417","159","2","４／４","595","598","19","27%","4%","0","0","0","４／４","44","47","0","0%","701","0","４／４","2200","2334","0","30%","2","４／４","19","19","11%","9096","149","590","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"35","山口県","2593","140","140","0","４／４","595","595","0","24%","5%","1","1","0","４／４","47","47","0","2%","146","0","４／４","830","830","0","18%","0","４／４","0","0","－","2190","0","117","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"36","徳島県","1128","30","30","0","３／５","175","263","22","11%","3%","0","0","0","３／５","16","25","0","0%","105","0","５／５","500","500","0","21%","0","３／５","0","22","0%","993","0","0","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"37","香川県","2660","105","65","0","３／３","266","266","0","24%","4%","1","1","0","３／３","30","30","0","3%","116","0","２／２","474","474","0","24%","0","３／３","0","0","－","1873","2","566","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"38","愛媛県","1847","48","36","0","３／３","303","303","0","12%","3%","3","3","0","３／３","19","19","0","16%","62","0","３／３","263","263","67","24%","0","３／３","67","67","0%","1729","34","8","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"39","高知県","2247","53","53","0","５／５","271","271","0","20%","2%","1","1","0","５／５","24","24","0","4%","114","0","５／５","418","418","0","27%","0","－","0","0","－","2070","70","10","3","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"40","福岡県","15042","435","340","0","４／５","1300","1681","0","20%","3%","2","2","0","４／５","195","217","0","1%","661","0","４／４","2468","2468","19","27%","0","１／２","19","19","0%","12802","54","1144","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"41","佐賀県","2041","88","76","0","３／５","338","562","50","14%","4%","0","0","0","１／５","3","48","0","0%","115","0","２／４","615","615","0","19%","0","３／５","50","50","0%","1838","75","0","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"42","長崎県","3714","121","101","0","４／４","402","449","0","22%","3%","1","0","0","４／４","36","36","0","0%","174","0","４／４","900","900","0","19%","0","４／４","0","0","－","3135","0","284","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"43","熊本県","6341","293","233","0","２／２","702","702","0","33%","5%","3","3","0","２／２","53","53","0","6%","484","0","２／２","1226","1226","0","39%","0","－","0","0","－","5082","45","482","25","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"44","大分県","2435","84","84","0","３／４","421","508","0","17%","3%","1","1","0","３／４","34","43","0","2%","330","54","３／４","1055","1360","254","24%","54","３／４","175","254","21%","2005","15","16","16","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"45","宮崎県","4134","78","78","0","２／２","306","306","0","25%","2%","1","1","0","２／２","15","15","0","7%","138","0","Ⅰ／Ⅰ","510","510","10","27%","0","Ⅰ／Ⅰ","10","10","0%","3256","72","662","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"46","鹿児島県","4688","178","158","0","４／４","560","560","0","28%","4%","0","0","0","４／４","33","33","0","0%","685","0","４／４","1771","1818","47","38%","0","１／４","0","57","0%","0","0","3825","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
"47","沖縄県","16407","322","322","0","５／５","643","643","0","50%","2%","15","15","0","５／５","60","60","0","25%","602","0","５／５","1280","1280","100","47%","0","５／５","100","100","0%","13143","0","2340","0","2022-05-25","https://www.mhlw.go.jp/content/10900000/000943891.xlsx"
