"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"18","福井県","208","111","111","0","４／４","389","503","100","22%","－","0","0","0","４／４","24","24","0","0%","97","0","２／４","425","575","0","17%","0","４／４","0","100","0%","－","0","－","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"19","山梨県","2101","61","61","0","３／５","272","433","0","14%","3%","0","0","0","３／５","19","24","0","0%","77","39","３／５","1135","1135","639","7%","39","３／５","639","639","6%","1912","35","51","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"20","長野県","5719","183","152","0","３／３","527","531","0","29%","3%","1","1","0","３／３","39","43","0","2%","70","0","３／３","735","735","0","10%","0","－","0","0","－","4820","91","646","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"21","岐阜県","5779","286","262","0","３／４","817","914","0","29%","5%","0","0","0","３／４","59","59","0","0%","218","0","３／３","1932","1932","4","11%","0","３／３","4","4","0%","5025","310","250","8","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"22","静岡県","10178","302","236","0","３／３","856","856","0","28%","3%","5","5","0","３／３","58","58","0","9%","70","0","３／３","894","894","0","8%","0","３／３","0","75","0%","9799","25","7","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"23","愛知県","37732","1649","927","0","２／２","1756","1756","0","53%","4%","10","10","0","２／２","172","172","0","6%","301","0","２／２","2737","2737","0","11%","0","２／２","0","0","－","34074","114","1708","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"24","三重県","298","252","214","0","Ⅱ／Ⅲ","571","594","10","36%","－","2","2","0","Ⅱ／Ⅲ","52","52","0","4%","39","0","３／３","496","496","0","8%","0","Ⅱ／Ⅲ","0","10","0%","－","－","7","1","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"25","滋賀県","6373","473","170","7","Ⅰ／Ⅰ","509","511","30","33%","7%","1","1","0","Ⅰ／Ⅰ","52","52","0","2%","51","0","Ⅰ／Ⅰ","631","631","0","8%","7","Ⅰ／Ⅰ","30","30","23%","5843","40","6","5","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"26","京都府","19325","275","275","0","２／２","1033","1033","110","27%","1%","35","35","0","２／２","175","175","0","20%","112","0","１／１","1126","1126","0","10%","0","２／２","110","110","0%","18938","938","0","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"27","大阪府","55812","1675","1675","0","４／５","3744","4752","0","35%","3%","361","361","0","２／５","1247","1548","0","23%","1232","51","５／７","8973","9480","188","13%","51","Ⅰ／Ⅰ","196","226","23%","38485","0","14420","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"28","兵庫県","16883","569","569","0","５／５","1712","1712","0","33%","3%","11","11","0","５／５","142","142","0","8%","139","0","５／５","2411","2411","0","6%","0","－","0","0","－","14695","0","1480","1","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"29","奈良県","36735","132","113","0","３／３","418","551","0","21%","0%","3","3","0","３／３","27","36","0","8%","61","0","３／３","969","969","0","6%","0","３／３","0","0","－","36542","0","0","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"30","和歌山県","2144","192","192","0","３／３","545","545","0","35%","9%","1","1","0","３／３","26","26","0","4%","26","0","３／３","178","178","0","15%","0","３／３","178","181","0%","1926","0","0","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"31","鳥取県","124","96","96","0","３／３","285","351","5","27%","－","1","1","0","３／３","30","47","0","2%","28","0","２／２","448","448","0","6%","0","１／１","5","5","0%","－","0","－","－","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"32","島根県","2717","122","80","0","５／５","361","371","0","22%","4%","1","1","0","５／５","5","28","0","4%","10","0","５／５","133","133","0","8%","0","－","0","0","－","1891","2","694","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"33","岡山県","6651","233","211","0","４／４","600","629","0","34%","4%","5","4","0","２／４","37","68","0","6%","39","0","２／３","373","629","0","6%","0","２／４","0","5","0%","6107","127","272","1","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"34","広島県","20455","279","252","0","Ⅱ／Ⅱ","873","933","99","27%","1%","5","5","0","Ⅱ／Ⅱ","55","55","0","9%","162","0","Ⅰ／Ⅰ","1779","1966","0","8%","0","Ⅱ／Ⅱ","39","99","0%","20002","111","12","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"35","山口県","3510","192","192","0","４／４","680","680","0","28%","5%","2","2","0","４／４","47","47","0","4%","26","0","４／４","671","671","0","4%","0","４／４","0","0","－","2534","321","758","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"36","徳島県","1635","84","84","0","４／５","254","286","22","29%","5%","4","4","0","４／５","25","25","0","16%","22","0","５／５","580","580","0","4%","0","４／５","0","22","0%","1529","0","0","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"37","香川県","3893","128","93","0","３／３","271","271","0","34%","3%","2","2","0","３／３","30","30","0","7%","55","0","２／２","474","474","0","12%","0","３／３","0","0","－","3069","103","641","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"38","愛媛県","4530","173","104","0","Ⅰ／Ⅰ","469","479","10","22%","4%","2","2","0","Ⅰ／Ⅰ","26","26","0","8%","18","0","３／３","263","263","67","7%","0","Ⅰ／Ⅰ","67","77","0%","3491","51","848","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"39","高知県","6033","158","80","0","５／５","396","396","0","20%","3%","4","4","0","５／５","24","24","0","17%","16","4","５／５","206","206","16","8%","4","５／５","16","16","25%","5855","186","4","1","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"40","福岡県","27870","1275","600","0","５／５","2024","2024","0","30%","5%","8","8","0","５／５","217","217","0","4%","182","0","４／４","2432","2432","19","7%","0","１／２","19","222","0%","24561","314","1852","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"41","佐賀県","237","181","134","0","３／５","493","590","50","23%","－","0","0","0","１／５","8","48","0","0%","56","0","２／４","490","490","0","11%","0","３／５","50","50","0%","－","－","0","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"42","長崎県","438","368","208","0","Ⅱ／Ⅱ","666","705","0","30%","－","2","2","0","Ⅱ／Ⅱ","40","40","0","5%","70","0","Ⅱ／Ⅱ","900","920","20","8%","0","Ⅱ／Ⅱ","20","20","0%","－","－","－","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"43","熊本県","10427","320","265","0","２／２","796","796","0","33%","3%","7","7","0","２／２","53","53","0","13%","172","0","２／２","1226","1226","0","14%","0","－","0","0","－","8060","24","1875","132","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"44","大分県","1970","192","192","0","３／４","471","545","0","35%","10%","4","4","0","３／４","42","43","0","9%","68","10","３／４","1370","1460","254","5%","10","３／４","175","254","4%","1695","155","15","15","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"45","宮崎県","4110","312","86","0","Ⅰ／Ⅰ","381","400","0","22%","8%","1","1","0","Ⅰ／Ⅰ","15","15","0","7%","48","0","Ⅰ／Ⅰ","512","512","12","9%","0","Ⅰ／Ⅰ","12","12","0%","2776","62","974","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"46","鹿児島県","549","284","259","0","Ⅰ／Ⅱ","722","722","0","36%","－","3","3","0","Ⅰ／Ⅱ","38","38","0","8%","265","0","Ⅰ／Ⅱ","1823","1823","47","15%","0","１／４","2","59","0%","－","－","－","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
"47","沖縄県","4766","243","243","0","５／５","714","714","25","34%","5%","11","11","0","５／５","48","48","0","23%","176","0","５／５","1255","1255","75","14%","0","５／５","100","100","0%","3865","186","482","0","2022-09-21","https://www.mhlw.go.jp/content/10900000/000993606.xlsx"
