"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"25","滋賀県","22138","540","321","15","Ⅰ／Ⅰ","509","511","30","63%","2%","4","4","0","Ⅰ／Ⅰ","52","52","0","8%","187","0","Ⅰ／Ⅰ","631","631","0","30%","15","Ⅰ／Ⅰ","30","30","50%","21396","87","15","14","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"26","京都府","64370","611","611","0","２／２","997","997","110","61%","1%","69","69","0","２／２","175","175","0","39%","495","0","１／１","1126","1126","0","44%","0","２／２","110","110","0%","63264","970","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"27","大阪府","232099","3211","3211","0","Ⅰ／Ⅰ","4426","4815","0","67%","1%","666","666","0","３／５","1273","1547","0","43%","6199","106","Ⅰ／Ⅰ","9861","9861","188","63%","106","Ⅰ／Ⅰ","212","226","47%","152359","0","70330","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"28","兵庫県","78284","1095","1095","0","５／５","1629","1629","0","67%","1%","45","45","0","５／５","142","142","0","32%","636","0","５／５","2411","2411","0","26%","0","－","0","0","－","69459","0","7094","51","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"29","奈良県","47804","479","325","0","３／３","540","540","0","60%","1%","14","14","0","３／３","36","36","0","39%","304","0","３／３","969","969","0","31%","0","３／３","0","0","－","0","0","47021","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"30","和歌山県","13551","343","343","0","３／３","540","540","0","64%","3%","3","3","0","３／３","26","26","0","12%","104","0","３／３","178","178","0","58%","0","３／３","178","181","0%","13104","0","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"31","鳥取県","8031","151","151","0","３／３","285","350","5","43%","2%","1","1","0","３／３","30","47","0","2%","138","0","２／２","448","448","0","31%","0","１／１","5","5","0%","5770","0","1972","1972","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"32","島根県","9944","264","148","0","５／５","361","371","0","40%","3%","0","0","0","５／５","5","28","0","0%","34","0","５／５","133","133","0","26%","0","－","0","0","－","7206","6","2440","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"33","岡山県","29613","449","378","0","４／４","569","600","0","63%","2%","16","16","0","２／４","37","68","0","24%","178","0","３／３","629","629","0","28%","0","２／４","0","5","0%","27690","336","1296","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"34","広島県","72422","749","550","5","Ⅱ／Ⅱ","867","927","99","59%","1%","7","7","0","Ⅱ／Ⅱ","55","55","0","13%","722","0","Ⅰ／Ⅰ","1966","1966","0","37%","5","Ⅱ／Ⅱ","39","99","5%","70788","352","163","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"35","山口県","22781","393","393","0","４／４","627","627","0","63%","2%","5","5","0","４／４","47","47","0","11%","226","0","４／４","671","671","0","34%","0","４／４","0","0","－","20458","983","1704","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"36","徳島県","16332","161","161","0","４／５","247","279","22","58%","1%","4","4","0","４／５","25","25","0","16%","194","0","５／５","500","500","0","39%","0","４／５","0","22","0%","15977","0","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"37","香川県","18285","342","165","0","３／３","271","271","0","61%","2%","2","2","0","３／３","30","30","0","7%","219","0","２／２","474","474","0","46%","0","３／３","0","0","－","13113","291","4611","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"38","愛媛県","26670","300","243","0","Ⅰ／Ⅰ","407","422","10","58%","1%","4","4","0","Ⅰ／Ⅰ","26","26","0","15%","84","0","３／３","263","263","67","32%","0","Ⅰ／Ⅰ","67","77","0%","23242","93","3044","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"39","高知県","17810","300","191","0","５／５","321","321","0","60%","2%","6","3","0","５／５","24","24","0","13%","57","7","５／５","287","287","16","20%","7","５／５","16","16","44%","17442","550","11","9","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"40","福岡県","108386","3720","1461","0","５／５","1912","1912","0","76%","3%","14","14","0","５／５","217","217","0","6%","1021","0","４／４","2432","2432","19","42%","0","１／２","39","222","0%","91330","712","12315","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"41","佐賀県","17177","470","308","0","４／５","521","590","50","52%","3%","2","2","0","１／５","21","48","0","4%","183","0","２／４","608","608","0","30%","0","４／５","50","50","0%","16524","459","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"42","長崎県","39652","888","393","0","Ⅱ／Ⅱ","636","677","0","58%","2%","4","4","0","Ⅱ／Ⅱ","40","40","0","10%","301","0","Ⅱ／Ⅱ","900","920","20","33%","0","Ⅱ／Ⅱ","20","20","0%","38462","1149","1","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"43","熊本県","44991","747","578","0","Ⅱ／Ⅱ","907","907","0","64%","2%","24","24","0","Ⅱ／Ⅱ","68","68","0","35%","598","0","Ⅱ／Ⅱ","1226","1226","0","49%","0","－","0","0","－","31544","135","12102","239","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"44","大分県","15787","297","297","0","３／４","461","531","0","56%","2%","7","7","0","３／４","42","43","0","16%","634","79","３／４","1370","1460","254","43%","79","３／４","175","254","31%","14664","302","192","192","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"45","宮崎県","26584","453","172","0","Ⅰ／Ⅰ","334","387","0","44%","2%","5","5","0","Ⅰ／Ⅰ","15","15","0","33%","203","0","Ⅰ／Ⅰ","512","512","12","40%","0","Ⅰ／Ⅰ","12","12","0%","22135","264","3793","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"46","鹿児島県","34149","695","442","0","Ⅱ／Ⅱ","751","751","0","59%","2%","14","14","0","Ⅱ／Ⅱ","40","40","0","35%","1404","0","Ⅱ／Ⅱ","1812","1812","47","77%","0","１／４","2","59","0%","0","0","32050","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"47","沖縄県","31410","599","599","2","Ⅰ／Ⅲ","951","951","25","63%","2%","24","24","0","Ⅰ／Ⅲ","64","64","0","38%","699","0","Ⅰ／Ⅲ","2490","2490","75","28%","0","Ⅰ／Ⅲ","100","100","0%","27405","942","2709","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
