"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","60519","1753","946","0","３／３","2258","2258","0","42%","3%","4","4","0","３／３","138","138","0","3%","521","0","２／３","2085","2215","0","24%","0","２／３","56","56","0%","54011","753","4234","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"02","青森県","15955","405","292","0","３／５","460","472","0","62%","3%","3","3","0","１／５","31","31","0","10%","136","0","３／５","660","660","0","21%","0","－","0","0","－","11529","183","3885","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"03","岩手県","12379","231","172","0","２／２","339","339","0","51%","2%","0","0","0","２／２","31","34","0","0%","71","0","２／２","280","280","0","25%","0","－","0","0","－","12077","102","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"04","宮城県","30171","509","335","0","Ⅰ／Ⅰ","572","572","0","59%","2%","14","14","0","Ⅰ／Ⅰ","55","55","0","25%","1571","0","Ⅰ／Ⅰ","2060","2060","0","76%","0","－","0","0","－","23415","0","4676","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"05","秋田県","18810","268","199","0","６／６","317","317","0","63%","1%","5","5","0","６／６","24","24","0","21%","126","0","６／６","415","415","0","30%","0","－","0","0","－","12816","554","5600","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"06","山形県","16303","322","133","0","Ⅰ／Ⅱ","280","280","0","48%","2%","1","1","0","Ⅰ／Ⅱ","26","26","0","4%","68","0","Ⅰ／Ⅱ","348","348","0","20%","0","Ⅰ／Ⅱ","0","0","－","15737","0","176","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"07","福島県","25392","561","457","0","３／３","757","769","8","59%","2%","3","2","0","３／３","45","45","0","4%","446","0","３／３","1547","1547","0","29%","0","３／３","16","24","0%","24385","167","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"08","茨城県","24495","526","526","0","Ⅰ／Ⅰ","800","800","0","66%","2%","5","5","0","１／４","30","72","0","7%","1066","0","４／５","1614","2689","0","40%","0","－","0","0","－","22903","0","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"09","栃木県","22159","408","408","12","３／３","566","649","83","63%","2%","7","7","0","３／３","46","46","0","15%","461","0","２／３","755","1050","0","44%","12","３／３","83","83","14%","21290","451","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"10","群馬県","32206","466","390","0","４／４","669","669","0","58%","1%","5","0","0","２／４","21","37","0","0%","814","0","６／６","1727","1727","0","47%","0","４／４","6","6","0%","24966","507","5960","12","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"11","埼玉県","77983","1518","1239","0","４／４","1743","1902","130","65%","2%","33","33","0","１／４","84","191","0","17%","906","0","４／４","1747","1986","8","46%","8","４／４","120","160","5%","69326","0","6225","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"12","千葉県","52955","2417","1208","67","Ⅰ／Ⅰ","1776","1894","224","64%","5%","17","17","0","Ⅰ／Ⅰ","165","168","0","10%","680","0","Ⅰ／Ⅰ","1956","1956","3","35%","67","Ⅰ／Ⅰ","152","237","28%","47205","0","2653","11","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"13","東京都","206604","4277","4090","144","２／２","6903","7329","529","56%","2%","598","598","0","１／２","946","1007","0","59%","6284","212","２／２","9140","9140","750","69%","619","２／２","2136","2206","28%","129685","1347","66095","292","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"14","神奈川県","27547","1820","1820","55","４／４","2100","2100","143","87%","7%","55","55","0","１／４","123","210","0","26%","671","0","１／１","2421","2421","0","28%","55","４／４","78","143","38%","24652","1202","404","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"15","新潟県","23818","387","387","0","３／４","565","672","0","58%","2%","5","5","0","３／４","112","112","0","4%","86","0","３／３","357","357","0","24%","0","３／３","10","10","0%","23344","472","1","1","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"16","富山県","21247","264","256","0","３／３","452","481","0","53%","1%","5","5","0","３／３","34","36","0","14%","270","0","３／３","760","760","0","36%","0","３／３","0","0","－","18117","4","2596","2","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"17","石川県","18384","270","270","0","Ⅱ／Ⅱ","504","504","0","54%","1%","5","5","0","Ⅱ／Ⅱ","41","41","0","12%","162","0","Ⅱ／Ⅱ","630","630","0","26%","0","Ⅱ／Ⅱ","0","0","－","15321","41","2631","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"18","福井県","12626","211","211","0","４／４","364","478","100","44%","2%","3","3","0","４／４","24","24","0","13%","206","0","２／４","425","575","0","36%","0","４／４","0","100","0%","12209","0","0","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"19","山梨県","9610","209","209","0","５／５","422","422","0","50%","2%","0","0","0","５／５","24","24","0","0%","405","173","５／５","1135","1135","639","36%","173","５／５","639","639","27%","8505","303","491","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"20","長野県","23447","522","337","0","３／３","516","520","0","65%","2%","1","1","0","３／３","38","43","0","2%","259","0","３／３","658","658","0","39%","0","－","0","0","－","18583","306","4083","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"21","岐阜県","30700","560","548","0","４／４","900","900","0","61%","2%","6","6","0","４／４","59","59","0","10%","1174","0","３／３","1932","1932","4","61%","0","３／３","4","4","0%","26761","180","2205","34","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"22","静岡県","47096","837","543","0","３／３","775","775","0","70%","2%","13","13","0","３／３","58","58","0","22%","284","0","３／３","894","894","0","32%","0","３／３","0","75","0%","45954","443","21","0","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"23","愛知県","136433","2352","1293","0","２／２","1723","1723","0","75%","2%","40","40","0","２／２","172","172","0","23%","1349","0","２／２","2737","2737","0","49%","0","２／２","0","0","－","114669","567","18063","3","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
"24","三重県","36723","516","296","0","Ⅱ／Ⅲ","578","578","10","51%","1%","4","4","0","Ⅱ／Ⅲ","52","52","0","8%","197","0","３／３","496","496","0","40%","0","Ⅱ／Ⅲ","10","10","0%","35982","273","28","2","2022-08-24","https://www.mhlw.go.jp/content/10900000/000981195.xlsx"
