"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","2481","248","162","0","１／３","1808","2410","0","7%","10%","3","3","0","１／３","91","122","0","2%","17","0","１／３","1085","2215","0","1%","0","１／３","64","64","0%","2099","0","117","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"02","青森県","640","50","50","0","２／５","446","500","0","10%","8%","0","0","0","１／５","31","31","0","0%","8","0","２／５","660","660","0","1%","0","－","0","0","－","582","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"03","岩手県","503","18","15","0","１／２","229","348","0","4%","4%","0","0","0","１／２","32","34","0","0%","4","0","１／２","100","280","0","1%","0","－","0","0","－","481","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"04","宮城県","1424","96","72","0","Ⅰ／Ⅰ","636","636","0","11%","7%","3","3","0","Ⅰ／Ⅰ","55","55","0","5%","51","0","Ⅰ／Ⅰ","1970","1970","0","3%","0","－","0","0","－","1206","0","71","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"05","秋田県","481","73","26","0","４／６","147","272","0","10%","15%","2","2","0","４／６","13","16","0","13%","8","0","４／６","415","415","0","2%","0","－","0","0","－","399","79","1","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"06","山形県","925","77","38","0","Ⅰ／Ⅱ","294","294","0","13%","8%","0","0","0","Ⅰ／Ⅱ","28","28","0","0%","4","0","Ⅰ／Ⅱ","348","348","0","1%","0","Ⅰ／Ⅱ","0","0","－","844","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"07","福島県","1359","145","91","0","２／３","669","774","8","12%","11%","3","2","0","２／３","39","46","0","4%","38","0","２／３","1224","1224","0","3%","0","２／３","19","27","0%","1176","53","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"08","茨城県","1018","62","62","0","２／７","200","949","200","7%","6%","0","0","0","２／７","26","63","0","0%","42","0","１／５","642","2689","0","2%","0","２／７","0","200","0%","914","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"09","栃木県","1183","68","68","3","２／３","478","677","42","10%","6%","3","3","0","２／３","26","42","0","7%","5","0","２／３","755","1050","0","0%","3","２／３","42","42","7%","1110","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"10","群馬県","1021","144","69","0","２／４","387","707","0","10%","14%","0","0","0","１／４","10","37","0","0%","15","0","１／６","183","1727","0","1%","0","２／４","0","6","0%","674","80","188","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
