"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","2760","229","207","0","２／４","945","1732","0","12%","8%","6","6","0","１／４","62","146","0","4%","68","0","３／４","870","1986","0","3%","0","４／４","23","38","0%","2373","0","90","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"12","千葉県","2225","252","168","1","１／２","1100","1738","189","10%","11%","4","4","0","１／２","73","115","0","3%","26","0","１／２","699","1758","3","1%","1","１／２","33","192","1%","1947","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"13","東京都","5100","600","576","160","１／２","3407","7471","857","8%","12%","83","83","0","１／２","672","1116","0","7%","165","41","２／２","7204","7204","354","2%","201","１／２","1106","1271","16%","4094","59","241","20","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"14","神奈川県","2990","273","273","0","３／４","1312","2200","0","12%","9%","9","9","0","１／４","92","210","0","4%","16","0","１／１","1326","1551","0","1%","0","－","0","0","－","2700","84","1","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"15","新潟県","1778","80","80","0","３／４","438","706","0","11%","4%","2","2","0","３／４","112","112","0","2%","7","0","３／３","357","357","0","2%","0","１／３","0","10","0%","1691","58","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"16","富山県","460","31","30","0","１／３","188","500","0","6%","7%","0","0","0","１／３","12","36","0","0%","10","0","１／３","510","510","0","2%","0","１／３","0","0","－","419","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"17","石川県","510","46","43","0","３／３","309","309","0","14%","9%","0","0","0","３／３","37","37","0","0%","2","0","３／３","630","630","0","0%","0","３／３","0","0","－","462","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"18","福井県","244","17","17","0","１／４","87","505","100","3%","7%","0","0","0","１／４","3","24","0","0%","7","0","２／４","425","575","0","1%","0","１／４","0","100","0%","220","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"19","山梨県","545","19","19","0","１／５","137","451","0","4%","3%","0","0","0","１／５","7","24","0","0%","17","1","１／５","627","627","297","3%","1","１／５","297","297","0%","509","78","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"20","長野県","1607","165","109","0","２／３","358","557","0","20%","10%","0","0","0","２／３","32","43","0","0%","11","0","２／３","735","735","0","1%","0","－","0","0","－","1431","67","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"21","岐阜県","1202","64","64","0","１／６","262","873","0","7%","5%","2","2","0","１／６","38","59","0","3%","22","0","２／３","1932","1932","4","1%","0","２／３","4","4","0%","1115","42","1","1","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"22","静岡県","2006","100","83","0","２／３","539","911","0","9%","5%","0","0","0","２／３","48","55","0","0%","3","0","２／３","471","471","0","1%","0","－","0","0","－","1903","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"23","愛知県","3298","230","221","0","１／２","1154","1686","0","13%","7%","3","3","0","１／２","113","146","0","2%","33","0","１／２","1084","1084","0","3%","0","１／２","0","0","－","2851","0","184","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"24","三重県","1069","42","36","0","２／３","404","526","0","7%","4%","0","0","0","２／３","46","50","0","0%","4","0","３／３","468","468","0","1%","0","１／２","0","10","0%","1023","53","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"25","滋賀県","615","88","59","0","４／４","416","416","30","14%","14%","0","0","0","４／４","44","44","0","0%","8","0","４／４","518","518","0","2%","0","４／４","30","30","0%","519","16","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"26","京都府","914","104","104","0","２／２","1047","1047","110","10%","11%","17","17","0","２／２","175","175","0","10%","13","0","１／１","1126","1126","0","1%","0","２／２","110","110","0%","797","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"27","大阪府","4070","379","366","0","１／５","2045","4891","0","7%","9%","98","98","0","１／５","1230","1624","0","6%","127","14","３／７","3876","5016","188","3%","14","Ⅰ／Ⅰ","196","226","6%","3564","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"28","兵庫県","2238","170","170","0","２／５","1000","1712","0","10%","8%","6","6","0","２／５","100","142","0","4%","21","0","２／５","1100","1812","0","1%","0","－","0","0","－","2047","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"29","奈良県","505","82","32","0","２／３","316","571","0","6%","16%","0","0","0","２／３","27","36","0","0%","2","0","２／３","170","170","0","1%","0","２／３","0","0","－","421","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"30","和歌山県","509","43","43","0","２／４","321","636","0","7%","8%","0","0","0","２／４","17","26","0","0%","0","0","２／４","178","178","0","0%","0","２／４","178","181","0%","466","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"31","鳥取県","525","33","33","0","２／３","237","351","5","9%","6%","0","0","0","２／３","30","47","0","0%","2","0","１／２","448","448","0","0%","0","１／１","5","5","0%","490","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"32","島根県","510","35","23","0","１／５","249","387","0","6%","7%","1","1","0","１／５","5","28","0","4%","1","0","１／５","133","133","0","1%","0","－","0","0","－","441","9","33","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"33","岡山県","828","82","72","0","２／４","204","623","0","12%","10%","2","2","0","１／４","12","67","0","3%","14","0","２／２","373","373","0","4%","0","２／４","0","0","－","730","46","2","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"34","広島県","1821","87","53","0","２／４","422","576","19","9%","5%","0","0","0","２／４","24","37","0","0%","35","0","２／４","460","1326","0","3%","0","２／４","0","19","0%","1699","18","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"35","山口県","911","100","48","0","２／４","280","688","0","7%","11%","1","1","0","２／４","12","47","0","2%","0","0","２／４","594","594","0","0%","0","２／４","0","0","－","811","58","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"36","徳島県","534","27","27","0","２／５","166","307","22","9%","5%","0","0","0","２／５","6","25","0","0%","17","0","５／５","454","454","0","4%","0","２／５","0","22","0%","490","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"37","香川県","511","48","38","0","２／４","223","349","0","11%","9%","2","2","0","２／４","16","29","0","7%","14","0","２／２","474","474","0","3%","0","２／４","0","0","－","448","20","1","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"38","愛媛県","997","83","43","0","３／３","436","436","0","10%","8%","1","1","0","３／３","19","19","0","5%","5","0","３／３","263","263","67","2%","0","３／３","67","67","0%","909","117","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"39","高知県","447","23","23","0","３／５","222","343","0","7%","5%","1","1","0","３／５","16","24","0","4%","3","0","３／５","63","180","0","2%","0","３／５","0","0","－","421","22","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"40","福岡県","2375","309","194","0","３／５","886","2061","0","9%","13%","1","1","0","３／５","132","232","0","0%","15","0","１／３","455","2008","19","1%","0","１／２","19","222","0%","2051","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"41","佐賀県","435","45","37","0","１／５","147","586","50","6%","10%","1","1","0","１／５","3","48","0","2%","5","0","１／４","390","390","0","1%","0","１／５","50","50","0%","385","63","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"42","長崎県","619","49","47","0","２／４","201","511","0","9%","8%","1","1","0","２／４","16","30","0","3%","1","0","２／４","626","626","0","0%","0","２／４","0","0","－","569","87","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"43","熊本県","795","122","84","0","１／２","704","833","0","10%","15%","2","2","0","１／２","51","54","0","4%","12","0","１／２","316","1226","0","1%","0","－","0","0","－","661","0","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"44","大分県","613","65","65","0","２／４","406","578","0","11%","11%","1","1","0","２／４","42","43","0","2%","5","5","２／４","175","1460","254","0%","5","２／４","175","254","2%","543","2","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"45","宮崎県","502","36","18","0","２／２","399","399","0","5%","7%","0","0","0","２／２","17","17","0","0%","4","0","３／３","500","500","0","1%","0","３／３","0","0","－","462","40","0","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"46","鹿児島県","967","136","80","0","２／５","266","521","0","15%","14%","0","0","0","２／５","9","27","0","0%","55","0","２／４","310","1657","47","3%","0","１／４","0","59","0%","770","0","6","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
"47","沖縄県","578","46","46","0","３／５","276","632","25","7%","8%","1","1","0","３／５","26","46","0","2%","28","5","３／５","510","1017","75","3%","5","３／５","100","100","5%","496","20","8","0","2023-03-15","https://www.mhlw.go.jp/content/10900000/001074635.xlsx"
