"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"11","埼玉県","33481","1564","1259","0","Ⅰ／Ⅰ","2182","2192","130","57%","5%","55","55","0","Ⅰ／Ⅰ","238","247","0","22%","665","0","Ⅰ／Ⅰ","2123","2523","8","26%","2","Ⅰ／Ⅰ","162","198","1%","25013","0","6237","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"12","千葉県","33935","1087","978","11","２／２","1532","1668","176","59%","3%","20","20","0","２／２","120","124","0","16%","328","0","２／２","2267","2267","3","14%","11","２／２","149","179","6%","28357","0","4163","11","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"13","東京都","169697","4111","3960","0","３／３","6529","6919","80","57%","2%","618","618","0","１／３","1468","1468","0","42%","4516","28","３／３","7480","7966","90","57%","215","３／３","1206","1936","11%","82296","928","78587","275","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"14","神奈川県","67731","1668","1668","66","Ⅰ／Ⅰ","2256","2440","180","68%","2%","83","83","0","３／４","174","210","0","40%","134","0","１／１","2238","2238","0","6%","66","Ⅰ／Ⅰ","133","204","32%","63702","597","2227","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"15","新潟県","3727","183","183","0","３／４","555","656","0","28%","5%","4","4","0","３／４","112","112","0","4%","44","0","３／３","300","340","0","13%","0","３／３","10","10","0%","3499","48","1","1","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"16","富山県","2952","151","151","0","２／３","230","481","0","31%","5%","1","1","0","２／３","14","36","0","3%","258","0","２／３","760","760","0","34%","0","２／３","0","0","－","2162","58","381","7","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"17","石川県","5067","279","279","0","Ⅰ／Ⅱ","408","408","0","68%","6%","8","8","0","Ⅰ／Ⅱ","37","37","0","22%","115","0","Ⅰ／Ⅱ","560","560","0","21%","0","Ⅰ／Ⅱ","0","0","－","3595","82","1078","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"18","福井県","1400","91","91","0","３／５","206","441","100","21%","7%","0","0","0","３／５","20","24","0","0%","109","0","２／５","425","575","0","19%","0","３／５","0","100","0%","1200","0","0","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"19","山梨県","2180","198","198","0","５／５","389","389","0","51%","9%","0","0","0","５／５","24","24","0","0%","528","334","５／５","1135","1135","639","47%","334","５／５","639","639","52%","1315","0","139","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"20","長野県","6868","467","228","0","３／３","424","513","0","44%","7%","2","2","0","３／３","36","43","0","5%","456","0","Ⅰ／Ⅰ","932","932","0","49%","0","－","0","0","－","3460","21","2485","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"21","岐阜県","6974","472","472","0","４／４","894","894","0","53%","7%","4","4","0","４／４","59","59","0","7%","578","0","３／３","1932","1932","4","30%","0","４／４","4","4","0%","4249","72","1675","11","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"22","静岡県","14242","393","296","0","２／３","544","751","0","39%","3%","6","6","0","２／３","44","64","0","9%","283","0","２／３","973","1057","0","27%","0","２／３","75","75","0%","13384","249","182","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"23","愛知県","45933","1418","937","0","２／２","1666","1666","0","56%","3%","35","35","0","２／２","172","172","0","20%","535","0","２／２","2077","2077","0","26%","0","２／２","0","0","－","38119","285","5861","6","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"24","三重県","6085","254","254","0","Ⅱ／Ⅲ","534","551","10","46%","4%","4","4","0","Ⅱ／Ⅲ","52","56","0","7%","103","0","３／３","665","665","0","15%","0","Ⅱ／Ⅲ","10","10","0%","5698","157","30","11","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"25","滋賀県","8234","292","292","0","Ⅰ／Ⅰ","484","487","30","60%","4%","2","2","0","Ⅰ／Ⅰ","52","52","0","4%","233","0","Ⅰ／Ⅰ","677","677","0","34%","0","Ⅰ／Ⅰ","30","30","0%","7669","82","40","4","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"26","京都府","23700","541","541","0","２／２","892","892","110","61%","2%","107","107","0","２／２","171","171","0","63%","171","0","１／１","1126","1126","0","15%","0","２／２","110","110","0%","22988","0","0","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"27","大阪府","133406","3090","3090","0","Ⅰ／Ⅰ","3696","3795","0","81%","2%","690","690","0","４／５","1070","1367","0","50%","3057","0","Ⅰ／Ⅰ","11477","11477","0","27%","4","Ⅰ／Ⅰ","523","1041","0%","44686","0","82569","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"28","兵庫県","56082","1042","1042","0","５／５","1417","1417","0","74%","2%","49","49","0","５／５","142","142","0","35%","501","0","５／５","2411","2411","0","21%","0","－","0","0","－","42403","0","12136","104","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"29","奈良県","11990","541","392","0","３／３","509","509","0","77%","5%","21","21","0","３／３","34","34","0","62%","315","0","３／３","1083","1083","0","29%","0","３／３","0","0","－","0","0","11134","207","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"30","和歌山県","3870","362","362","0","３／３","620","620","0","58%","9%","7","7","0","３／３","26","26","0","27%","127","0","３／３","191","329","0","39%","0","３／３","178","178","0%","1070","0","2311","2311","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"31","鳥取県","863","83","83","0","２／３","250","350","5","24%","10%","1","1","0","２／３","19","47","0","2%","100","0","２／２","458","458","0","22%","0","１／１","5","5","0%","546","0","134","134","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"32","島根県","714","106","106","0","５／５","321","368","0","29%","15%","0","0","0","５／５","5","28","0","0%","48","0","５／５","143","143","0","34%","0","－","0","0","－","398","25","162","7","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"33","岡山県","7820","339","293","0","４／４","537","554","0","53%","4%","11","11","0","３／４","51","68","0","16%","141","0","３／３","629","629","0","22%","0","３／４","0","5","0%","5536","242","1804","9","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"34","広島県","19854","907","417","0","Ⅰ／Ⅱ","754","814","56","51%","5%","14","14","0","Ⅰ／Ⅱ","58","58","0","24%","611","0","Ⅰ／Ⅰ","2334","2334","0","26%","0","Ⅰ／Ⅱ","36","56","0%","13575","457","4761","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"35","山口県","2783","223","223","0","４／４","581","581","0","38%","8%","2","2","0","４／４","47","47","0","4%","172","0","４／４","830","830","0","21%","0","４／４","0","0","－","2179","75","209","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"36","徳島県","1382","98","98","0","３／５","175","263","22","37%","7%","1","1","0","３／５","16","25","0","4%","197","0","５／５","500","500","0","39%","0","３／５","0","22","0%","1087","0","0","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"37","香川県","2727","135","108","0","３／３","264","264","0","41%","5%","2","2","0","３／３","30","30","0","7%","153","0","２／２","488","488","0","31%","0","３／３","0","0","－","1410","57","1029","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"38","愛媛県","2371","91","91","0","３／３","263","263","0","35%","4%","3","3","0","３／３","19","19","0","16%","78","0","３／３","263","263","67","30%","0","３／３","67","67","0%","2136","126","66","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"39","高知県","2163","193","109","0","５／５","255","255","0","43%","9%","9","9","0","５／５","16","24","0","38%","123","0","５／５","408","418","0","29%","0","５／５","0","0","－","1831","30","16","3","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"40","福岡県","51161","1378","1103","0","５／５","1558","1558","0","71%","3%","15","15","0","５／５","206","206","0","7%","976","0","４／４","2234","2234","19","44%","0","１／２","19","69","0%","44498","163","4309","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"41","佐賀県","3930","209","209","0","４／５","482","545","50","38%","5%","1","1","0","２／５","8","48","0","2%","284","0","３／４","615","615","0","46%","0","４／５","50","50","0%","3437","199","0","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"42","長崎県","5742","422","233","0","Ⅰ／Ⅱ","470","509","0","46%","7%","0","0","0","Ⅰ／Ⅱ","40","40","0","0%","169","0","Ⅰ／Ⅱ","900","920","20","18%","0","Ⅰ／Ⅱ","20","20","0%","4597","36","554","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"43","熊本県","9393","521","521","0","Ⅱ／Ⅱ","824","824","0","63%","6%","9","9","0","Ⅱ／Ⅱ","68","68","0","13%","374","0","Ⅱ／Ⅱ","1000","1335","0","28%","0","－","0","0","－","6670","26","1828","168","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"44","大分県","2912","211","211","0","３／４","411","508","0","42%","7%","0","0","0","３／４","36","43","0","0%","587","0","３／４","1360","1360","209","43%","0","３／４","79","209","0%","2090","11","24","24","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"45","宮崎県","2807","111","111","0","２／２","271","271","0","41%","4%","0","0","0","２／２","15","15","0","0%","148","0","Ⅰ／Ⅰ","510","510","10","29%","0","Ⅰ／Ⅰ","10","10","0%","2089","63","459","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"46","鹿児島県","4723","368","251","0","４／４","564","564","0","45%","8%","2","2","0","４／４","33","33","0","6%","693","0","４／４","1710","1757","47","39%","0","１／４","0","57","0%","0","0","3662","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
"47","沖縄県","5562","372","372","0","５／５","639","639","0","58%","7%","28","28","0","５／５","61","61","0","46%","413","1","５／５","1210","1210","30","34%","1","５／５","30","30","3%","4100","70","677","0","2022-02-09","https://www.mhlw.go.jp/content/10900000/000897520.xlsx"
