"都道府県番号","都道府県名","PCR検査陽性者数","入院者数","入院者数（確保病床）","入院者数（臨時）","入院患者フェーズ","入院患者受入即応病床数","入院患者受入確保病床","入院患者受入確保病床（臨時）","入院患者病床使用率","入院率","うち重症者数","うち重症者数（確保病床）","うち重症者数（臨時確保病床）","重症者フェーズ","重症患者受入即応病床数","重症患者受入確保病床数","うち重症患者受入確保病床数（臨時）","重症患者病床使用率","宿泊療養者数","うち宿泊療養者数（臨時）","宿泊療養フェーズ","宿泊施設受入即応室数","宿泊施設受入可能室数","うち宿泊施設受入可能室数（臨時）","宿泊療養施設居室使用率","臨時施設療養者数","臨時施設フェーズ","臨時施設即応定員数","臨時施設確保定員数","臨時施設確保定員使用率","自宅療養者数","うち社会福祉施設等療養者数","療養先調整中の人数","うち入院先調整中の人数","更新日","出典"
"01","北海道","26397","1416","770","0","２／３","1689","2075","0","37%","5%","7","7","0","２／３","110","134","0","5%","330","0","２／３","2140","2600","0","13%","0","２／３","56","56","0%","22296","557","2355","1","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"02","青森県","3429","192","186","0","３／５","389","414","0","45%","6%","3","3","0","１／５","31","31","0","10%","128","0","３／５","920","920","0","14%","0","－","0","0","－","2500","18","609","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"03","岩手県","2569","190","188","0","Ⅰ／Ⅰ","402","402","0","47%","7%","1","1","0","Ⅰ／Ⅰ","33","33","0","3%","111","0","Ⅰ／Ⅰ","370","370","0","30%","0","－","0","0","－","2129","44","139","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"04","宮城県","6711","236","209","0","Ⅰ／Ⅰ","511","511","0","41%","4%","9","9","0","Ⅰ／Ⅰ","55","55","0","16%","1115","0","Ⅰ／Ⅰ","1710","1710","0","65%","0","－","0","0","－","4643","7","717","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"05","秋田県","1818","89","89","0","６／６","289","289","0","31%","5%","2","2","0","６／６","24","24","0","8%","93","0","６／６","415","415","0","22%","0","－","0","0","－","1181","23","455","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"06","山形県","2070","101","97","0","Ⅰ／Ⅱ","219","251","0","39%","5%","0","0","0","Ⅰ／Ⅱ","26","26","0","0%","56","0","Ⅰ／Ⅱ","322","322","0","17%","0","Ⅰ／Ⅱ","0","0","－","1739","0","174","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"07","福島県","3040","364","324","0","３／３","751","751","8","43%","12%","6","6","0","３／３","47","47","0","13%","376","0","３／３","1446","1446","0","26%","0","３／３","16","24","0%","2170","40","130","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"08","茨城県","8886","379","379","0","Ⅰ／Ⅰ","700","877","77","43%","4%","16","16","0","Ⅰ／Ⅰ","40","80","0","20%","676","0","５／５","1950","2600","0","26%","0","Ⅰ／Ⅰ","77","77","0%","7831","0","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"09","栃木県","6933","255","255","5","２／３","638","638","100","40%","4%","9","9","0","２／３","32","46","0","20%","395","0","２／３","850","1110","0","36%","5","２／３","100","100","5%","6283","67","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"10","群馬県","7147","325","325","0","４／４","568","568","0","57%","5%","9","9","0","４／４","37","37","0","24%","606","0","６／６","1727","1727","0","35%","0","４／４","6","6","0%","5215","0","1001","95","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"11","埼玉県","38407","1788","1353","0","Ⅰ／Ⅰ","2199","2199","130","62%","5%","57","57","0","Ⅰ／Ⅰ","239","247","0","23%","816","0","Ⅰ／Ⅰ","2154","2523","8","32%","0","Ⅰ／Ⅰ","174","198","0%","31695","0","4108","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"12","千葉県","49869","1173","1064","17","２／２","1712","1767","232","60%","2%","28","28","0","２／２","120","124","0","23%","451","0","２／２","2290","2290","3","20%","17","２／２","227","235","7%","47006","0","1239","18","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"13","東京都","172184","4172","4045","0","３／３","6599","7109","230","57%","2%","711","711","0","３／３","1468","1468","0","48%","4047","20","３／３","8850","8850","290","46%","138","３／３","1698","2326","6%","83953","1160","79894","643","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"14","神奈川県","54737","1778","1778","81","Ⅰ／Ⅰ","2385","2500","180","71%","3%","100","100","0","Ⅰ／Ⅰ","197","270","0","37%","303","0","１／１","2238","2238","0","14%","81","Ⅰ／Ⅰ","204","204","40%","52076","849","580","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"15","新潟県","3917","171","171","0","３／４","555","656","0","26%","4%","3","3","0","３／４","112","112","0","3%","40","0","３／３","300","340","0","12%","0","３／３","10","10","0%","3705","54","1","1","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"16","富山県","5416","148","148","0","２／３","230","481","0","31%","3%","3","3","0","２／３","14","36","0","8%","264","0","２／３","760","760","0","35%","0","２／３","0","0","－","4438","82","566","3","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"17","石川県","3593","181","181","0","Ⅱ／Ⅱ","487","487","0","37%","5%","2","2","0","Ⅱ／Ⅱ","41","41","0","5%","77","0","Ⅱ／Ⅱ","970","970","0","8%","0","Ⅱ／Ⅱ","0","0","－","2357","122","978","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"18","福井県","1576","98","98","0","４／５","191","441","100","22%","6%","3","3","0","４／５","20","24","0","13%","69","0","２／５","425","575","0","12%","0","４／５","0","100","0%","1409","0","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"19","山梨県","2402","228","228","0","５／５","389","389","0","59%","9%","4","4","0","５／５","24","24","0","17%","367","240","５／５","1135","1135","639","32%","240","５／５","639","639","38%","1324","48","483","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"20","長野県","5099","257","193","0","３／３","466","513","0","38%","5%","2","2","0","３／３","38","43","0","5%","432","0","Ⅰ／Ⅰ","932","932","0","46%","0","－","0","0","－","3716","47","694","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"21","岐阜県","7256","467","467","0","４／４","894","894","0","52%","6%","9","9","0","４／４","59","59","0","15%","492","0","３／３","1932","1932","4","25%","0","４／４","4","4","0%","4713","48","1584","33","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"22","静岡県","12777","615","431","0","３／３","653","751","0","57%","5%","4","4","0","３／３","47","64","0","6%","281","0","３／３","1057","1057","0","27%","1","３／３","75","75","1%","11847","276","33","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"23","愛知県","39861","1929","1285","0","Ⅰ／Ⅱ","1888","1888","0","68%","5%","50","50","0","Ⅰ／Ⅱ","183","183","0","27%","741","0","Ⅰ／Ⅱ","2209","2209","0","34%","0","２／２","0","0","－","32401","391","4790","5","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"24","三重県","5822","292","292","1","Ⅱ／Ⅲ","534","551","10","53%","5%","3","3","0","Ⅱ／Ⅲ","52","56","0","5%","119","0","３／３","665","665","0","18%","1","Ⅱ／Ⅲ","10","10","10%","5385","118","26","5","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"25","滋賀県","7998","471","316","0","Ⅰ／Ⅰ","491","494","30","64%","6%","0","0","0","Ⅰ／Ⅰ","52","52","0","0%","199","0","Ⅰ／Ⅰ","677","677","0","29%","0","Ⅰ／Ⅰ","30","30","0%","7312","119","16","6","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"26","京都府","21603","634","634","0","２／２","924","924","110","69%","3%","112","112","0","２／２","171","171","0","65%","198","0","１／１","1126","1126","0","18%","0","２／２","110","110","0%","20771","0","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"27","大阪府","124647","3127","3127","0","Ⅰ／Ⅰ","3831","4062","0","77%","3%","793","788","0","４／５","1178","1409","0","56%","2852","42","６／７","11446","11446","150","25%","76","Ⅰ／Ⅰ","1021","1191","6%","66570","0","52064","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"28","兵庫県","42158","1062","1062","0","５／５","1499","1499","0","71%","3%","49","49","0","５／５","142","142","0","35%","399","0","５／５","2411","2411","0","17%","0","－","0","0","－","36522","0","4175","49","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"29","奈良県","14679","539","371","0","３／３","509","509","0","73%","4%","26","26","0","３／３","34","34","0","76%","344","0","３／３","1083","1083","0","32%","0","３／３","0","0","－","0","0","13796","66","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"30","和歌山県","2217","315","315","0","３／３","630","630","0","50%","14%","9","9","0","３／３","26","26","0","35%","152","0","３／３","191","329","0","46%","0","３／３","178","178","0%","1065","0","685","685","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"31","鳥取県","1014","85","85","0","２／３","250","350","5","24%","8%","0","0","0","２／３","30","47","0","0%","148","0","２／２","458","458","0","32%","0","１／１","5","5","0%","618","0","163","163","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"32","島根県","664","89","89","0","５／５","321","368","0","24%","13%","0","0","0","５／５","5","28","0","0%","32","0","５／５","143","143","0","22%","0","－","0","0","－","361","0","182","6","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"33","岡山県","5441","365","272","0","４／４","537","554","0","49%","7%","12","12","0","３／４","51","68","0","18%","147","0","３／３","629","629","0","23%","0","２／４","0","5","0%","4469","197","460","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"34","広島県","11515","1141","393","0","Ⅰ／Ⅱ","758","818","56","48%","10%","11","11","0","Ⅰ／Ⅱ","58","58","0","19%","466","0","Ⅰ／Ⅰ","2334","2334","0","20%","0","Ⅰ／Ⅱ","0","56","0%","6759","627","3149","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"35","山口県","2460","248","248","0","４／４","591","591","0","42%","10%","4","4","0","４／４","47","47","0","9%","144","0","４／４","830","830","0","17%","0","４／４","0","0","－","1868","160","200","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"36","徳島県","2013","94","94","0","４／５","234","263","22","36%","5%","0","0","0","４／５","25","25","0","0%","230","0","５／５","500","500","0","46%","0","４／５","0","22","0%","1689","0","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"37","香川県","3466","250","116","0","３／３","264","264","0","44%","7%","3","3","0","３／３","30","30","0","10%","186","0","２／２","488","488","0","38%","0","３／３","0","0","－","1971","72","1059","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"38","愛媛県","2015","80","80","0","３／３","270","270","0","30%","4%","1","1","0","３／３","19","19","0","5%","74","0","３／３","263","263","67","28%","0","３／３","67","67","0%","1798","134","63","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"39","高知県","2265","143","105","0","５／５","255","255","0","41%","6%","9","4","0","５／５","24","24","0","17%","158","0","５／５","418","418","0","38%","1","５／５","12","12","8%","1942","100","21","10","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"40","福岡県","39915","1917","1202","0","５／５","1564","1564","0","77%","5%","19","19","0","５／５","206","206","0","9%","1024","0","４／４","2468","2468","19","41%","0","１／２","19","69","0%","32437","239","4537","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"41","佐賀県","3299","199","199","0","４／５","482","545","50","37%","6%","3","3","0","２／５","8","48","0","6%","263","0","３／４","615","615","0","43%","0","４／５","50","50","0%","2837","300","0","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"42","長崎県","4086","304","143","0","Ⅰ／Ⅱ","477","516","0","28%","7%","3","3","0","Ⅰ／Ⅱ","40","40","0","8%","206","0","Ⅰ／Ⅱ","900","920","20","22%","0","Ⅰ／Ⅱ","20","20","0%","3142","8","434","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"43","熊本県","8742","422","422","0","Ⅱ／Ⅱ","825","825","0","51%","5%","14","14","0","Ⅱ／Ⅱ","68","68","0","21%","411","0","Ⅱ／Ⅱ","1335","1335","0","31%","0","－","0","0","－","7144","101","765","109","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"44","大分県","2119","174","174","0","３／４","415","508","0","34%","8%","0","0","0","３／４","34","43","0","0%","473","0","３／４","1360","1360","209","35%","0","３／４","79","209","0%","1454","25","18","18","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"45","宮崎県","2067","92","92","0","２／２","278","278","0","33%","4%","0","0","0","２／２","15","15","0","0%","90","0","Ⅰ／Ⅰ","510","510","10","18%","0","Ⅰ／Ⅰ","10","10","0%","1543","77","342","3","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"46","鹿児島県","3688","365","268","0","４／４","564","564","0","48%","10%","5","4","0","４／４","33","33","0","12%","830","0","４／４","1710","1757","47","47%","0","１／４","0","57","0%","0","0","2493","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
"47","沖縄県","5220","273","273","0","５／５","632","632","0","43%","5%","26","26","0","５／５","60","60","0","43%","514","0","５／５","1230","1230","50","42%","0","５／５","50","50","0%","3687","0","746","0","2022-02-23","https://www.mhlw.go.jp/content/10900000/000902932.xlsx"
