"title","lastUpdate","csv","src_url"
"令和2年4月13日 市町別感染者数（人） - 石川県／新型コロナウイルス感染症の県内の患者発生状況","2020-04-13","2020-04-13.csv","https://www.pref.ishikawa.lg.jp/kansen/coronakennai.html"
