"name","npatients","nexits","ndeaths","lastUpdate","ncurrentpatients","src_url","url_opendata"
"Fukui",122,114,8,"2020-06-15T13:53:12",0,"https://www.pref.fukui.lg.jp/doc/toukei-jouhou/covid-19_d/fil/covid19_hospitalization.csv","https://www.pref.fukui.lg.jp/doc/toukei-jouhou/covid-19.html"
