japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-02,13671.1923828125,13648.111328125,13692.26171875,462.4066162109,462.1847229004,463.5317382812,1649.0114746094,1640.7030029297,1653.1372070312,11542.2744140625,11527.7529296875,11557.08984375,,,,,2021-01-01,6.4066162108999833,131.1923828125,,,北海道
JP-01,HOKKAIDO,2021-01-03,13783.2861328125,13739.32421875,13821.892578125,468.8823242188,468.4555358887,471.0015869141,1630.3385009766,1614.7419433594,1637.6682128906,11664.2119140625,11636.337890625,11691.2041015625,,,,,2021-01-01,6.4757080079000389,112.09375,,,北海道
JP-01,HOKKAIDO,2021-01-04,13887.7041015625,13824.8291015625,13942.4990234375,475.3474731445,474.7280578613,478.4193725586,1610.6044921875,1588.6343994141,1620.791015625,11784.4521484375,11744.244140625,11823.3017578125,,,,,2021-01-01,6.4651489256999639,104.41796875,,,北海道
JP-01,HOKKAIDO,2021-01-05,13998.4599609375,13918.37109375,14068.36328125,481.7471618652,480.9484863281,485.7090454102,1596.5056152344,1568.8765869141,1609.2038574219,11902.9990234375,11851.4365234375,11952.853515625,,,,,2021-01-01,6.3996887206999986,110.755859375,,,北海道
JP-01,HOKKAIDO,2021-01-06,14110.7626953125,14015.02734375,14194.67578125,488.1290588379,487.1646118164,492.9233398438,1585.5489501953,1552.8837890625,1600.4989013672,12020.080078125,11958.0888671875,12080.263671875,,,,,2021-01-01,6.3818969727000194,112.302734375,,,北海道
JP-01,HOKKAIDO,2021-01-07,14235.625,14125.3076171875,14333.39453125,494.508972168,493.3878479004,500.1045227051,1587.1711425781,1549.759765625,1604.3505859375,12136.193359375,12064.5458984375,12206.4287109375,,,,,2021-01-01,6.37991333010001,124.8623046875,,,北海道
JP-01,HOKKAIDO,2021-01-08,14345.861328125,14222.5419921875,14455.1953125,500.9565429688,499.6903381348,507.2909545898,1576.9505615234,1535.5678710938,1595.9592285156,12252.216796875,12171.6806640625,12331.51171875,,,,,2021-01-01,6.4475708008000083,110.236328125,,,北海道
JP-01,HOKKAIDO,2021-01-09,14454.2724609375,14319.234375,14574.71875,507.3953552246,505.9951782227,514.4081420898,1562.7813720703,1518.0166015625,1583.3114013672,12367.357421875,12278.640625,12454.810546875,,,,,2021-01-01,6.4388122557999736,108.4111328125,,,北海道
JP-01,HOKKAIDO,2021-01-10,14562.318359375,14416.6005859375,14692.763671875,513.8223876953,512.2974243164,521.4627075195,1549.7032470703,1501.9622802734,1571.5477294922,12481.3056640625,12385.0302734375,12576.142578125,,,,,2021-01-01,6.4270324706999986,108.0458984375,,,北海道
JP-01,HOKKAIDO,2021-01-11,14670.2880859375,14514.8193359375,14808.6396484375,520.2565307617,518.6170654297,528.4632568359,1540.0718994141,1489.6350097656,1563.0372314453,12594.0673828125,12490.845703125,12695.333984375,,,,,2021-01-01,6.4341430663999972,107.9697265625,,,北海道
